simple_sentence,truth_value
"A Better Covid Winter.Covid hospitalizations have not surged so far this season..
",meter-true
"Germany Appoints New Defense Minister as Pressure Mounts Over Ukraine.The appointment of Boris Pistorius comes as Germany faces increasing calls to send Leopard 2 tanks to Ukraine..
",meter-true
"A Hunger for the Truth: Two Middle Grade Novels About Brave Children in 1930s Ukraine.In “ The Lost Year ”  ” young people fight to expose secrets . In “ The Lost Year ”  ” young people lies during the Great Famine . In “ “ Winterkill  ” young people fight to expose secrets . In “ “ Winterkill  ” young people lies during the Great Famine . .
",meter-true
"Your Tuesday Briefing.Britain pushes for more aid to Ukraine..
",meter-true
"Renewed Armenia-Azerbaijan Conflict Underlines Russia’s Waning Influence.Russia helped end a 2020 war. Its troops policed the cease-fire. . But with a new crisis in the Caucasus heating up  Moscow  distracted  has not intervened . But with a new crisis in the Caucasus heating up  Moscow  weakened by Ukraine  has not intervened . .
",meter-true
"Death Toll of Russian Strike in Dnipro Rises to 40, Ukraine Says.The authorities said  34 people remained missing after three days of searching for the living . The authorities said  34 people remained missing after three days of searching for the dead at an apartment building struck by a Russian missile in Dnipro . .
",meter-true
"Britain pledges  just 14 tanks  with the aim of prompting more transfers from Ukraine ’ s allies .. The U.K. defense secretary said specialty guns were also part of the package being sent to Ukraine . The U.K. defense secretary said ammunition were also part of the package being sent to Ukraine . The U.K. defense secretary said drones were also part of the package being sent to Ukraine . The U.K. defense secretary said other equipment were also part of the package being sent to Ukraine . .
",meter-true
"The U.N. confirms  civilian deaths in Ukraine have surpassed 7000 The U.N. confirms  civilian deaths in Ukraine says the real toll is far higher .. The total includes only those that U.N. investigators have been able to corroborate s strike on Dnipro . The total includes only those that U.N. investigators does not include the dozens killed in Saturday ’ s strike on Dnipro . .
",meter-true
"Ukrainians Lay Flowers at Memorial for Victims of the Dnipro Attack.The Russian strike on an apartment building in the central Ukrainian city of Dnipro was one of the deadliest attacks against civilians since the start of the war..
",meter-true
"Germany’s Defense Minister Quits, Blaming ‘Media Focus’.Christine Lambrecht was a frequent target of criticism, including over German caution on military aid to Ukraine.Chancellor Olaf Scholz had backed her strongly . Chancellor Olaf Scholz may find her hard to replace . .
",meter-true
"Putin ’ s Wins . Putin ’ s Losses . Ukraine ’ s winter slowed the war  . Ukraine ’ there . Ukraine ’ have been major developments . .
",meter-true
"The war in Ukraine upended energy markets.What does that mean for the climate?.Almost a year after Russia launched  its invasion  assessing the impact on the oil industry is  not so simple . Almost a year after Russia launched  its invasion  assessing the impact on greenhouse gas goals is  not so simple . .
",meter-true
"What 70 Years of War Can Tell Us About the Russia-Ukraine Conflict.Despite some postmodern features  the fighting resembles  a type of conflict from decades past : wars fought between nations in  not conquer the other outright . Despite some postmodern features  the fighting resembles  a type of conflict from decades past : one does  not conquer the other outright . .
",meter-true
"Germany’s defense minister resigns after criticism over her handling of the war..The minister was  repeatedly attacked over public blunders . The minister was  repeatedly attacked over her handling of the war in Ukraine . She is the most senior member of Olaf Scholz’s government to resign..
",meter-true
"Your Monday Briefing.A search for survivors after a Russian strike on a residential building..
",meter-true
"Your Monday Briefing: A Fatal Plane Crash in Nepal.Also a major attack in Ukraine  Japan ’ s military ambitions . Also a major attack in Ukraine  Japan ’ s a preview of the Australian Open . .
",meter-true
"Rescuers Search Rubble of an Apartment Building in Dnipro.A Russian strike on a nine-story apartment building in Dnipro, Ukraine, led to one of the largest losses of civilian lives far from the front line since the war’s start..
",meter-true
"When Leading a Parliament Includes Helping the Police Raid Lawmakers.Roberta Metsola  the youngest person to become president of the European Parliament  is seeking to expand the assembly ’ s role . Roberta Metsola  the youngest person to become president of the European Parliament  is guiding it through the aftermath of major bribery accusations . .
",meter-true
"Israel Moves Right.Israel’s new right-wing government is moving quickly to transform the country..
",meter-true
"The Week in Business: More Air Travel Chaos.Consumer prices continue to cool down.Goldman Sachs began one of its largest rounds of layoffs since the 2008 financial crisis.And Elon Musk is to go to trial over a 2018 tweet about Tesla..
",meter-true
"Dead After Russian Strike on Apartments . Alive After Russian Strike on Apartments . After Russian Strike on Apartments . Devastated After Russian Strike on Apartments . Rescue workers were still digging through the ruins of a residential building in the central Ukrainian city of Dnipro on Sunday, a day after a Russian missile attack..
",meter-true
"For Families . For Detainees in Russian-Occupied Areas  a Grim Wait . After Russia’s retreat from Kherson city, Ukrainians in other occupied areas of the south had expectations of quickly regaining their freedom.But those hopes have been dashed..
",meter-true
"‘I’m Sorry, We’re From Moscow.’ In Bali, Warring Sides Learn to Cohabitate.Thousands of Russians have fled their homelands for Bali . Thousands of Ukrainians have fled their homelands for Bali . But even in a tropical paradise, the war is ever-present..
",meter-true
"Britain Says It Will Give Ukraine Tanks, Breaching a Western Taboo.Western countries have balked at giving Ukraine tanks . Western countries have balked at giving Ukraine other powerful weapons . As increased spring fighting looms, that seems to be changing..
",meter-true
"Will There Be a Biden Comeback?.A number of events would have to go the president ’ s way. Even then age is an issue. . .
",meter-true
"Rescuers rush to save people buried in rubble of a building destroyed by a Russian missile.. A 15-year-old girl was among the 14 people killed.The search for survivors continues..
",meter-true
"As Russians Steal Ukraine’s Art, They Attack Its Identity, Too.Russian forces have looted tens of thousands of pieces  including avant-garde oil paintings . Russian forces have looted tens of thousands of pieces  including Scythian gold . Experts say it is the biggest art heist since the Nazis in World War II , , intended to strip Ukraine of its cultural heritage . it is the biggest art heist since the Nazis in World War II , , intended to strip Ukraine of its cultural heritage . it intended to strip Ukraine of its cultural heritage . it to strip Ukraine of its cultural heritage . it strip Ukraine of its cultural heritage . .
",meter-true
"A United Europe Weathers Crises . Deeper Challenges Remain. . Differences on NATO . Differences on E.U . Enlargement will prime Davos talks . Energy climate will prime Davos talks . China will prime Davos talks . Russia will prime Davos talks . Ukraine will prime Davos talks . Relationships with the United States  China will prime Davos talks . Relationships with the United States  Russia will prime Davos talks . Relationships with the United States  Ukraine will prime Davos talks . .
",meter-true
"Davos Confronts a New World Order.The Covid-19 pandemic  invasion challenge the World Economic Forum ’ s relevance . The Covid-19 pandemic  of Ukraine challenge the World Economic Forum ’ s relevance . The Covid-19 pandemic  trend toward autocracy challenge the World Economic Forum ’ s relevance . The Covid-19 pandemic  economic inequalities challenge the World Economic Forum ’ s relevance . .
",meter-true
"The War in Ukraine Upended Energy Markets.What Does That Mean for the Climate?.Almost a year after Russia launched  its invasion  assessing the impact on the oil industry is  not so simple . Almost a year after Russia launched  its invasion  assessing the impact on greenhouse gas goals is  not so simple . .
",meter-true
"German Village at Center of a Fight Over Coal Is Cleared Out . German Village at Climate Is Cleared Out . For years, activists tried to save tiny Lützerath from being razed to make way for the expansion of an open-pit coal mine.This past week, the police moved them out..
",meter-true
"Iran Executes Former Defense Official, a Dual U.K. Citizen, on Spy Charges.Alireza Akbari  previously a senior military defense official  had moved to Britain a decade ago . Alireza Akbari  previously defense official  had moved to Britain a decade ago . He had been detained since 2019. .
",meter-true
"Russia’s Claim to Seize a Ukrainian Town Exposes Rifts Among Forces.After Russia’s Defense Ministry said its troops had taken Soledar, a leader of the Wagner mercenary group accused the military of stealing credit.Ukraine said its forces were still fighting there..
",meter-true
"A Small, Disputed Victory.Russia claims  control of Soledar. Analysts see little impact on the course of the war. . .
",meter-true
"How Western Goods Reach Russia: A Long Line of Trucks Through Georgia.Western sanctions barring many imports travels a slow , , crowded truck route through the Caucasus Mountains from Georgia . Russia travels needs now . .
",meter-true
"Biden to Bolster U.S.-Japan Alliance as China ’ s Power Grows . Kishida Vow to Bolster U.S.-Japan Alliance as China ’ s Power Grows . Tensions with China . The two leaders discussed    tensions with North Korea    . The two leaders discussed    tensions with plans for deterrence in Asia with U.S. troops   . Missiles . The two leaders discussed . Tensions with Russia . Plans for deterrence in Asia with U.S. troops   Plans for deterrence in missiles. . .
",meter-true
"Tesla Cuts Prices Sharply as It Moves to Bolster Demand.The price reductions in the United States will make more of the company’s electric vehicles eligible for a federal tax credit..
",meter-true
"Battling the Border Surge.The Biden administration’s border policy relies on Mexico for crucial help..
",meter-true
"War s Elina Svitolina . Motherhood Sidelined Ukraine ’ s Elina Svitolina . She ’ s Ready to Return .. Rather than struggling to compete on the WTA Tour most of 2022  the tennis star focused on her new daughter her fellow Ukrainians . She ’ s Ready to Return .. Rather than raising money to help her fellow Ukrainians . .
",meter-true
"Your Friday Briefing.An investigation into President Biden’s classified documents..
",meter-true
"Western Tanks Appear Headed to Ukraine, Breaking Another Taboo.The West has  sent an array of weapons once seen as too provocative. It looks  like tanks will be next. . With a new Russian offensive expected, officials see an urgent need to shift the balance..
",meter-true
"I.M.F.Sees World Economy Rebounding, Yet Still Fragile, in 2023.Kristalina Georgieva , , the managing director of the International Monetary Fund , , predicts that a global recession can be avoided . a global recession predicts can be avoided . a global recession predicts be avoided . a global recession predicts avoided . .
",meter-true
"What Students Are Saying About the State of the World.the new year To start the new year . they were going into 2023 . they going into 2023 . Here is what they said..
",meter-true
"Gen. Valery Gerasimov, the new head of Russia’s war effort, is the Kremlin’s top military commander..In a statement announcing the appointment, the Russian Defense Ministry hinted at a renewed campaign in Ukraine..
",meter-true
"Russia releases a U.S. Navy veteran quietly detained in Kaliningrad in April of last year..The veteran  Taylor Dudley  had traveled to Poland to attend a music festival. “ at some point crossed the Russian border  ” a family spokesman said. . It remained unclear on what charges he had been held..
",meter-true
"As Poland weigh sending tanks to Kyiv  pressure on other allies mounts .. U.S. defense officials have long held concerns that giving Ukraine tanks could prompt Russia to escalate the war . As Poland weigh sending tanks to Kyiv  pressure on other allies mounts .. European defense officials have long held concerns that giving Ukraine tanks could prompt Russia to escalate the war . As Britain weigh sending tanks to Kyiv  pressure on other allies mounts .. U.S. defense officials have long held concerns that giving Ukraine tanks could prompt Russia to escalate the war . As Britain weigh sending tanks to Kyiv  pressure on other allies mounts .. European defense officials have long held concerns that giving Ukraine tanks could prompt Russia to escalate the war . .
",meter-true
"Ukrainian Engineers Are Keeping Putin on His Toes . Historians Are Keeping Putin on His Toes . Housewives Are Keeping Putin on His Toes . With sewing machines  Ukrainians are fighting against the Russian aggressors . With smartphones  Ukrainians are fighting against the Russian aggressors . .
",meter-true
"U.S. They Will Strengthen Military Cooperation . Japan Say They Will Strengthen Military Cooperation . Top officials from the two nations are meeting in Washington this week to discuss tensions with China . Top officials from the two nations are meeting in Washington this week to discuss tensions with Russia . Top officials from the two nations are meeting in Washington this week to discuss tensions with North Korea . Top officials from the two nations are meeting in Washington this week to plan for deterrence with U.S. troops missiles . Top officials from the two nations are meeting in Washington this week to plan for deterrence with troops missiles . .
",meter-true
"Russia Replaces Commander for Ukraine War, as Signs of Dissension Grow.Allies of President Vladimir V. Putin contradicted each other about battlefield progress , , as a war command shake-up put another Kremlin loyalist in charge . a war command shake-up put another Kremlin loyalist in charge . .
",meter-true
"Putin’s Military Reshuffle.Russia replaces its commander in Ukraine after just three months..
",meter-true
"Your Thursday Briefing: A Russian Military Shake-Up.Also. Brazil investigates the riots. Australia reacts to Cardinal George Pell ’ s death. . .
",meter-true
"Hunter Biden ’ s Tangled Tale Comes Front . Hunter Biden ’ s Center . Federal prosecutors could decide soon whether to indict the president ’ s son on tax gun charges. He faces a fresh round of hostile congressional hearings. . But a close look at his story shows that it differs in important ways from the narrative promoted by Republicans..
",meter-true
"Come On In, the Internet Is Fine: Kyiv Workers Get Online in Unlikely Spots.Sporadic power outages have people resorting to makeshift office spaces in the Ukrainian capital.Stores have set up power hubs . Workers are getting comfortable doing their jobs in home furnishing displays. . .
",meter-true
"Another Big Boomer Effect.One generation’s impact on the work force..
",meter-true
"Zelensky thanks the ‘free world’ in a video message at the Golden Globes.. “There will be no third world war,” the Ukrainian president said.“It is not a trilogy.Ukraine will stop the Russian aggression on our land.” .
",meter-true
"‘A Wild Card’: Son of Uganda’s President Jostles to Succeed His Father.Gen. Muhoozi Kainerugaba has been positioning himself as Uganda’s next leader. But his provocative tweets have unnerved Ugandans.  put his father in a bind . .
",meter-true
"It’s a Wonderful Country: Robert Kagan’s Case for U.S.Empire.In the second installment of his “Dangerous Nation” trilogy, the veteran foreign policy critic argues for embracing the better angels of America’s imperialist nature..
",meter-true
"Korean Solar Company Plans to Build $2.5 Billion Plant in Georgia.Hanwha Qcells expects to make solar panels in the United States to take advantage of President Biden ’ s climate policies . Hanwha Qcells expects to make their components in the United States to take advantage of President Biden ’ s climate policies . .
",meter-true
"Your Wednesday Briefing.At least 17 more civilians have died in extraordinary violence in Peru..
",meter-true
"Corrections: Jan. 11, 2023. Corrections that appeared in print on Wednesday, Jan. 11, 2023. .
",meter-true
"Russian Mercenary Group Says It Has Taken Contested Ukrainian Town.With a harsh winter putting sweeping offensives on hold  the war has shifted back to bloody battles of attrition like the one for the small city of Bakhmut . With a harsh winter putting sweeping offensives on hold  the war has shifted back to bloody battles of attrition like the one for the smaller town of Soledar . .
",meter-true
"Your Wednesday Briefing: Shanghai’s Devastating Outbreak.Also  the eight warmest years on record . Also  the eight warmest years on a fragile political alliance in the Philippines . .
",meter-true
"Russia posts a $47 billion budget deficit for 2022, its second highest in the post-Soviet era..The budget gap reached 3.3 trillion rubles  according to the country ’ s finance minister . The budget gap reached 2.3 percent of the size of the Russian economy  according to the country ’ s finance minister . .
",meter-true
"More than 200 Russian doctors petition Putin to give medical care to Navalny..The letter, signed by doctors with their full names, was a rare example of public criticism of the Kremlin in post-invasion Russia..
",meter-true
"Britain is considering sending tanks to Ukraine, in what would be a first..The British Challenger II could become the first Western-made main battle tank to be provided to Ukraine since Russia invaded almost a year ago..
",meter-true
"How Finland Is Teaching a Generation to Spot Misinformation.The Nordic country is testing new ways to teach students about propaganda.Here’s what other countries can learn from its success..
",meter-true
"War. Weather . The weirdly warm European winter has unexpected geopolitical consequences..
",meter-true
"Failure of Britain’s First Space Launch Is a Setback to Emerging Industry.When a Virgin Orbit rocket fell short of orbit  it dealt a blow to Britain ’ s space program . When a Virgin Orbit rocket fell short of orbit  it dealt a blow to the companies whose satellites were lost in the mission . .
",meter-true
"Brazil . Jan. 6 . How Brazil’s riots compare to the Jan. 6 attack..
",meter-true
"What Does It Mean to Provide ‘Security Guarantees’ to Ukraine?.A postwar Ukraine will want to ensure that Russia does not attack again.But is there anything short of full NATO membership that will satisfy Kyiv ?. But is there anything short of full NATO membership that will deter Moscow ?. .
",meter-true
"The Fed May Finally Be Winning the War on Inflation.But at What Cost?.There’s a good chance that the Fed could push the economy into recession.The pain will not be shared equally..
",meter-true
"U.S.Carbon Emissions Grew in 2022.Emissions ticked up 1.3 percent last year , , even as renewables surpassed coal . renewables surpassed coal . .
",meter-true
"Your Tuesday Briefing.The armies of Russia in Bakhmut . The armies of Ukraine clash in Bakhmut . .
",meter-true
"Going Toe to Toe in Bakhmut.Ukraine is shifting its strategy to defend the city..
",meter-true
"Without Hesitation, Ukraine Goes Toe to Toe With Russia in Bakhmut.Earlier in the war, Ukraine’s leadership was more equivocal about pitched battles with high casualties.There’s no second-guessing this time.Some analysts say it makes sense strategically..
",meter-true
"Putin’s Efforts to Divide the West Over Ukraine Fall Flat.A cease-fire proposal seemingly aimed at splintering Western unity has instead been met with Western escalation, underscoring Moscow’s diplomatic struggles..
",meter-true
"Ukraine rejects Russia ’ s claim of a deadly strike on troops in the east .. Russia ’ s Defense Ministry said it had carried out a strike that “ killed 600 people  ” no evidence has emerged to support the claim . .
",meter-true
"Ron DeSantis Could Decide Republicans’ Foreign Policy.The Florida governor is viewed as a top Republican presidential contender — at a time when the party is at a crossroads on foreign policy..
",meter-true
"Your Monday Briefing.Here’s what you need to know..
",meter-true
"Your Monday Briefing: China Reopens.Also  Brazilians storm government offices investigates a 2021 Kabul airstrike . Also  the Times investigates a 2021 Kabul airstrike . .
",meter-true
"The House Is  in Ruins . The Holiday Feast Goes On. . Orthodox Christmas came under harsh circumstances in Ukraine this year.For families like the Kovtuns, living next to the remains of their shell-struck home, celebration was an act of defiance..
",meter-true
"Now Fighting for Ukraine: Volunteers Seeking Revenge Against Russia.Chechens  all with deep historical grievances against Moscow  are eagerly taking up arms for Kyiv . Crimean Tatars  all with deep historical grievances against Moscow  are eagerly taking up arms for Kyiv . People from the former Soviet republics  all with deep historical grievances against Moscow  are eagerly taking up arms for Kyiv . .
",meter-true
"Ukrainians Celebrate Orthodox Christmas at a Holy Site Long Linked to Moscow.The sermon , , a deeply symbolic moment after months of tension with the Moscow-led branch of the church , , came as a cease-fire failed to materialize . a cease-fire failed to materialize . a cease-fire to materialize . a cease-fire materialize . .
",meter-true
"Broken Promises.If you’ve already broken your New Year’s resolution, don’t despair.You don’t need a holiday to change your life..
",meter-true
"In a Ukraine Workshop, the Quest to Build the Perfect Grenade.A Ukrainian unit is tinkering with tape to turn a fragmentation grenade into a tank-killer . A Ukrainian unit is tinkering with a scale to turn a fragmentation grenade into a tank-killer . A Ukrainian unit is tinkering with a 3-D printer to turn a fragmentation grenade into a tank-killer . A Ukrainian unit is tinkering with other items to turn a fragmentation grenade into a tank-killer . It ’ s a steep . It ’ risky challenge . .
",meter-true
"Ukraine Gets ‘Tank Killers’.France. Germany. The U.S. step up their support with new weaponry . .
",meter-true
"New Armored Vehicles Will Help Ukraine Take the Fight to Russia.The Western allies’ provision of infantry fighting vehicles signals their support for new offensives in coming months, analysts said..
",meter-true
"Attacks Continue in Ukraine Despite Russia’s Supposed Cease-Fire.Ukraine never accepted Russia ’ s unilateral Christmas truce  dismissing it as a hollow ploy. Russian shelling was as intense as ever in a hotly contested city. . .
",meter-true
"Fed Officials Ask How to Better Understand Inflation After Surprises.Federal Reserve officials , , including Lisa Cook , , a board member , , are wrestling with how to think about price increases after 18 months of rapid change . Federal Reserve officials , , including Lisa Cook , , a board member , , to think about price increases after 18 months of rapid change . Federal Reserve officials , , including Lisa Cook , , a board member , , think about price increases after 18 months of rapid change . .
",meter-true
"What Ukraine Teaches Us About Power.Acting tough doesn’t make you strong, even militarily..
",meter-true
"The leader of Belarus visits a military base where Russian forces are stationed..Concerns have mounted in recent weeks that Moscow could try to draw Belarus, Ukraine’s northern neighbor, more directly into the war..
",meter-true
"Ukraine says recent pledges show that key weapons are no longer ‘taboo’ for its allies..The foreign minister  Dmytro Kuleba  welcomed pledges this week from France that his government had been seeking for months . The foreign minister  Dmytro Kuleba  welcomed pledges this week from Germany that his government had been seeking for months . The foreign minister  Dmytro Kuleba  welcomed pledges this week from the United States of military aid that his government had been seeking for months . .
",meter-true
"Battered Strained by War  Ukraine ’ s Economy Adapts to Survive . After 10 months of Russian destruction, Ukraine’s economy shrank by 30 percent.But companies have packed up . But companies have moved . But companies have switched products . But companies have found support abroad . .
",meter-true
"Your Friday Briefing.Responses to Russia’s ordering of a cease-fire..
",meter-true
"Putin Calls a 36-Hour Cease-Fire . Putin Calls Ukraine . Putin Calls U.S. Are Skeptical . The cease-fire would coincide with the Eastern Orthodox Christmas on Saturday    Kremlin adversaries . Some analysts call it a ploy. Some analysts call it for military . Some analysts call it political advantage. . .
",meter-true
"What is the Bradley Fighting Vehicle?.Often mistaken for a tank  the decades-old Bradley offers  a compromise between traditional tank firepower . Often mistaken for a tank  the decades-old Bradley offers  a compromise between an armored personnel carrier . .
",meter-true
"Your Friday Briefing: Russia Proposes a Short Cease-Fire.Also  Kevin McCarthy loses yet another bid to become House speaker . Also  Kevin McCarthy loses yet the week in culture . .
",meter-true
"The Meaning of the Chaos in the House.Reaction to the dysfunction in the House.Also : Being Jewish  ; trying Vladimir Putin ; eyewitness to miracles ; children ’ s books ; defining blight . Also : Being Jewish  not ; trying Vladimir Putin ; eyewitness to miracles ; children ’ s books ; defining blight . .
",meter-true
"Russia issues the first pardons to prisoners fought in Ukraine state media reports .. Yevgeny Prigozhin . Russia issues the first pardons to prisoners fought in Ukraine state media reports .. the head of the Wagner paramilitary group . Russia issues the first pardons to prisoners fought in Ukraine state media reports is seen in a video congratulating men for completing their military contracts . Russia issues the first pardons to prisoners fought in state media reports .. Yevgeny Prigozhin . Russia issues the first pardons to prisoners fought in state media reports .. the head of the Wagner paramilitary group . Russia issues the first pardons to prisoners fought in state media reports is seen in a video congratulating men for completing their military contracts . .
",meter-true
"More than 60 percent of Bakhmut has been destroyed , , a Ukrainian official says . . . . has continued to press an offensive aimed at capturing the eastern city , , after suffering a string of setbacks elsewhere in Ukraine in recent months . More than 60 percent of Bakhmut has been destroyed , , a Ukrainian official says . . . . has says . .
",meter-true
"Violence in the N.F.L..In professional football, danger is at the root of any given play..
",meter-true
"Your Thursday Briefing.The Russian authorities have laid the blame for a deadly Ukrainian strike on their soldiers themselves..
",meter-true
"‘Fear Still Remains’: Ukraine Finds Sexual Crimes Where Russian Troops Ruled.Investigators have uncovered widespread evidence of abuse by Moscow ’ s forces  including rape . Investigators have forced nudity . Kremlin officials have repeatedly denied accusations of rights violations..
",meter-true
"Ukraine Claims Heavy Russian Losses in Waves of Missile Strikes.Kyiv says  its forces have killed . Kyiv says  its forces wounded hundreds of Russian soldiers in a series of pinpoint attacks . Russia has confirmed only one of three waves of strikes..
",meter-true
"Moscow Blames Its Own Troops.Russia said its soldiers’ use of cellphones led to a strike that left 89 dead..
",meter-true
"For Russian Troops, Cellphone Use Is a Persistent, Lethal Danger.Ukrainian artillery targets Russian soldiers by pinpointing their phone signals.Despite the deadly results, Russian troops keep defying a ban on cellphone use near the front..
",meter-true
"Your Thursday Briefing: Russia Blames its Dead Soldiers.Also, Kim Jong-un presents a possible successor..
",meter-true
"France promises Ukraine armored vehicles as the U.S. weighs doing the same .. President Emmanuel Macron pledged to provide AMX-10 RC armored vehicles  though Mr. Macron ’ s office did not specify how many of the vehicles would be delivered . France promises Ukraine armored vehicles as the U.S. weighs doing the same .. President Emmanuel Macron pledged to provide AMX-10 RC armored vehicles  though Mr. Macron ’ s office did not specify when . .
",meter-true
"A House Divided.House Republicans are struggling with a test of governing..
",meter-true
"Inside Russia’s Military Catastrophe.it has become increasingly clear that this was not the Russian Army anyone expected . this has was not the Russian Army anyone expected . this has expected . .
",meter-true
"Russia says soldiers’ cellphone use led to the deadly Makiivka strike..The Defense Ministry said. The use of phones helped Ukraine home in on the troops ’ location. Influential military bloggers said  that explanation ignored commanders ’ mistakes. . .
",meter-true
"Your Wednesday Briefing.Here’s what you need to know..
",meter-true
"Ukraine Keeps Downing Russian Drones   Price Tag Is High . the real winner over time may be the country that spends less . the real winner over time spends less . .
",meter-true
"Putin Prepares Russians for a Long Fight Ahead.The Russian leader has dropped the pretense that life goes on as normal despite the war, evident in the Kremlin’s quick acknowledgment of mass casualties inflicted by Ukraine last weekend..
",meter-true
"Your Wednesday Briefing: Chaos in the U.S. House Speaker Race.Also, China threatens countermeasures against travel restrictions..
",meter-true
"Fireworks  Dancing How We Rang In 2023 . Fireworks  a Frozen Duck How We Rang In 2023 . Fireworks  : How We Rang In 2023 . Seven writers describe how they started  the new year with celebrations big . Seven writers describe how they started  the new year with celebrations small . .
",meter-true
"Tanks : Ukrainian Children Paint the War . Teddy Bears : Ukrainian Children Paint the War . An artist from Lviv has brought works by young people affected by the Russian invasion to a museum in Chicago’s Ukrainian enclave..
",meter-true
"Natural Gas Prices in Europe Fall to Pre-Invasion Levels.Warm weather  alternatives to Russian gas . Warm weather  a buildup of storage all help .  But prices remain high for consumers .  But prices remain high for industry . .
",meter-true
"Democracy Fights Back.Last year’s democratic wins could have big implications..
",meter-true
"Japan’s Business Owners Can’t Find Successors.This Man Is Giving His Away.. An owner’s struggle in Japan’s northern dairy region illuminates one of the potentially devastating economic impacts of an aging society..
",meter-true
"The Pelosi Era Comes to a Close.The first woman to become speaker leaves a legacy that will be difficult for her successors to equal..
",meter-true
"Why Japan’s Sudden Shift on Bond Purchases Dealt a Global Jolt.The world has relied on ultralow interest rates in Japan.What will happen if they rise?.
",meter-true
"Your Tuesday Briefing.A major strike on Russian troops..
",meter-true
"In Romania, U.S.Troops Train Close to Russia’s War, in Signal to Moscow.The deployment to a NATO country near the conflict in Ukraine is seen as a model of deterrence for a U.S. military that has recently stepped back from direct fighting..
",meter-true
"We ’ re Going to Miss Greed . We ’ re Going to Cynicism . We’ll be nostalgic for the days when the culture war was phony..
",meter-true
"Deadly Strike on Russians in Ukraine Exposes Moscow’s Military Failings.A Ukrainian attack with U.S.-made rockets may have left hundreds of casualties  Pro-war Russians accused their military commanders of repeating fatal errors. . .
",meter-true
"A Lethal Start to 2023.Russia says 63 servicemen were killed in the Donbas, one of Moscow’s biggest losses in a strike..
",meter-true
"Your Tuesday Briefing: A Major Ukrainian Strike.Also, China’s uncertain economic recovery..
",meter-true
"Biden Caps Two Years of Action on the Economy, With New Challenges Ahead.The president used a slim congressional majority to enact legislation that could reshape the American economy — if his administration can make the laws succeed..
",meter-true
"A U.S.-made long-range rocket system has helped give Ukraine momentum in the war .. Washington delivered the first batch of truck-mounted , multiple-rocket launchers , known as HIMARS , . 
",meter-true
"A Chorus of Hopes for 2023.A mayor. A veteran. Others share. Their visions for the coming year. . .
",meter-true
"It’s Time to Say Goodbye to Lush Lawns.The environmental damage of lawns is far worse than most people imagine.Also : Migrant crisis ; arms for Ukraine ; FTX . Also : Migrant crisis ; arms for Ukraine ; political donations . .
",meter-true
"The Question of Life Itself.How people regard the start of life is  complicated  polarizing worthy of exploration . How people regard the start of life is  complicated  worthy of exploration . .
",meter-true
"How Russia’s War on Ukraine Is Worsening Global Starvation.Moscow blocks most shipments from Ukraine  one of the world ’ s largest wheat producers. Its attacks on the country ’ s energy grid also disrupt the flow of food. . .
",meter-true
"Your Monday Briefing.Lula is now the president of Brazil..
",meter-true
"Your Monday Briefing: The Impact of a U.S. Chip-Making Boom.Also. North Korea threatens nuclear escalation. Ukraine reinforces  its resilience amid a deadly assault. . .
",meter-true
"Russian Airstrikes Leave Ukrainians Few Options to Endure . Its cities are still facing relentless waves of missiles. Ten months into the war  Ukraine has turned the tide in ground combat. Its cities are still facing relentless waves of exploding drones. . .
",meter-true
"Putin Has No Red Lines.There are better ways to think about strategy..
",meter-true
"Forget the Beach Bod.Try These Soul Resolutions Instead.. New Year’s habits that are good for the soul..
",meter-true
"Putin Has a New Year’s Message.So Do His Critics, From Jail..Seasonal greetings from imprisoned opponents offered counterprogramming of a sort to the traditional end-of-year speech from President Vladimir V. Putin of Russia..
",meter-true
"A Happier New Year.Develop stronger relationships in 2023. .
",meter-true
"‘OK, Mexico, Save Me’: After China, This Is Where Globalization May Lead.some are moving production to Mexico . American companies seek to limit their exposure to the pitfalls of making goods in China . American companies to limit their exposure to the pitfalls of making goods in China . American companies limit their exposure to the pitfalls of making goods in China . American companies making goods in China . .
",meter-true
"In Bucha, a Final Rampage Served as a Coda to a Month of Atrocities.Hours before Russian troops began withdrawing from the suburban town  a Russian soldier left . Hours before Russian troops began withdrawing from the suburban town  a Russian soldier a trail of blood . Hours before Russian troops began withdrawing from the suburban town  a Russian soldier devastated lives in a last paroxysm of violence . .
",meter-true
"Deadly Russian Strikes Hammer Ukraine on New Year’s Eve.Explosions hit the capital on the final day of a year shaped by Russia ’ s invasion . Explosions hit Kyiv on the final day of a year shaped by Russia ’ s invasion . Explosions hit other cities on the final day of a year shaped by Russia ’ s invasion . Flanked by soldiers, Vladimir V. Putin called the invasion a “sacred duty” of Russians..
",meter-true
"Russia’s War Could Make It India’s World.The invasion of Ukraine compounding the effects of the pandemic . The invasion of Ukraine has defies easy alignment . It could be the decisive force in a changing global system..
",meter-true
"The Invention of Elise Stefanik.To rise through the Trump-era G.O.P .  a young congresswoman gave up her friends . To rise through the Trump-era G.O.P .  a young congresswoman gave up her mentors . To rise through the Trump-era G.O.P .  a young congresswoman gave up her ideals . Will it be enough?.
",meter-true
