claim,truth_value,topic,year_of_publish
"""The person in charge of the Hillary investigation, Andrew McCabe, got $700,000 from (Hillary Clinton) for wife!""",meter-mostly-false,russia,2017
"Just 6 percent of Americans say Russia is the country’s most important issue, yet the story receives ""75 percent of the coverage"" in the media.",meter-mostly-false,russia,2017
Shepard Smith was fired from Fox News.,tom_ruling_pof,russia,2017
"Russian natural gas company ""Gazprom held Europe by the throat -- they were a monopoly, and now the U.S. is breaking into that monopoly with our exports of (liquefied natural gas).""",meter-half-true,russia,2017
"Says ""Donald Trump was doing a rally in the state of Florida"" the day Trump's son and others met with a Russian lawyer in New York.",meter-false,russia,2017
"""It's an absolute fact"" that China and North Korea ""have consistently over many, many years"" meddled in U.S. elections.",meter-false,russia,2017
"Says ""CNN host Fareed Zakaria calls for jihad rape of white women.""",tom_ruling_pof,russia,2017
"""Collusion is not illegal.""",meter-mostly-false,russia,2017
"Says John Podesta ""refused to give the DNC server to the FBI and the CIA. Disgraceful!""",meter-false,russia,2017
"Says Barack Obama found out about Russia ""in August. Now, the election was in November. That's a lot of time. He did nothing about it.""",meter-mostly-false,russia,2017
"""Donald Trump plans to step down as President of the United States and resign from office within the next 30 days.""",tom_ruling_pof,russia,2017
"""I can say that the people that have been hired (for the independent Russia investigation) are all Hillary Clinton supporters, some of them worked for Hillary Clinton.""",meter-mostly-false,russia,2017
"""Docs: Wisconsin Governor Scott Walker took $1 million from a pro-Putin Ukrainian businessman—last election cycle.""",meter-mostly-false,russia,2017
"""This is not the first time (the Russians) have been involved in our elections.""",meter-half-true,russia,2017
"Says the Senate Intelligence Committee has held 10 public hearings this year, ""more than double that held by the committee in any recent year.""",meter-true,russia,2017
"""It's a longstanding policy of the Department of Justice not to comment on conversations that the attorney general has had with the president of the United States.""",meter-half-true,russia,2017
"Says Iran has ""violated the terms of the (nuclear) deal.""",meter-mostly-false,russia,2017
Says former FBI Director James Comey admitted to leaking classified information.,meter-false,russia,2017
"""The best estimate is that 200,000 people in Wisconsin were either denied or chilled in their efforts to vote"" in the 2016 presidential election.",meter-mostly-false,russia,2017
"In 2008, ""candidate Obama, he's not even president-elect, sends William Miller over to Iran to establish a back channel and let the Iranians know that should he win the election, they will have friendlier terms.""",meter-false,russia,2017
"""You can collude all you want with a foreign government in an election. There's no such statute"" (that makes collusion a crime).",meter-false,russia,2017
"""(James) Comey knew murdered DNC staffer, Seth Rich, was WikiLeaks source & covered it up for Hillary (Clinton).""",tom_ruling_pof,russia,2017
"Democratic National Committee staffer Seth Rich ""apparently was assassinated at 4 in the morning, having given WikiLeaks something like 53,000 emails and 17,000 attachments. ... It turns out, it wasn’t the Russians.""",tom_ruling_pof,russia,2017
"""You can see visits to Moscow made during the campaign by (Paul) Manafort and others.""",meter-mostly-false,russia,2017
"""What Trump is alleged to have done is actually no different than what Barack Obama did in April last year when he made it known that he didn’t want Hillary prosecuted.""",meter-mostly-false,russia,2017
"""Law firm @POTUS used to show he has no ties to Russia was named Russia Law Firm of the Year for their extensive ties to Russia. Unreal.""",meter-mostly-true,russia,2017
"""The minute the president speaks about it to someone, he has the ability to declassify anything at any time without any process.""",meter-mostly-true,russia,2017
"Says James Clapper ""and virtually everyone else"" said ""there is no collusion"" in the Russia investigation findings.",meter-mostly-false,russia,2017
"""This Russia thing with Trump and Russia is a made-up story. It's an excuse by the Democrats for having lost an election that they should've won.""",tom_ruling_pof,russia,2017
"Says Tammy Baldwin was told by a whistleblower about ""overmedicated veterans,"" she made ""deadly mistakes"" and ""three veterans died"" at the Tomah VA hospital.",meter-false,russia,2017
"""General Flynn got his clearance from the Obama administration.""",meter-true,russia,2017
"""Trump warns Russia over Jehovah’s Witnesses ban and urges members to seek asylum in the U.S.""",tom_ruling_pof,russia,2017
"Says President Donald Trump as a candidate mentioned WikiLeaks ""over 160 times in speeches"" in the last month of the campaign.",meter-mostly-true,russia,2017
"With North Korea, ""nobody has ever seen such a positive response on our behalf from China.""",meter-half-true,russia,2017
"Says the T.R.U.M.P. Act, which would force presidential candidates to release their tax returns to run in North Carolina, ""has a lot of support – by a majority of North Carolinians and members of both parties.""",meter-mostly-true,russia,2017
"The Keystone XL pipeline ""doesn’t even have any oil for America.""",meter-mostly-false,russia,2017
"On whether NATO is ""obsolete.""",meter-full-flop,russia,2017
"The Obama administration’s 2013 Syria proposal ""had no clear objective,"" while Trump’s Syria strike ""had a clear strategic objective.""",meter-false,russia,2017
"Says Adolf Hitler ""didn't even sink to the level of using chemical weapons. ... He was not using the gas on his own people the same way that (Bashar al-)Assad is doing.""",tom_ruling_pof,russia,2017
"""There is no legal basis"" for Donald Trump's ""missile strike against Syrian military assets.""",meter-false,russia,2017
"Says President Donald Trump ""had a different opinion"" in 2013 than he does now about whether (Barack) Obama should have intervened in Syria after Obama's red line was crossed.",meter-true,russia,2017
"""In recent years ... the Obama administration was committed to the notion, against all evidence, that we could reset relations with Putin.""",meter-half-true,russia,2017
"""The NSA and FBI tell Congress that Russia did not influence electoral process.""",meter-false,russia,2017
"Says ""the New York Times wrote about"" Barack Obama wiretapping Donald Trump during the election.",meter-false,russia,2017
"""The son-in-law of the president met with Russian officials at the Trump Tower after having them come in the back door.""",meter-mostly-true,russia,2017
"""Everybody acts like President Trump is the one that came up with this idea. ... There are multiple news outlets that have reported"" former President Barack Obama ordered wiretapping on Trump.",meter-false,russia,2017
"""I’ve been on the Armed Services (Committee) for 10 years. No call or meeting w/ Russian ambassador. Ever.""",meter-false,russia,2017
"""The sanctions that we put on (Russia) for the Crimea annexation and meddling in Ukraine ... have absolutely crushed the ruble by 50 percent. And GDP from 2014 to 2016 is 50 percent down in Russia, as well.""",meter-half-true,russia,2017
"Says Sen. John McCain was ""caught making highly illegal phone call to foreign country.""",meter-false,russia,2017
On leaks and the release of secret information.,meter-full-flop,russia,2017
"""While on FAKE NEWS @CNN, Bernie Sanders was cut off for using the term fake news to describe the network. They said technical difficulties!""",meter-false,russia,2017
"""Tanzania farmers face 12 years in prison for trading seeds thanks to foreign aid.""",meter-mostly-true,russia,2017
"Says ExxonMobil ""fought to kill"" a rule requiring oil and mining companies to disclose payments made to foreign governments.",meter-true,russia,2017
"""Thirty years ago we were the most college-educated country on the globe. Today we are No. 11.""",meter-half-true,russia,2017
"Says Rex ""Tillerson won't divest from Exxon.""",tom_ruling_pof,russia,2017
"""The media ... sort of made it sound like I had a feud with the intelligence community.""",meter-false,russia,2017
"""Our Navy has shrunk from more than 500 ships in 1991 to 275 in 2016.""",meter-mostly-true,russia,2017
"""I have never lobbied against sanctions personally... to my knowledge, Exxon never directly lobbied against sanctions.",meter-mostly-false,russia,2017
"The Russians ""tried to hack the Republican National Committee, and they were unable to break through.""",meter-mostly-true,russia,2017
"Americans don't ""care at all"" about Donald Trump's tax returns.",meter-false,russia,2017
"Says Hillary Clinton campaign chairman John Podesta’s email password was ""password.""",meter-false,russia,2017
"Activities by foreign governments had ""absolutely no effect on the outcome of this election.""",meter-mostly-false,russia,2017
"""Pennsylvania Federal Court grants legal authority to remove Trump after Russian Meddling.""",tom_ruling_pof,russia,2016
"""Democrats Filing TREASON Charges Against Trump, McConnell, Giuliani, & Comey.""",meter-false,russia,2016
"""If Russia, or some other entity, was hacking, why did the White House wait so long to act? Why did they only complain after Hillary lost?""",tom_ruling_pof,russia,2016
"""We had a massive landslide victory, as you know, in the Electoral College.""",meter-false,russia,2016
"""There's been no conclusive or specific report to say"" Russia was trying to muddy the election.",meter-false,russia,2016
"""Wisconsin uses voting machines that are outlawed, they are illegal.""",tom_ruling_pof,russia,2016
"""The @nytimes states today that DJT believes ‘more countries should acquire nuclear weapons.’ How dishonest are they. I never said this!""",meter-false,russia,2016
"Says ""thousands"" at a Manhattan rally for Donald Trump were chanting ""We hate Muslims, we hate blacks, we want our great country back.""",tom_ruling_pof,russia,2016
"Says Donald Trump ""was asked if he would defend our allies. He said well, first he'd want to know if they made any payments to us to defend them.""",meter-true,russia,2016
"""ISIS is in 32 countries.""",meter-half-true,russia,2016
"Russia has ""tremendous numbers of nuclear warheads — 1,800, by the way — where they expanded, and we didn't.""",meter-half-true,russia,2016
"""We have 17 intelligence agencies, civilian and military, who have all concluded that these espionage attacks, these cyberattacks, come from the highest levels of the Kremlin, and they are designed to influence our election.""",meter-true,russia,2016
"""Many of (Hillary Clinton's) friends took bigger deductions (than me). Warren Buffett took a massive deduction. (George) Soros, who is a friend of hers, took a massive deduction.""",meter-mostly-false,russia,2016
"""We don't have any"" chess grandmasters in the United States.",tom_ruling_pof,russia,2016
"Donald Trump has said ""nuclear proliferation is OK.""",meter-half-true,russia,2016
"""I was gone"" when there was a red line against Syria.",meter-mostly-false,russia,2016
"Says Hillary Clinton ""went toe-to-toe with Russia as secretary of state to do the New START agreement to reduce Russia's nuclear stockpile.""",meter-half-true,russia,2016
"Says Donald Trump ""never said that"" more nations should get nuclear weapons.",meter-mostly-false,russia,2016
"""Gov. Pence said, inarguably, Vladimir Putin is a better leader than President Obama.""",meter-mostly-true,russia,2016
"Says Hillary Clinton ""gave up 20 percent of America's uranium supply to Russia.""",meter-mostly-false,russia,2016
"Says Donald Trump ""publicly invited Putin to hack into Americans’ (emails).""",meter-half-true,russia,2016
"Says Donald Trump has outlined ""policies that read like a Kremlin wish list.""",meter-mostly-true,russia,2016
"Says New START, passed while Clinton was secretary of state, is a ""treaty cutting Russia’s nuclear arms.""",meter-half-true,russia,2016
"""If Texas were a country our economy would rank # 10...in the WORLD.""",meter-mostly-true,russia,2016
"""If Congress fails to act, the Obama administration intends to give away control of the internet to an international body akin to the United Nations.""",meter-false,russia,2016
"""The Germans, the French, countries that opposed us in the (Iraq) war, all believed (Saddam Hussein) had weapons of mass destruction.""",meter-mostly-false,russia,2016
"Says Russian President Vladimir Putin ""calls me brilliant.""",meter-mostly-false,russia,2016
"""Neither Hillary Clinton or Donald Trump has a plan to address the civil war in Syria.""",meter-mostly-true,russia,2016
Says the media distorted what happened with a baby at his rally.,meter-true,russia,2016
"""We know this now. The banks no longer loan (Donald Trump) money because he's a terrible risk. So he goes to these (Russian) oligarchs and borrows money.""",meter-mostly-false,russia,2016
"Says Barack Obama and Hillary Clinton are ""responsible for leading America into a deal that will arm Iran.""",meter-half-true,russia,2016
"Russia and China are ""doing naval exercises together someplace.""",meter-mostly-true,russia,2016
On whether he’s had a relationship with Vladimir Putin.,meter-full-flop,russia,2016
"""Almost every country on Earth sees America as stronger and more respected today than they did eight years ago when I took office.""",meter-mostly-true,russia,2016
"""The approval of the United States was 20 points higher when (Hillary Clinton) left the secretary of state's office than when she took it.""",meter-half-true,russia,2016
"""As secretary of state, (Hillary Clinton) worked hard to get strong sanctions against Iran's nuclear program"" and ""got Russia and China to support them.""",meter-mostly-true,russia,2016
"Harris County, Texas has ""some of the highest jailing and incarceration rates in the U.S. and the world.""",meter-mostly-true,russia,2016
"Says Hillary Clinton ""was literally present when we pressed the reset button with Russia just a few months after Russia had invaded Georgia.""",meter-mostly-true,russia,2016
"Says Hillary Clinton ""presided over $6 billion lost at the State Department, sold uranium to the Russians through (her) faux charity, illegally deleted public records, and murdered an ambassador.""",tom_ruling_pof,russia,2016
"Says Hillary Clinton’s State Department ""approved the transfer of 20 percent of America’s uranium holdings to Russia, while nine investors in the deal funneled $145 million to the Clinton Foundation.""",meter-mostly-false,russia,2016
"Says Donald Trump has said he loves war, ""including with nukes.""",meter-half-true,russia,2016
"""The Obama administration was actively supporting Al Qaeda in Iraq, the terrorist group that became the Islamic State.""",tom_ruling_pof,russia,2016
"Says Donald Trump ""says he has foreign policy experience because he ran the Miss Universe pageant in Russia.""",meter-half-true,russia,2016
"The decision for the United States to buy heavy water from Iran ""will directly subsidize Iran’s nuclear program.""",meter-mostly-false,russia,2016
"""We spend about 75 percent of the entire cost of the military aspect of NATO.""",meter-half-true,russia,2016
"Says Hillary Clinton supported and continues to ""support fracking.""",meter-mostly-true,russia,2016
"""Texas has a higher incarceration rate than Russia or Iran.""",meter-mostly-true,russia,2016
"""Ukraine voluntarily gave up its nuclear weapons because the United States of America"" said it would ""ensure (its) territorial integrity from Russia.""",meter-false,russia,2016
Says there are no political prisoners in Cuba.,meter-false,russia,2016
"Says Mahatma Gandhi once said, ""First they ignore you, then they laugh at you, then they fight you, then you win.""",meter-false,russia,2016
"""Bioweapon! Zika virus is being spread by GMO mosquitos (sic)""",tom_ruling_pof,russia,2016
"China is ""practicing how to blow up our satellites.""",meter-true,russia,2016
"""Today Russia holds many of our most precious national security satellites at risk before they ever get off the ground.""",meter-mostly-true,russia,2016
"""The United States of America, right now, has the strongest, most durable economy in the world.""",meter-mostly-true,russia,2016
"Until the new Iran deal, China and Russia ""have never voted with us at the U.N. on any sanctions on Iran in the past.""",tom_ruling_pof,russia,2016
"""We spend more on our military than the next eight nations combined.""",meter-mostly-true,russia,2016
"Says the Obama administration invited ""Russia into Syria.""",meter-mostly-false,russia,2015
"Says American polling shows Russian President Vladimir Putin has ""an 80 percent approval rating.""",meter-true,russia,2015
"""Two months ago, Donald Trump said that ISIS was not our fight.""",meter-mostly-true,russia,2015
"""Three or four countries"" out of roughly 60 in the anti-ISIS coalition ""are providing military force.""",meter-mostly-true,russia,2015
"""We lock up close to 2.4 million people in this country. We're locking up more people than China and Russia.""",meter-mostly-true,russia,2015
"For NATO exercises, ""we don’t have enough of our own hardware and equipment even for training purposes. So the Brits are spotting us choppers.""",meter-mostly-true,russia,2015
"""I spent 18 months putting together the sanctions against Iran so that we could force them to the negotiating table.""",meter-mostly-true,russia,2015
"""8 Syrians caught at Texas border in Laredo.""",meter-mostly-false,russia,2015
"The United States is ""the only major country on earth that doesn't guarantee health care to all people as a right, not a privilege.""",meter-half-true,russia,2015
"""The Chinese are there"" in Syria.",meter-false,russia,2015
"""The federal government owns about half of the West, yet it continues to acquire more land.""",meter-mostly-true,russia,2015
"Says Edward Snowden ""could have gotten all of the protections of being a whistleblower.""",meter-mostly-false,russia,2015
"""Today in America, we have more people in jail than any other country on Earth.""",meter-mostly-true,russia,2015
"When ICE releases illegal immigrants, ""a lot of those people are not from Honduras and Mexico. They’re from Iraq and Somalia and Russia.""",meter-mostly-false,russia,2015
"The Obama administration’s ""own Environmental Protection Agency"" has said its Clean Power Plan ""will have a marginal impact on climate change.""",meter-half-true,russia,2015
"""We had a three-hour debate, no discussion about the national debt, very little about the economy.""",meter-mostly-true,russia,2015
"The Iran deal ""trusts the Iranians to inspect themselves.""",meter-false,russia,2015
"""The Iran Deal will facilitate and accelerate the nation of Iran acquiring nuclear weapons.""",meter-false,russia,2015
"Under the Iran deal: ""If Israel attacks Iran … we’re supposed to be on Iran’s side.""",meter-false,russia,2015
"Under the Nuclear Nonproliferation Treaty ""enrichment has been limited to basically the weapons states.""",meter-false,russia,2015
"""Saudi Arabia has the third-largest military budget in the entire world.""",meter-true,russia,2015
"""We have an Army that just cut 40,000 spots.""",meter-mostly-true,russia,2015
"""The United States has the highest incarceration rate in the world.""",meter-mostly-true,russia,2015
"""Ukraine was a nuclear-armed state. They gave away their nuclear arms with the understanding that we would protect them.""",meter-false,russia,2015
"Russia and China ""absolutely said pretty clearly"" they would not keep economic sanctions on Iran if the United States ""walked away from the deal.""",meter-mostly-true,russia,2015
"The Iran deal says that ""if any other country tries to undermine (Iran's) nuclear program, we have to help them defend themselves against Israel, Egypt, Saudis, our own allies.""",meter-false,russia,2015
"""Obama keeps talking about getting rid of all nuclear weapons. He’s already significantly reduced our capabilities there.""",meter-mostly-false,russia,2015
"""Thanks to the Obama administration’s negotiations, Iran’s nuclear program will be under lock, key and camera 24 hours a day, 365 days a year.""",meter-half-true,russia,2015
"""The United States ranks second worst in income inequality across developed countries,"" after taxes and transfers.",meter-mostly-true,russia,2015
"""The United States doesn’t have the highest murder rate among developed countries. You look at Russia, you look at Brazil, those are countries that have 3 to 5 times higher murder rates than what we have here in the United States.""",meter-half-true,russia,2015
"""We are the only major country on Earth that doesn't guarantee health care to all people as a right.""",meter-half-true,russia,2015
"""Even our nuclear arsenal doesn't work. It came out recently they have equipment that is 30 years old. They don't know if it worked.""",meter-false,russia,2015
"Says Bill Clinton ""gave a speech in 1996 about Iraq having WMDs"" and said ""we needed a regime change,"" even though everyone blamed those things on George W. Bush.",meter-mostly-false,russia,2015
On Common Core.,meter-full-flop,russia,2014
"""The entirety of North America -- Canada, the United States and Mexico -- there's more known reserves in those three countries than in Russia and Saudi Arabia.""",meter-mostly-false,russia,2015
"""Most polls show foreign nations have lower regard for the U.S. now than they did before Obama’s time.""",meter-false,russia,2015
"Today, ""the United States is the most respected country on Earth.""",meter-half-true,russia,2015
"The United States ""is not modernizing its nuclear weapons.""",meter-false,russia,2015
"The United States ""is not building the aircraft, the long-range bombers, the additional aircraft carriers, the nuclear submarines.""",meter-false,russia,2015
"""The Iranians are now saying that what we're saying the deal is and what they understand it to be are two different things.""",meter-true,russia,2015
"""Of the 13 (Bill) Clinton speeches that fetched $500,000 or more, only two occurred during the years his wife was not secretary of state.""",meter-true,russia,2015
The Castro regime ‘violated international norms’ by secretly shipping weapons to North Korea in violation of a U.N. embargo.,meter-mostly-true,russia,2015
"""You can’t build a Christian church in Saudi Arabia.""",meter-true,russia,2015
"""Wholly domestic communication between you and your wife can go to New York to London and back and get caught up in the (NSA) database.""",meter-mostly-true,russia,2015
"""A few weeks ago Obama took Hamas and Iran OFF the terror list.""",meter-false,russia,2015
"Says that ""Susan Rice, the president's national security adviser, has already conceded that Iran will have a robust uranium enrichment capability.""",meter-mostly-false,russia,2015
"""Here, we have Thanksgiving, we have Christmas, we have the 4th of July. Every year in Iran, they celebrate Death to America day.""",meter-mostly-false,russia,2015
"""The vast majority of our international commitments take effect without congressional approval.""",meter-half-true,russia,2015
"If President Barack Obama strikes a nuclear deal with Iran, ""the next president could revoke such an executive agreement with the stroke of a pen and future Congresses could modify the terms of the agreement at any time.""",meter-mostly-true,russia,2015
"""America produces more oil and gas than any other nation in the world.""",meter-true,russia,2015
The potential Iran nuclear agreement would limit Iran to the number of centrifuges needed for a weapon but too few for a nuclear power program.,meter-true,russia,2015
"""We live in the most incarcerated country in the world.""",meter-mostly-true,russia,2015
"""Documents released from the Soviet Union"" show ""the Soviet Union started treating"" President Ronald Reagan more seriously after Reagan fired the air traffic controllers.",tom_ruling_pof,russia,2015
"""America is No. 1 one in oil and gas.""",meter-true,russia,2015
"""Since 2010, America has put more people back to work than Europe, Japan, and all advanced economies combined.""",meter-half-true,russia,2015
"Only 42 percent of young Georgians have a college certificate or degree, but soon 60 percent of jobs will require some college credential.",meter-true,russia,2014
"""We're now the No. 1 producer of oil in the world. We've surpassed Saudi Arabia.""",meter-true,russia,2015
"""We've caught Iran cheating on the interim (nuclear) deal.""",meter-mostly-false,russia,2014
"Since the United States began negotiations with Iran, ""that's probably the first year and a half in which Iran has not advanced its nuclear program in the last decade.""",meter-mostly-true,russia,2014
"""Congress is a very special group of people. More than 80 percent of them never left the United States.""",tom_ruling_pof,russia,2014
"The United States has ""more of our people in prison than Russia, China, and North Korea combined.""",meter-mostly-false,russia,2014
"""We are younger than our competitors, and this is entirely because of immigration.""",meter-mostly-true,russia,2014
"""In 1990, the U.S. led the world in the percentage of 25-34 year olds with college degrees. Today we are in 12th place.""",meter-mostly-true,russia,2014
"""Over the last few years, we’ve put more people back to work than all the other advanced economies combined.""",meter-half-true,russia,2014
"""We've created more jobs in the United States than every other advanced economy combined since I came into office.""",meter-half-true,russia,2014
"""In K-12 education, our kids are scoring at the bottom of science and mathematics right now in the industrialized world -- at the bottom.""",meter-false,russia,2014
"""We've had 27 (Ebola) outbreaks around the globe and they've never spread outside of the confines of the countries that were initially affected.""",meter-mostly-true,russia,2014
"""The president referred to the Syrian opposition just a few months ago as pharmacists and doctors, and so on.""",meter-true,russia,2014
"""Miller Brewing is not a U.S. company any more. Neither is Anheuser-Busch.""",meter-true,russia,2014
"The United States had ""allies lined up"" for air strikes in Syria and then Obama ""pulled the rug out.""",meter-half-true,russia,2014
"""Russia has more diversity in its governmental representation than we do in Texas.""",meter-mostly-false,russia,2014
"Says three Ukrainians recently captured on a West Texas ranch are among ""individuals from countries that have strong terrorist ties being apprehended"" near the state’s border with Mexico.",meter-half-true,russia,2014
"""I'm not a conspiracy theorist and I never allow conspiracy theorists on my program.""",tom_ruling_pof,russia,2014
"The United States is the leading nation in the world ""with the highest amount of doubt about the conventional wisdom of climate change.""",meter-mostly-true,russia,2014
"Russia ""has an economy the size of Italy.""",meter-mostly-true,russia,2014
"There are fewer wars, there are fewer people dying in wars ""now than there have been in quite some time.""",meter-mostly-true,russia,2014
"Compared to President Obama, ""President Reagan rushed home from Santa Barbara vacation, from the Reagan ranch when the Korean jetliner was shot out of the air by the Russians.""",meter-mostly-false,russia,2014
"""The so-called defense minister of the People's Republic of Donetsk ... actually posted a bragging social media posting of having shot down a military transport. And then when it became apparent it was civilian, they pulled it down from social media.""",meter-mostly-true,russia,2014
"All 28 members of NATO have ""pledged to spend at least 2 percent of their economy on defense. But only three countries do -- Britain, Greece and us.""",meter-mostly-true,russia,2014
"FIFA ""pressured Brazil into passing a so-called Budweiser bill, allowing beer sales in soccer stadiums.""",meter-true,russia,2014
"Says Hillary Clinton ""laid the groundwork"" for getting chemical weapons out of Syria.",meter-mostly-false,russia,2014
"Says Hillary Clinton ""defended Syria’s President Assad as a possible reformer at the start of that country’s civil war.""",meter-half-true,russia,2014
Says Barack Obama is the only American president who has not visited the D-Day Monument in Normandy on D-Day.,tom_ruling_pof,russia,2014
"In the Georgia-Russia conflict, ""we flew a brigade of Georgian soldiers"" from Iran to Georgia and ""sent U.S. ships into the Black Sea and provided various kinds of supplies.""",meter-half-true,russia,2014
"""At the mere request from Putin, President Obama withdrew the plans for a missile defense program based in Poland and the Czech Republic.""",meter-mostly-false,russia,2014
"""In the last couple of days, notices were sent (by officials in Ukraine) to Jews in one city indicating that they had to identify themselves as Jews.""",meter-false,russia,2014
"""The U.S. spends more money on its military than the 16 biggest military budgets in the world"" combined.",meter-half-true,russia,2014
"""22 Countries Invaded by the U.S. in 20 Years.""",meter-false,russia,2014
"""Manufacturing wages today in America on a per-hour basis are actually a bit lower than average wages in the economy as a whole.""",meter-mostly-true,russia,2014
"The United States stopped plans to build a missile defense shield in Eastern Europe ""as a gift to Russia.""",meter-half-true,russia,2014
"After Russia went to war with Georgia in 2008, the U.S. sent a ""very strong message"" to Vladimir Putin by sending ""warships to the Black Sea"" and airlifting ""combat troops that Georgia had in Afghanistan"" back to Georgia.",meter-mostly-false,russia,2014
"Russian annexation of Crimea ""removes a million residents of the Ukraine that have provided the margin of victory for (Viktor) Yanukovych, the pro-Moscow prime minister in his last election.""",meter-mostly-true,russia,2014
"President Barack Obama shut down NASA space flights and turned the agency ""into a Muslim outreach department.""",meter-false,russia,2014
"""The president won the youth vote 3 to 1, but his numbers have dropped 20, 30 percent among the youth.""",meter-mostly-true,russia,2014
"On Syria, ""a lot of the allies signed on. At the last minute, Obama backed off.""",meter-mostly-false,russia,2014
"Says Vladimir Putin once said, ""The breakup of the Soviet Union was the greatest geopolitical tragedy of the 20th century.""",meter-mostly-true,russia,2014
"The new Ukrainian government ""introduced a law abolishing the use of languages other than Ukrainian in official circumstances.""",meter-half-true,russia,2014
"Says she made an ""accurate prediction"" that if Barack Obama were elected it would encourage Russia to invade Ukraine.",meter-half-true,russia,2014
"""The Russians didn’t wear uniforms when they came in"" to Ukraine.",meter-mostly-true,russia,2014
"""Crimea became part of Ukraine only in 1954. Crimea was historically part of Russia, and (Nikita) Khrushchev gave it to Ukraine in a gesture that mystified some people.""",meter-true,russia,2014
"""The (Russian) ruble is already going down.""",meter-mostly-true,russia,2014
"Crimea was part of Russia ""until 1954, when it was given to the Soviet Republic of the Ukraine.""",meter-true,russia,2014
A photo from the Russia-Finland hockey game shows a sad Vladimir Putin and Dmitry Medvedev.,tom_ruling_pof,russia,2014
"As a result of climate change, ice fishermen in Wisconsin ""are already noticing fewer days they can be out on our ice covered lakes.""",meter-true,russia,2014
"""It’s been 14 years since a president or a vice president or a member of their family has not gone and attended at least an event at the Olympics.""",meter-true,russia,2014
"""Over the past eight years, the United States has reduced our total carbon pollution more than any other nation on Earth.""",meter-half-true,russia,2014
"""Thanks in part to our all-of-the-above strategy for American energy,"" the United States generates ""more natural gas than anybody.""",meter-mostly-true,russia,2014
"""In some of the states in the U.S., homosexuality remains a felony.""",meter-false,russia,2014
"In Russia ""all people are absolutely equal regardless of their religion, sex, ethnicity, or sexual orientation,"" while ""70 countries of the world have criminal liability for homosexuality.""",meter-half-true,russia,2014
"""Under the Espionage Act, (Edward Snowden would not be) allowed to come into court and say ‘I was justified in disclosing this information.’ There is no whistleblower exception in the Espionage Act.""",meter-mostly-true,russia,2014
"Republican state lawmakers ""are refusing to give the people of their own states their own tax dollars back in the form of (expanded) Medicaid.""",meter-mostly-true,russia,2013
"Iran President Hassan ""Rouhani has more Cabinet members with Ph.D.s from American universities"" than members of Barack Obama’s Cabinet.",meter-true,russia,2013
On responding to chemical weapon use in Syria,meter-half-flip,russia,2013
"The United Nations has conducted ""172 successful peacekeeping missions and negotiations.""",meter-mostly-true,russia,2013
"In the event of a U.S. strike on Syria, ""the Russians will replace the weapons immediately. They’ve said it on the record. They’ve suggested they might even replace it with better stuff.""",meter-mostly-false,russia,2013
"Chemical weapons have been used ""probably 20 times"" since the Persian Gulf War.",meter-mostly-false,russia,2013
"""Do you know those former Soviet Bloc countries have all moved to flat taxes?""",meter-half-true,russia,2013
"Says ""right now, we have more military spending than the next 10, 11, 12 countries combined.""",meter-true,russia,2013
"""The brutal fact is, when it comes to education, America is slipping"" behind other nations.",meter-mostly-false,russia,2013
"Says Chuck Hagel has called for ""an end to our nuclear program.""",meter-mostly-false,russia,2013
"Says a recent study shows Florida students are second in the world in fourth grade reading, behind Singapore.",meter-mostly-true,russia,2013
"""[W]e see America's prison population exploding, with America having a greater percentage of its people behind bars than any other nation in the world!""",meter-mostly-true,russia,2013
"""Even if you took literally every single ounce of platinum in the world, it still wouldn’t add up to enough needed to pay down our nation’s debt.""",meter-true,russia,2013
Says the Obama administration plans to ban all weapons for U.S. citizens through international treaties.,tom_ruling_pof,russia,2012
"""Pakistan has 100 nuclear warheads and they’re rushing to build a lot more. They’ll have more than Great Britain sometime in the relatively near future.""",meter-mostly-true,russia,2012
"""A few months ago when you were asked what's the biggest geopolitical threat facing America, you said Russia.""",meter-half-true,russia,2012
"""There are more oil rigs in operation in the United States than the rest of the world combined.""",meter-false,russia,2012
"Massachusetts Sen. Scott Brown shows someone can be bipartisan in Congress because he ""votes about 66 percent with his own party.""",meter-true,russia,2012
"Says the Obama administration ""watered down sanctions"" against Iran, delayed them and tried to stop Congress ""from putting the tough sanctions in place.""",meter-mostly-false,russia,2012
"The Obama administration ""called Bashar Assad a reformer when he was turning his Russian-provided guns on his own people.""",meter-half-true,russia,2012
Says Romney called Russia our No. 1 enemy.,meter-mostly-true,russia,2012
"In his first TV interview as president, Obama said we ""should talk to Iran.""",meter-true,russia,2012
"President Barack Obama has ""weakened the respect for America abroad.""",meter-mostly-false,russia,2012
Says U.S. is giving seven Alaskan islands to Russia.,meter-false,russia,2012
"""For his first interview as president, Barack Obama chose Arab TV for an apology.""",meter-mostly-false,russia,2012
"""When we took office, let me remind you, there was virtually no international pressure on Iran.""",meter-false,russia,2012
"""The United States imprisons more than any nation in the world.""",meter-half-true,russia,2012
"At the same time gas prices have increased, ""the share of the oil market controlled by speculators has more than doubled over the past 10 years.""",meter-half-true,russia,2012
"""Obama tells Russia that he'll turn over America's defense system to them if re-elected.""",tom_ruling_pof,russia,2012
"The U.S. has a ""record number of oil rigs operating right now – more working oil and gas rigs than the rest of the world combined.""",meter-half-true,russia,2012
