idx,claim,origin,URL,truth_value,stated_on,topic
1139,"""Putin issues international arrest warrant for Soros""",Bloggers,https://www.politifact.com/factchecks/2018/mar/16/viralpoliticsus/no-proof-putin-issued-arrest-warrant-soros/,tom_ruling_pof,"March 10, 2018",russia-ukriane
1140,"Says Sen. Tammy Baldwin ""claims to support a 'Buy America' philosophy, but her actions speak louder than her empty words.""",Bloggers,https://www.politifact.com/factchecks/2018/mar/12/leah-vukmir/Vukmir-misfires-on-Baldwin-trade-barb/,meter-false,"January 25, 2018",russia-ukriane
1141,"President Donald ""Trump’s latest set of sanctions against companies and countries benefiting North Korea includes every nation but one making shipments to (North Korea). The one nation Trump exempted from his punitive ban was . . . wait for it . . . drumroll: Russia.""",Laurence Tribe,https://www.politifact.com/factchecks/2018/mar/06/laurence-tribe/was-russia-exempted-latest-round-north-korea-sanct/,meter-mostly-false,"March 02, 2018",russia-ukriane
1142,"""I have been much tougher on Russia than Obama, just look at the facts. Total Fake News!""",Laurence Tribe,https://www.politifact.com/factchecks/2018/feb/20/donald-trump/has-donald-trump-been-much-tougher-russia-barack-o/,meter-mostly-false,"February 20, 2018",russia-ukriane
1143,"""Trump declares globalist Soros as ‘national security threat’ using Obama’s 2014 executive order.""",Laurence Tribe,https://www.politifact.com/factchecks/2018/feb/19/conservative-daily-post/no-trump-did-not-declare-george-soros-security-thr/,tom_ruling_pof,"January 30, 2018",russia-ukriane
1144,"""I never said Russia did not meddle in the election.""",Laurence Tribe,https://www.politifact.com/factchecks/2018/feb/19/donald-trump/donald-trump-falsely-denies-he-denied-russian-medd/,tom_ruling_pof,"February 18, 2018",russia-ukriane
1145,"""Russian source behind fake Trump dossier killed in Russian plane crash, Rosatom CFO also dead""",Laurence Tribe,https://www.politifact.com/factchecks/2018/feb/14/puppetstringnewscom/fake-news-claims-two-russian-officials-dead-plane-/,tom_ruling_pof,"February 11, 2018",russia-ukriane
1146,"The ""FBI was actively investigating Hillary Clinton's use of a private email server"" on Sept. 2, 2016.",Matt Gaetz,https://www.politifact.com/factchecks/2018/feb/12/matt-gaetz/fbi-not-actively-investigating-clinton-emails/,meter-false,"February 07, 2018",russia-ukriane
1147,"""Obama did in fact unconstitutionally spy on Trump throughout the presidential election.""",Matt Gaetz,https://www.politifact.com/factchecks/2018/feb/12/blog-posting/no-obama-not-facing-indictment-spying-trump/,meter-false,"February 01, 2018",russia-ukriane
1148,"At the State of the Union address, Democrats, ""even on positive news … were like death and un-American. Un-American. Somebody said, ‘treasonous.’ I mean, yeah, I guess, why not? Can we call that treason? Why not?""",Matt Gaetz,https://www.politifact.com/factchecks/2018/feb/06/donald-trump/donald-trumps-pants-fire-claim-about-treason/,tom_ruling_pof,"February 05, 2018",russia-ukriane
1149,"Says the Steele dossier ""was—according to (James Comey's) June 2017 testimony—'salacious and unverified.' """,Matt Gaetz,https://www.politifact.com/factchecks/2018/feb/05/devin-nunes/nunes-memo-twists-james-comeys-words-steele-dossie/,meter-half-true,"February 02, 2018",russia-ukriane
1150,"""Mueller will be forced to resign over Pelosi affair.""",Matt Gaetz,https://www.politifact.com/factchecks/2018/jan/24/patriot-report/headline-says-mueller-pelosi-affair-steamy-its-fak/,tom_ruling_pof,"January 18, 2018",russia-ukriane
1151,"Says James Comey suggested and CNN reported that the basis of the wiretapping warrant for Trump adviser Carter Page was ""all based on a dossier.""",Elizabeth Foley,https://www.politifact.com/factchecks/2018/jan/05/elizabeth-foley/taking-closer-look-steele-dossier-and-carter-pages/,meter-mostly-false,"January 02, 2018",russia-ukriane
1152,"Said Dianne Feinstein said ""there is no collusion"" between the Trump campaign and Russia.",Elizabeth Foley,https://www.politifact.com/factchecks/2018/jan/02/donald-trump/trumps-false-claim-dianne-feinstein-said-there-no-/,meter-false,"December 28, 2017",russia-ukriane
1153,"""Breaking: Trump fires deputy attorney general Rod Rosenstein, raising questions over Mueller’s fate.""",Elizabeth Foley,https://www.politifact.com/factchecks/2017/dec/12/houstonchronicle-tvcom/no-trump-hasnt-fired-justice-departments-rod-rosen/,tom_ruling_pof,"December 08, 2017",russia-ukriane
1154,"Says Russian President Vladimir Putin got a standing ovation from the Duma after he gave a speech saying Muslims are ""taking over"" other countries but won't take over Russia.",Elizabeth Foley,https://www.politifact.com/factchecks/2017/dec/11/chain-email/chain-email-putin-says-minorities-should-adopt-rus/,tom_ruling_pof,"December 05, 2017",russia-ukriane
1155,"""The FBI has become America's secret police …  like the old KGB.""",Elizabeth Foley,https://www.politifact.com/factchecks/2017/dec/08/gregg-jarrett/has-fbi-become-americas-secret-police/,tom_ruling_pof,"December 06, 2017",russia-ukriane
1156,"""Obama released 10 Russian agents from U.S. custody in 2010 during Hillary’s uranium deal.""",PuppetStringNews.com,https://www.politifact.com/factchecks/2017/dec/06/puppetstringnewscom/story-misleads-tying-obama-russian-spy-swap-hillar/,meter-mostly-false,"November 26, 2017",russia-ukriane
1157,"""Hillary Clinton lied many times to the FBI.""",PuppetStringNews.com,https://www.politifact.com/factchecks/2017/dec/05/donald-trump/donald-trump-falsely-claims-hillary-clinton-lied-f/,meter-false,"December 04, 2017",russia-ukriane
1158,"""The violent crime rate has risen, and the homicide rate has risen by more than 20 percent in just two years, really after 30 years of decline in violent crime.""",PuppetStringNews.com,https://www.politifact.com/factchecks/2017/dec/04/jeff-sessions/violent-crime-some-still-well-historical-highs/,meter-mostly-true,"November 14, 2017",russia-ukriane
1159,"Says the New York bike path assault ""was the ninth vehicle assault used by ISIS.""",PuppetStringNews.com,https://www.politifact.com/factchecks/2017/nov/10/michael-mccaul/michael-mccaul-makes-half-true-claim-new-york-atta/,meter-half-true,"October 31, 2017",russia-ukriane
1160,"Says special counsel Robert Mueller ""has brought in Democrat campaign donors at a very high level"" on his team of lawyers.",PuppetStringNews.com,https://www.politifact.com/factchecks/2017/nov/03/sean-duffy/how-many-democrat-campaign-donors-special-counsel-/,meter-half-true,"November 30, 2017",russia-ukriane
1161,"Says actor Morgan Freeman said, ""Jailing Hillary"" is the best way to ""restore public faith in government.""",Bloggers,https://www.politifact.com/factchecks/2017/nov/01/blog-posting/fake-news-morgan-freeman-did-not-say-he-wanted-hil/,tom_ruling_pof,"October 29, 2017",russia-ukriane
1162,"""Breitbart leaks names of four Dems being charged in Mueller’s Russia probe.""",Bloggers,https://www.politifact.com/factchecks/2017/oct/31/freedomjunkshuncom/fake-news-post-says-breitbart-named-4-democrats-in/,tom_ruling_pof,"October 27, 2017",russia-ukriane
1163,"""Hillary Clinton leaves the country as Mueller indictment is announced.""",Bloggers,https://www.politifact.com/factchecks/2017/oct/31/freedomjunkshuncom/fake-news-site-claims-hillary-clinton-flies-ukrain/,tom_ruling_pof,"October 28, 2017",russia-ukriane
1164,"Says Paul Manafort’s alleged crimes were ""years ago, before Paul Manafort was part of the Trump campaign.""",Bloggers,https://www.politifact.com/factchecks/2017/oct/30/donald-trump/trump-wrongly-says-manafort-crimes-came-years-he-j/,meter-mostly-false,"October 30, 2017",russia-ukriane
1165,"North Korea is ""the fifth or fourth most sanctioned nation.""",Bloggers,https://www.politifact.com/factchecks/2017/sep/27/cory-gardner/north-korea-4th-most-sanctioned-nation/,meter-mostly-true,"September 24, 2017",russia-ukriane
1166,"""Susan Rice arrested for criminal ‘unmasking’ of Trump officials.""",TheLastLineOfDefense.org,https://www.politifact.com/factchecks/2017/sep/19/thelastlineofdefenseorg/troll-site-makes-story-susan-rice-arrested-unmaski/,tom_ruling_pof,"September 18, 2017",russia-ukriane
1167,"Says PolitiFact reported that ""95 percent of what (Donald Trump) says is a lie.""",TheLastLineOfDefense.org,https://www.politifact.com/factchecks/2017/sep/18/joy-behar/joy-behar-politifact-said-trump-lies-95-percent-ti/,meter-false,"September 06, 2017",russia-ukriane
1168,"Democrats ""setup"" and ""manipulated"" the political violence in Charlottesville",TheLastLineOfDefense.org,https://www.politifact.com/factchecks/2017/sep/16/dana-rohrabacher/rohrabacher-repeats-bogus-claim-democrats-orchestr/,tom_ruling_pof,"September 14, 2017",russia-ukriane
1169,"""We're flying 1987 planes with 1987 technology.""",TheLastLineOfDefense.org,https://www.politifact.com/factchecks/2017/sep/06/sean-duffy/testing-sean-duffy-claim-were-flying-1987-planes-1/,meter-half-true,"July 20, 2017",russia-ukriane
1170,"""Bill Clinton gave North Korea $5 billion and two nuclear reactors in 1994, essentially giving them nukes.""",TheLastLineOfDefense.org,https://www.politifact.com/factchecks/2017/aug/09/viral-image/viral-image-wrongly-blames-bill-clinton-giving-nor/,meter-false,"August 09, 2017",russia-ukriane
1171,"Says Russian President Vladimir Putin said Pope Francis ""is not a man of God.""",Bloggers,https://www.politifact.com/factchecks/2017/aug/08/blog-posting/vladimir-putin-said-pope-francis-not-man-god-blogg/,tom_ruling_pof,"August 05, 2017",russia-ukriane
1172,"""United Nations Resolution is the single largest economic sanctions package ever on North Korea. Over one billion dollars in cost to N.K.""",Bloggers,https://www.politifact.com/factchecks/2017/aug/06/donald-trump/trump-claims-un-sanctions-cost-north-korea-over-1-/,meter-mostly-true,"August 05, 2017",russia-ukriane
1173,"""A witness will testify against Hillary Clinton.""",Bloggers,https://www.politifact.com/factchecks/2017/aug/03/blog-posting/internet-post-misleads-saying-witness-will-testify/,meter-false,"July 30, 2017",russia-ukriane
1174,"""Russian mansions Obama seized were meant to be illegal gifts to Sasha and Malia""",Bloggers,https://www.politifact.com/factchecks/2017/jul/26/blog-posting/its-fake-news-obama-seized-russian-mansions-gifts-/,tom_ruling_pof,"July 12, 2017",russia-ukriane
1175,"""The person in charge of the Hillary investigation, Andrew McCabe, got $700,000 from (Hillary Clinton) for wife!""",Bloggers,https://www.politifact.com/factchecks/2017/jul/25/donald-trump/tweet-donald-trump-revives-charge-improper-ties-be/,meter-mostly-false,"July 25, 2017",russia-ukriane
1176,"Just 6 percent of Americans say Russia is the country’s most important issue, yet the story receives ""75 percent of the coverage"" in the media.",Kellyanne Conway,https://www.politifact.com/factchecks/2017/jul/23/kellyanne-conway/does-russia-take-75-percent-media-coverage/,meter-mostly-false,"July 22, 2017",russia-ukriane
1177,Shepard Smith was fired from Fox News.,Kellyanne Conway,https://www.politifact.com/factchecks/2017/jul/18/blog-posting/no-fox-news-anchor-shepard-smith-did-not-punch-sea/,tom_ruling_pof,"July 16, 2017",russia-ukriane
1178,"Russian natural gas company ""Gazprom held Europe by the throat -- they were a monopoly, and now the U.S. is breaking into that monopoly with our exports of (liquefied natural gas).""",Kellyanne Conway,https://www.politifact.com/factchecks/2017/jul/17/pat-robertson/us-liquefied-natural-gas-game-changer-russia-europ/,meter-half-true,"July 12, 2017",russia-ukriane
1179,"Says ""Donald Trump was doing a rally in the state of Florida"" the day Trump's son and others met with a Russian lawyer in New York.",Kellyanne Conway,https://www.politifact.com/factchecks/2017/jul/14/corey-lewandowski/lewandowski-wrongly-says-trump-florida-day-trump-t/,meter-false,"July 13, 2017",russia-ukriane
1180,"""It's an absolute fact"" that China and North Korea ""have consistently over many, many years"" meddled in U.S. elections.",Kellyanne Conway,https://www.politifact.com/factchecks/2017/jul/13/reince-priebus/china-and-north-korea-consistently-over-many-many-/,meter-false,"July 09, 2017",russia-ukriane
1181,"Says ""CNN host Fareed Zakaria calls for jihad rape of white women.""",Bloggers,https://www.politifact.com/factchecks/2017/jul/12/blog-posting/recycled-parody-cnns-zakaria-calls-jihadi-rape-whi/,tom_ruling_pof,"June 30, 2017",russia-ukriane
1182,"""Collusion is not illegal.""",Bloggers,https://www.politifact.com/factchecks/2017/jul/12/eric-bolling/collusion-not-illegal-fox-news-host-eric-bolling-s/,meter-mostly-false,"July 11, 2017",russia-ukriane
1183,"Says John Podesta ""refused to give the DNC server to the FBI and the CIA. Disgraceful!""",Bloggers,https://www.politifact.com/factchecks/2017/jul/11/donald-trump/did-john-podesta-deny-cia-and-fbi-access-dnc-serve/,meter-false,"July 07, 2017",russia-ukriane
1184,"Says Barack Obama found out about Russia ""in August. Now, the election was in November. That's a lot of time. He did nothing about it.""",Bloggers,https://www.politifact.com/factchecks/2017/jul/10/donald-trump/donald-trump-says-barack-obama-did-nothing-about-r/,meter-mostly-false,"July 06, 2017",russia-ukriane
1185,"""Donald Trump plans to step down as President of the United States and resign from office within the next 30 days.""",Bloggers,https://www.politifact.com/factchecks/2017/jul/05/stgeorgegazettecom/story-about-ryan-announcing-trumps-resignation-com/,tom_ruling_pof,"June 29, 2017",russia-ukriane
1186,"""I can say that the people that have been hired (for the independent Russia investigation) are all Hillary Clinton supporters, some of them worked for Hillary Clinton.""",Donald Trump,https://www.politifact.com/factchecks/2017/jun/26/donald-trump/trump-wrongly-calls-muellers-special-counsel-clint/,meter-mostly-false,"June 23, 2017",russia-ukriane
1187,"""Docs: Wisconsin Governor Scott Walker took $1 million from a pro-Putin Ukrainian businessman—last election cycle.""",Donald Trump,https://www.politifact.com/factchecks/2017/jun/21/tweets/pro-putin-ukrainian-gave-scott-walker-1-million/,meter-mostly-false,"May 23, 2017",russia-ukriane
1188,"""This is not the first time (the Russians) have been involved in our elections.""",Donald Trump,https://www.politifact.com/factchecks/2017/jun/20/richard-burr/heres-every-time-russian-or-soviet-spies-tried-int/,meter-half-true,"June 08, 2017",russia-ukriane
1189,"Says the Senate Intelligence Committee has held 10 public hearings this year, ""more than double that held by the committee in any recent year.""",Donald Trump,https://www.politifact.com/factchecks/2017/jun/14/richard-burr/russia-investigation-senate-hearings-have-uncommon/,meter-true,"June 13, 2017",russia-ukriane
1190,"""It's a longstanding policy of the Department of Justice not to comment on conversations that the attorney general has had with the president of the United States.""",Donald Trump,https://www.politifact.com/factchecks/2017/jun/14/jeff-sessions/jeff-sessions-cites-longstanding-policy-deflect-se/,meter-half-true,"June 13, 2017",russia-ukriane
1191,"Says Iran has ""violated the terms of the (nuclear) deal.""",Karen Handel,https://www.politifact.com/factchecks/2017/jun/14/karen-handel/iran-complying-nuclear-deal-yes-small-hiccups/,meter-mostly-false,"June 08, 2017",russia-ukriane
1192,Says former FBI Director James Comey admitted to leaking classified information.,Karen Handel,https://www.politifact.com/factchecks/2017/jun/09/north-carolina-republican-party/james-comey-hearings-did-former-fbi-director-admit/,meter-false,"June 08, 2017",russia-ukriane
1193,"""The best estimate is that 200,000 people in Wisconsin were either denied or chilled in their efforts to vote"" in the 2016 presidential election.",Karen Handel,https://www.politifact.com/factchecks/2017/jun/09/hillary-clinton/hillary-clintons-mostly-false-claim-photo-id-voter/,meter-mostly-false,"May 31, 2017",russia-ukriane
1194,"In 2008, ""candidate Obama, he's not even president-elect, sends William Miller over to Iran to establish a back channel and let the Iranians know that should he win the election, they will have friendlier terms.""",Karen Handel,https://www.politifact.com/factchecks/2017/jun/02/kimberley-strassel/did-obama-seek-back-channel-talks-iran-during-his-/,meter-false,"May 28, 2017",russia-ukriane
1195,"""You can collude all you want with a foreign government in an election. There's no such statute"" (that makes collusion a crime).",Karen Handel,https://www.politifact.com/factchecks/2017/may/31/gregg-jarrett/fox-news-hosts-wrong-no-law-forbids-russia-trump-c/,meter-false,"May 30, 2017",russia-ukriane
1196,"""(James) Comey knew murdered DNC staffer, Seth Rich, was WikiLeaks source & covered it up for Hillary (Clinton).""",PatriotCrier.com,https://www.politifact.com/factchecks/2017/may/26/patriotcriercom/conspiracy-theory-comey-hid-seth-richs-ties-wikile/,tom_ruling_pof,"May 16, 2017",russia-ukriane
1197,"Democratic National Committee staffer Seth Rich ""apparently was assassinated at 4 in the morning, having given WikiLeaks something like 53,000 emails and 17,000 attachments. ... It turns out, it wasn’t the Russians.""",PatriotCrier.com,https://www.politifact.com/factchecks/2017/may/23/newt-gingrich/claim-slain-dnc-staffer-seth-rich-gave-emails-wiki/,tom_ruling_pof,"May 21, 2017",russia-ukriane
1198,"""You can see visits to Moscow made during the campaign by (Paul) Manafort and others.""",PatriotCrier.com,https://www.politifact.com/factchecks/2017/may/19/maxine-waters/rep-waters-exaggerates-trump-associate-moscow-trip/,meter-mostly-false,"May 18, 2017",russia-ukriane
1199,"""What Trump is alleged to have done is actually no different than what Barack Obama did in April last year when he made it known that he didn’t want Hillary prosecuted.""",PatriotCrier.com,https://www.politifact.com/factchecks/2017/may/18/rush-limbaugh/rush-limbaugh-says-donald-trump-barack-obama-also-/,meter-mostly-false,"May 17, 2017",russia-ukriane
1200,"""Law firm @POTUS used to show he has no ties to Russia was named Russia Law Firm of the Year for their extensive ties to Russia. Unreal.""",PatriotCrier.com,https://www.politifact.com/factchecks/2017/may/16/chris-murphy/donald-trump-chris-murphy-russian-law-firm-year/,meter-mostly-true,"May 12, 2017",russia-ukriane
1201,"""The minute the president speaks about it to someone, he has the ability to declassify anything at any time without any process.""",James Risch,https://www.politifact.com/factchecks/2017/may/16/james-risch/does-president-have-ability-declassify-anything-an/,meter-mostly-true,"May 15, 2017",russia-ukriane
1202,"Says James Clapper ""and virtually everyone else"" said ""there is no collusion"" in the Russia investigation findings.",James Risch,https://www.politifact.com/factchecks/2017/may/12/donald-trump/trumps-mostly-false-claim-clapper-said-no-collusio/,meter-mostly-false,"May 12, 2017",russia-ukriane
1203,"""This Russia thing with Trump and Russia is a made-up story. It's an excuse by the Democrats for having lost an election that they should've won.""",James Risch,https://www.politifact.com/factchecks/2017/may/12/donald-trump/trump-calls-trump-russia-story-made-/,tom_ruling_pof,"May 11, 2017",russia-ukriane
1204,"Says Tammy Baldwin was told by a whistleblower about ""overmedicated veterans,"" she made ""deadly mistakes"" and ""three veterans died"" at the Tomah VA hospital.",James Risch,https://www.politifact.com/factchecks/2017/may/05/americas-pac/super-pac-attack-blaming-tammy-baldwin-deaths-3-ve/,meter-false,"April 27, 2017",russia-ukriane
1205,"""General Flynn got his clearance from the Obama administration.""",James Risch,https://www.politifact.com/factchecks/2017/may/02/donald-trump/donald-trump-says-michael-flynn-got-security-clear/,meter-true,"April 30, 2017",russia-ukriane
1206,"""Trump warns Russia over Jehovah’s Witnesses ban and urges members to seek asylum in the U.S.""",Bloggers,https://www.politifact.com/factchecks/2017/apr/28/blog-posting/reports-trump-offered-asylum-russian-jehovahs-witn/,tom_ruling_pof,"April 24, 2017",russia-ukriane
1207,"Says President Donald Trump as a candidate mentioned WikiLeaks ""over 160 times in speeches"" in the last month of the campaign.",Bloggers,https://www.politifact.com/factchecks/2017/apr/21/jackie-speier/did-trump-really-mention-wikileaks-over-160-times-/,meter-mostly-true,"April 13, 2017",russia-ukriane
1208,"With North Korea, ""nobody has ever seen such a positive response on our behalf from China.""",Bloggers,https://www.politifact.com/factchecks/2017/apr/19/donald-trump/trump-china-taking-unprecedented-steps-help-north-/,meter-half-true,"April 17, 2017",russia-ukriane
1209,"Says the T.R.U.M.P. Act, which would force presidential candidates to release their tax returns to run in North Carolina, ""has a lot of support – by a majority of North Carolinians and members of both parties.""",Bloggers,https://www.politifact.com/factchecks/2017/apr/19/jay-chaudhuri/even-state-trump-won-nc-lawmaker-says-most-people-/,meter-mostly-true,"April 05, 2017",russia-ukriane
1210,"The Keystone XL pipeline ""doesn’t even have any oil for America.""",Bloggers,https://www.politifact.com/factchecks/2017/apr/16/kirsten-gillibrand/will-oil-keystone-xl-pipeline-stay-us/,meter-mostly-false,"March 27, 2017",russia-ukriane
1211,"On whether NATO is ""obsolete.""",Donald Trump,https://www.politifact.com/factchecks/2017/apr/12/donald-trump/donald-trump-nato-i-said-it-was-obsolete-its-no-lo/,meter-full-flop,"April 12, 2017",russia-ukriane
1212,"The Obama administration’s 2013 Syria proposal ""had no clear objective,"" while Trump’s Syria strike ""had a clear strategic objective.""",Donald Trump,https://www.politifact.com/factchecks/2017/apr/12/marco-rubio/trumps-strikes-syria-look-lot-obamas-2013-proposal/,meter-false,"April 09, 2017",russia-ukriane
1213,"Says Adolf Hitler ""didn't even sink to the level of using chemical weapons. ... He was not using the gas on his own people the same way that (Bashar al-)Assad is doing.""",Donald Trump,https://www.politifact.com/factchecks/2017/apr/11/sean-spicer/did-adolf-hitler-use-chemical-weapons/,tom_ruling_pof,"April 11, 2017",russia-ukriane
1214,"""There is no legal basis"" for Donald Trump's ""missile strike against Syrian military assets.""",Donald Trump,https://www.politifact.com/factchecks/2017/apr/07/mark-pocan/mark-pocan-wrongly-claims-donald-trump-had-no-lega/,meter-false,"April 07, 2017",russia-ukriane
1215,"Says President Donald Trump ""had a different opinion"" in 2013 than he does now about whether (Barack) Obama should have intervened in Syria after Obama's red line was crossed.",Donald Trump,https://www.politifact.com/factchecks/2017/apr/05/greta-van-susteren/fact-checking-trump/,meter-true,"April 04, 2017",russia-ukriane
1216,"""In recent years ... the Obama administration was committed to the notion, against all evidence, that we could reset relations with Putin.""",Devin Nunes,https://www.politifact.com/factchecks/2017/mar/20/devin-nunes/devin-nunes-oversimplifies-timeline-obama-reset-ru/,meter-half-true,"March 20, 2017",russia-ukriane
1217,"""The NSA and FBI tell Congress that Russia did not influence electoral process.""",Devin Nunes,https://www.politifact.com/factchecks/2017/mar/20/donald-trump/trumps-false-tweet-nsa-fbi-said-russia-did-not-inf/,meter-false,"March 20, 2017",russia-ukriane
1218,"Says ""the New York Times wrote about"" Barack Obama wiretapping Donald Trump during the election.",Devin Nunes,https://www.politifact.com/factchecks/2017/mar/16/donald-trump/donald-trump-says-he-learned-obama-tapped-his-phon/,meter-false,"March 15, 2017",russia-ukriane
1219,"""The son-in-law of the president met with Russian officials at the Trump Tower after having them come in the back door.""",Devin Nunes,https://www.politifact.com/factchecks/2017/mar/08/mark-pocan/russian-officials-went-back-door-trump-tower-meet-/,meter-mostly-true,"March 03, 2017",russia-ukriane
1220,"""Everybody acts like President Trump is the one that came up with this idea. ... There are multiple news outlets that have reported"" former President Barack Obama ordered wiretapping on Trump.",Devin Nunes,https://www.politifact.com/factchecks/2017/mar/05/sarah-huckabee-sanders/why-white-houses-defense-trump-accusing-obama-wire/,meter-false,"March 05, 2017",russia-ukriane
1221,"""I’ve been on the Armed Services (Committee) for 10 years. No call or meeting w/ Russian ambassador. Ever.""",Claire McCaskill,https://www.politifact.com/factchecks/2017/mar/02/claire-mccaskill/claire-mccaskill-says-she-never-met-russian-ambass/,meter-false,"March 02, 2017",russia-ukriane
1222,"""The sanctions that we put on (Russia) for the Crimea annexation and meddling in Ukraine ... have absolutely crushed the ruble by 50 percent. And GDP from 2014 to 2016 is 50 percent down in Russia, as well.""",Claire McCaskill,https://www.politifact.com/factchecks/2017/feb/21/anthony-tata/how-have-sanctions-impacted-russias-economy/,meter-half-true,"February 19, 2017",russia-ukriane
1223,"Says Sen. John McCain was ""caught making highly illegal phone call to foreign country.""",Claire McCaskill,https://www.politifact.com/factchecks/2017/feb/21/blog-posting/did-john-mccain-violate-logan-act-call-australian-/,meter-false,"February 03, 2017",russia-ukriane
1224,On leaks and the release of secret information.,Claire McCaskill,https://www.politifact.com/factchecks/2017/feb/16/donald-trump/trumps-flip-flop-leaks-and-release-secret-informat/,meter-full-flop,"February 16, 2017",russia-ukriane
1225,"""While on FAKE NEWS @CNN, Bernie Sanders was cut off for using the term fake news to describe the network. They said technical difficulties!""",Claire McCaskill,https://www.politifact.com/factchecks/2017/feb/12/donald-trump/donald-trump-wrongly-says-cnn-cut-bernie-sanders-c/,meter-false,"February 12, 2017",russia-ukriane
1226,"""Tanzania farmers face 12 years in prison for trading seeds thanks to foreign aid.""",Danielle Nierenberg,https://www.politifact.com/factchecks/2017/feb/10/danielle-nierenberg/do-tanzania-farmers-face-prison-terms-trading-seed/,meter-mostly-true,"January 09, 2017",russia-ukriane
1227,"Says ExxonMobil ""fought to kill"" a rule requiring oil and mining companies to disclose payments made to foreign governments.",Danielle Nierenberg,https://www.politifact.com/factchecks/2017/feb/08/sherrod-brown/yes-exxonmobil-under-tillerson-fought-oil-payment-/,meter-true,"February 02, 2017",russia-ukriane
1228,"""Thirty years ago we were the most college-educated country on the globe. Today we are No. 11.""",Danielle Nierenberg,https://www.politifact.com/factchecks/2017/jan/27/andrew-cuomo/us-no-longer-has-highest-proportion-college-educat/,meter-half-true,"January 17, 2017",russia-ukriane
1229,"Says Rex ""Tillerson won't divest from Exxon.""",Danielle Nierenberg,https://www.politifact.com/factchecks/2017/jan/27/charles-schumer/chuck-schumer-wrongly-tweets-tillerson-wont-divest/,tom_ruling_pof,"January 27, 2017",russia-ukriane
1230,"""The media ... sort of made it sound like I had a feud with the intelligence community.""",Danielle Nierenberg,https://www.politifact.com/factchecks/2017/jan/22/donald-trump/trump-wrongly-blames-press-feud-intel-community/,meter-false,"January 21, 2017",russia-ukriane
1231,"""Our Navy has shrunk from more than 500 ships in 1991 to 275 in 2016.""",Donald Trump,https://www.politifact.com/factchecks/2017/jan/20/donald-trump/trump-says-navy-has-shrunk-dramatically-1991/,meter-mostly-true,"January 20, 2017",russia-ukriane
1232,"""I have never lobbied against sanctions personally... to my knowledge, Exxon never directly lobbied against sanctions.",Donald Trump,https://www.politifact.com/factchecks/2017/jan/12/rex-tillerson/tillerson-misleads-russian-sanctions-opposition/,meter-mostly-false,"January 11, 2017",russia-ukriane
1233,"The Russians ""tried to hack the Republican National Committee, and they were unable to break through.""",Donald Trump,https://www.politifact.com/factchecks/2017/jan/11/donald-trump/trump-says-russians-were-unable-hack-republican-na/,meter-mostly-true,"January 11, 2017",russia-ukriane
1234,"Americans don't ""care at all"" about Donald Trump's tax returns.",Donald Trump,https://www.politifact.com/factchecks/2017/jan/11/donald-trump/trump-wrong-reporters-are-only-ones-who-care-about/,meter-false,"January 11, 2017",russia-ukriane
1235,"Says Hillary Clinton campaign chairman John Podesta’s email password was ""password.""",Donald Trump,https://www.politifact.com/factchecks/2017/jan/11/reince-priebus/russian-hacking-case-did-hillary-clintons-campaign/,meter-false,"January 08, 2017",russia-ukriane
1236,"Activities by foreign governments had ""absolutely no effect on the outcome of this election.""",Donald Trump,https://www.politifact.com/factchecks/2017/jan/08/donald-trump/donald-trumps-dubious-claim-foreign-governments-ha/,meter-mostly-false,"January 06, 2017",russia-ukriane
1237,"""Pennsylvania Federal Court grants legal authority to remove Trump after Russian Meddling.""",Donald Trump,https://www.politifact.com/factchecks/2016/dec/23/today-news-24/pennsylvania-judge-didnt-overturn-donald-trumps-pr/,tom_ruling_pof,"December 16, 2016",russia-ukriane
1238,"""Democrats Filing TREASON Charges Against Trump, McConnell, Giuliani, & Comey.""",Donald Trump,https://www.politifact.com/factchecks/2016/dec/15/realtime-politics/websites-offer-false-headlines-about-treason-c/,meter-false,"December 11, 2016",russia-ukriane
1239,"""If Russia, or some other entity, was hacking, why did the White House wait so long to act? Why did they only complain after Hillary lost?""",Donald Trump,https://www.politifact.com/factchecks/2016/dec/15/donald-trump/pants-fire-trump-tweet-about-russian-hacking-probe/,tom_ruling_pof,"December 15, 2016",russia-ukriane
1240,"""We had a massive landslide victory, as you know, in the Electoral College.""",Donald Trump,https://www.politifact.com/factchecks/2016/dec/12/donald-trump/donald-trumps-electoral-college-victory-was-not-ma/,meter-false,"December 11, 2016",russia-ukriane
1241,"""There's been no conclusive or specific report to say"" Russia was trying to muddy the election.",Reince Priebus,https://www.politifact.com/factchecks/2016/dec/11/reince-priebus/priebus-falsely-claims-no-conclusive-report-whethe/,meter-false,"December 11, 2016",russia-ukriane
1242,"""Wisconsin uses voting machines that are outlawed, they are illegal.""",Reince Priebus,https://www.politifact.com/factchecks/2016/nov/29/jill-stein/seeking-recount-donald-trump-win-jill-stein-says-w/,tom_ruling_pof,"November 26, 2016",russia-ukriane
1243,"""The @nytimes states today that DJT believes ‘more countries should acquire nuclear weapons.’ How dishonest are they. I never said this!""",Reince Priebus,https://www.politifact.com/factchecks/2016/nov/14/donald-trump/donald-trump-wrongly-tweets-he-never-said-more-cou/,meter-false,"November 13, 2016",russia-ukriane
