,claim
5794,"Says Lois Frankel ""took a 40 percent pay raise"" as mayor while West Palm Beach ""lost jobs."""
5797,"""Paul Ryan got his start in politics, as a young staffer just out of college, working for then-Congressman John Kasich’s Budget Committee."""
5799,"""USA is #1 in gun violence."""
5800,"""Nearly 100,000 people get shot every year. That's 270 people a day and 87 dead."""
5804,"Says Barack Obama’s regulatory adviser Cass Sunstein, ""wants to ban hunting and says animals should be represented in court."""
5810,"""We’ve got four Supreme Court justices who … signed their name to a declaration that Americans have no fundamental right to self-defense."""
5812,"""Large phone companies and their trade association have hired 35 registered lobbyists to influence and pass SB 271 (deregulation legislation)."""
5814,"""By the time I finish this speech, two Americans will be slain, six women will be raped, 27 of us will be robbed, and 50 more will be beaten."""
5818,"Says 85 percent of Milwaukee shootings involve ""people with extensive criminal records shooting other people with extensive criminal records."""
5821,"""It’s going to be harder to vote in Virginia than it is now to buy a gun..."""
5823,"Says Mitt Romney supports a plan ""to slowly and gradually raise the retirement age of Social Security."""
5825,"""Romney adviser admits Romneycare was blueprint for Obamacare."""
5827,"""The U.S. gun homicide rate is 20 times the combined rate of other western nations."""
5828,"Says he has ""been able to attract independents and Democrats to win"" elections in Pennsylvania."
5831,"Says ""if you are shot in the city of Newark, you have over an 80 percent chance that you've been arrested before an average of 10 times."""
5832,"""Since I took office, we’ve created 76,800 jobs."""
5838,"""Every taxpayer owes about $130,000 to pay off the national debt."""
5839,"Oregon concealed gun applications include ""home phone numbers, home address, Social Security numbers, what kinds of guns you have in the house … whether you were dishonorably discharged from the military, what controlled substances you are taking and  were you ever accused of -- accused, mind you -- of stalking."""
5843,"More people die from ""medical misadventures"" than firearm accidents nationally and in Florida."
5844,"Under federal law, Jared Loughner ""would not have been able to buy a gun"" had he been identified as mentally ill."
5845,"""When we look at the number of murders in the United States (in) 2009, we had 9,500 people murdered. When we look around the world, we see ... large countries, the U.K., Germany, Japan had 200 or less killed in a year."""
5849,"""There are polls showing right now that the American people for the most part think it's a bad idea to provide tax cuts to the wealthy."""
5850,"More than 10 years of free trade ""has brought a $2 billion per day trade deficit."""
5852,"""I had five of my citizens that were killed last week"" because of border security problems."
5853,Georgia and other states with weak gun laws have more crime.
5855,"""Mr. Renacci was registered as a foreign trade lobbyist in the United States government."""
5859,"Says Daniel Webster wants to make divorce illegal, even for abused wives."
5863,"""The IRS filed an $11,000 lien against (Allen) West for back taxes. Three liens were placed on
his home for unpaid bills, and a judge ordered West to pay over $5,000 for past due
credit card bills."""
5868,"Florida ranks ""45th out of 50 states'' for its regulatory climate for business."
5879,"""John McCain fought to rein in Fannie and Freddie...but Democrats blocked the reforms."""
5880,"""More than one person, on average, a day is murdered in Philadelphia."""
5881,"""On issue after issue that really were hard to explain or understand, you voted present . . . And anytime anyone raises that, there's always some kind of explanation."""
5885,"We live in ""a time of historically low violent crime rates and historically high gun ownership rates nationally."""
5886,“Every pro-life Governor up for election in November won – by a large margin.”
5903,Adam Laxalt is “anti-DACA” and “fought against the protections for DACA recipients when he was attorney general.”
5906,"If a 12-year-old girl became pregnant because of rape or incest, ""Tim Michels would force her to deliver the baby."""
5915,Martha's Vineyard declared itself as a sanctuary city until the buses arrived.
5917,"Says Ron Johnson ""wants to put Social Security and Medicare on the chopping block every single year."""
5919,“Mandela Barnes…wants to release 50% of the prison population when 68% is classified as ‘violent offenders.’”
5924,"Joe Biden and Raphael Warnock ""are spending $1.5 billion on ‘urban forestry’ and raising taxes on those making under $200k to pay for it.”"
5933,"""Adam Laxalt fought an investigation into the oil industry, then they funded his campaign."""
5934,"""Under Abbott, Texas leads the nation in rape offenses while the rate of arrests for rape has fallen by nearly half."""
5941,Mehmet Oz “wants to make abortion a crime in Pennsylvania.”
5942,"Sen. Marco Rubio has ""one of the worst attendance records in the Senate."""
5944,A Texas GOP lawmaker recently introduced a bill that would allow the death penalty for women who have an abortion.
5953,Cheri Beasley “vacated” a man’s death sentence and “threw out” the indictment in a child assault case.
5955,"“Indiana woman charged for mail in voter fraud, delivered 400 ballots with Democrat box pre-checked.”"
5966,“Cities in notoriously ‘tough on crime’ states like Texas and Florida saw a more significant increase in violent crime than cities in NYS.”
5967,"""Joe Biden is giving smartphones away to illegal border crossers.”"
5978,"“In 2021, 65 people in Milwaukee have lost their lives due to reckless driving accidents, and more than 9,000 cars have been stolen, double the amount in 2020.”"
6005,"""I'm the only front-line prosecutor in this race that's actually used the resources of the Wisconsin Crime Lab in the prosecution of cases."""
6006,"Before 2020, “crime had been falling, every year, year after year, in the city of Buffalo.”"
6021,A Republican bill in Michigan “would make it a crime for election officials … to share information about how to vote by mail and where to find a ballot drop box.”
6023,A video shows “Dems caught not wearing masks” at the White House.
6027,“One of (Joe Biden’s) first acts in office was sending an immigration bill to Congress to grant mass amnesty to illegal immigrants.”
6036,"The latest stimulus package ""sends stimulus checks to imprisoned murderers, rapists, and child molesters.”"
6037,"""If you are a hard-working law-abiding citizen who earns $80,000, you don’t get a stimulus check. But if you are a convicted murderer or rapist sitting in jail, you do."""
6040,"""We saw the increases (of unaccompanied minors at the southern U.S. border) dating back almost a year."""
6041,Says the Biden administration is canceling immigration detainers and “requiring our law enforcement leaders to release” serious criminal offenders.
6044,Voting-rights legislation proposed by Democrats in Congress called H.R. 1 “would force states to restore the voting rights of convicted felons—including violent felons convicted of murder or rape.”
6053,"“New York leads the nation in out-migration of residents, with 126,000 people leaving last year and over one million in the past decade.”"
6054,Says a video shows Joe Biden boasted in 2006 “about voting for ‘700 miles of fence’” and “talking about immigration in some entirely different ways than he does today.”
6056,“Wisconsin is second to last in the Midwest in our vaccination rate and the governor says he’s ‘satisfied.’”
6092,“This is what Kamala Harris thinks about young Americans … ‘They are stupid!’”
6097,"""When I was vice president, violent crime fell 15% in this country. ... The murder rate now is up 26% across the nation this year under Donald Trump."""
6100,"Says crime is on the rise in Austin and a new study showed that it “is the No. 1 city in America in the year-to-year percentage increase in murders, with a percentage increase of more than 64% for the first half of this year.”"
6104,Says Donald Trump “proposes cutting a half a billion dollars of local police support.”
6105,“This USPS employee was caught taking down Trump signs. These people are also responsible for the mail in ballots they are pushing so hard.”
6123,Black Lives Matter demonstrators attack “elderly man wearing oxygen.”
6131,A white armed-robbery suspect was sentenced to two years in jail while a black armed-robbery suspect was sentenced to 26 years in prison by the same Florida judge.
6135,"“VA Democrats authorized for early release over 4,000 inmates, 60% of which are incarcerated for violent offenses.”"
6138,Says Madison and Milwaukee County both carry sanctuary status for illegal immigrants and released undocumented immigrants who have committed multiple crimes including sexual assault of a child
6146,“Car thefts (are) increasing in 8 of the 10 most populous (Wisconsin) counties.”
6147,"“In Boone County (Missouri) with a 1.7% unemployment rate, we can’t find enough people, we can’t fill all the job openings.”"
6149,Says Gov. Tony Evers “wants to release half of the prison population.”
6160,There have been 317 criminal indictments under three recent Republican presidents and only three indictments under three recent Democratic presidents.
6162,"""It’s nothing I do, but the probation office here in the Eastern District of Missouri is the best in the country. They have about a 7.5% recidivism rate, compared to national averages of 70 or 80%"""
6163,"""Defendants charged with producing, directing or promoting an obscene sexual performance by a child will be arraigned & set free."""
6164,"""They banned face masks in Hong Kong. Why? Because they have AI technology that now is using facial recognition to identify protesters if they so much as do anything on the street, so they can follow up with them and detain them later."""
6169,"""No other city in America did what (New York) did. We reduced murders by 50%, reduced police shootings to historic lows, reduced the number of people incarcerated by nearly 40%."""
6173,"""It’s only a federal crime for the"" inspector general to out a whistleblower."
6177,"Says that in Illinois, ""fewer than 20% of those actually deported have been charged with any serious crime."""
6178,"""Some 200,000 people are in jail for the crime of being poor and not being able to afford bail."""
6179,"""We have something like one out of four young black men in this country end up in the criminal justice system. They may end up in jail, they may end up on parole, they may end up on probation."""
6180,"""In 2016, counties hosting a Trump rally saw a 226% spike in hate crimes."""
6181,"""African Americans are three to four times more likely to be arrested for drug crimes, and nine times more likely to be imprisoned."""
6183,"Says President Trump ""has ended up attracting larger numbers of people coming to the United States presenting themselves for asylum status at our border than we’ve ever seen."""
6190,"Says Joe Biden ""voted to expand deportations and indefinite detention for immigrants multiple times."""
6196,"Says Donald Trump's claim that ""there was insufficient evidence and therefore, in our country, a person is innocent"" directly contradicts Special Counsel Robert Mueller’s statement."
6197,"""On our current trajectory, we’ll be 2,000 prison beds short by 2021... We’ll need two new prisons soon, at the cost of $485 million over the next five years."""
6202,"""194,000 criminal aliens booked into Texas jails from 2011-2019 were charged with more than 299,000 criminal offenses."""
6210,"""Job growth and stock growth for the first two years of Trump are down from where they were (during the) last two years of Obama."""
6211,"Says Beto O’Rourke and Sen. Kirsten Gillibrand ""have both said they would tear down the wall if elected president."""
6219,"""One in three women is sexually assaulted on the dangerous journey north."""
6221,"""17,000 individuals with criminal records were apprehended trying to cross the border"" in 2018."
6225,"""Every couple days we have a caravan size group of people apprehended trying to come into the country illegally, or coming to the ports of entry without documentation."""
6227,"""The number of people who just got their voting rights restored in Florida is greater than the populations of Wyoming, Vermont, Alaska, North Dakota, South Dakota, Delaware, Rhode Island, Montana, Maine and New Hampshire."""
6239,"""Only Duterte’s Philippines and Trump’s United States of America have money bail."""
6240,"Says Marsha Blackburn ""voted against the Reauthorization of the Violence Against Women Act, which attempts to protect women from domestic violence, stalking, and date rape."""
6241,"Says Tallahassee ""is experiencing a five-year low in our crime rate."""
6242,"Says Andrew Gillum has presided over ""the highest crime in Florida four years running."""
6243,"""I voted to defund sanctuary cities."""
6246,"Says Kansas U.S. House candidate Paul Davis was caught with a stripper during a drug raid and later voted to ""allow strip clubs to open near homes, churches, schools and daycare facilities."""
6248,"Says Tony Evers ""wants to cut Wisconsin's prison population in half, a dangerous plan that today would mean releasing thousands of violent criminals back into our communities."""
6251,"Says Joe Radinovich ""was cited 30 times for not paying court fines."""
6253,"Says Minnesota is ""imprisoning half as many people as Wisconsin, and yet our states have virtually identical crime rates."""
6255,"""While Richard Cordray was Attorney General, 12,000 rape kits like Allyssa's were left untested. Cordray's failure left serial rapists free to strike again. Then Mike DeWine became Attorney General. He tested all 12,000 rape kits. Now hundreds of rapists are behind bars."""
6260,"""A number of Democrats running for governor want to cut the prison population by 50%"" and ""that would require the release of thousands of violent felons."""
6261,"Says Tammy Baldwin's record includes ""opposing harsher punishments for criminals who commit violent crimes near schools."""
6264,"""In 99 percent of counties in America, someone making the minimum wage working full time can’t afford a 1-bedroom apartment."""
6268,"Says Leah Vukmir ""wrote a letter seeking leniency for a fellow state legislator convicted of sexual assault."""
6276,"Says Donald Trump's executive order ""doesn't address the over 2,000 children who are already separated from their parents, and it doesn't change the fact that we would be jailing children with their families."""
6279,"Rep. Dan Donovan ""voted for Tax Cuts"""
6287,"""Each year ICE detains someone, it costs taxpayers over $50,000. For comparison, by the way, that's four times the amount the federal government spends on each child in our public schools."""
6289,"Says the term ""illegal alien"" is ""a legal term, it’s in statute, it’s a federal term."""
6292,"Says Austin is the ""safest big city in Texas with an unemployment rate under 3% that has been named the best place to live in the entire United States two years running."""
6294,"""Greitens accuser admits photo session may have been a ‘dream.’ """
6296,"""1 in 100 people are sociopaths."""
6298,"Says Michael Screnock ""let a child predator walk without time and let a rapist who preyed on an underage girl go free after only an eight-month sentence."""
6305,"""The majority of Georgians incarcerated in local jails have never been convicted of crime. They are simply too poor to pay their bail."""
6308,"""Violent crime in Puerto Rico is on the rise as nearly one-third of the island remains without power."""
6311,"Says border fencing finished near El Paso in 2010 dramatically curtailed illegal crossings, local crime and drug smuggling."
6312,"""In American history since 9/11, we've had 85 major attacks in our country, 73 percent of them have been by white nationalist hate groups."""
6316,Says Texas Department of Public Safety numbers show that 1.6 percent of crime is committed by unauthorized immigrants.
6318,"Says Tallahassee mayor Andrew Gillum ""wants to make Florida not a sanctuary city but a sanctuary state."""
6321,"""The violent crime rate has risen, and the homicide rate has risen by more than 20 percent in just two years, really after 30 years of decline in violent crime."""
6325,"""When Phoenix dropped its sanctuary city policy in 2008, its murder rate fell 27 percent the following year."""
6330,"Says West Virginia is ""down to around 50 percent of the adult workers who are actually working now because of addiction or conviction."""
6331,"""The city (of St. Louis) is no stranger to violence. There were 5,762 violent crimes in 2015 alone, including 188 homicides. The highest rate per capita in the country, according to FBI crime statistics."""
6332,"In 2016, there were 5,570 people in Wisconsin ""who committed crimes on probation and they were not revoked."""
6333,"In the U.S. asylum system, ""claims of 'fear to return' have skyrocketed, and the percentage of claims that are genuinely meritorious are down."""
6344,"""Austin is the safest big city in Texas."""
6346,"""70 million Americans have a criminal record — that’s one in three adults."""
6348,"There were 2,761 auto thefts in 2006 under Rick Baker and 1,095 auto thefts in 2016."
6355,"California taxes are ""among the highest in the nation."""
6365,"Says David Clarke reduced the number of Milwaukee County sheriff's deputies ""from about 700 and something to 300 and something."""
6369,"""Some of the safest communities in the United States are along the border."""
6370,"District attorneys ""have advertised that they will charge a criminal alien with a lesser offense than presumably they would charge a United States citizen, so they won’t be deported."""
6371,"""FBI crime statistics have found that labeled ‘sanctuary’ cities experience lower rates of all crime types, including homicides."""
6374,"""African-Americans are grossly overrepresented on Florida’s death row."""
6375,"El Paso is the ""safest city in the state of Texas, safest city in the United States."""
6379,"Of ""30,000 individuals arrested a year for crimes that are 16 or 17, over 95 percent of them do not result in a criminal conviction. Only 1.5 percent of them ultimately go to state prison."""
6387,"""According to the FBI, Mexican drug cartels are working with 100,000 street gang members in Chicago alone."""
6388,"""Since the passage of Proposition 47 by voters in 2014 and the signing of AB 109 in 2011, violent crime has been on the rise in California, up 12 percent in 2015 statewide according to the FBI."""
6389,"""Three of the 11 most violent cities in the U.S. are in Missouri — St. Louis, Kansas City, and Springfield."""
6391,"""Studies have shown Latinos are more than 40 percent less likely to call 911 when they have been a victim of a crime."""
6392,"""Local authorities in 43 states refused to honor more than 16,000 detainer requests from ICE from October 2013 to December 2015. Only in Alaska, Delaware, Hawaii, Maine, Montana, Vermont and Wyoming did local officials honor all requests, and detainers are relatively rare in those states."""
6393,"There were ""50 percent more murders"" in Orlando and Orange County, Fla., last year ""than in all of Sweden."""
6394,"Recent immigration raids ""are not business as usual. The raids are being done indiscriminately. They’re not focused simply on criminal aliens."""
6395,"""Just last year, alone, 710 police officers"" were assaulted in New York state."
6396,"""Spending more taxpayer money on VISIT FL (or less) has not demonstrated a direct impact on tourism."""
6398,"""New York state law says you are alive when you begin to breathe."""
6399,"North Carolina could save ""literally tens of millions of dollars"" if it stopped prosecuting 16-year-olds as adults."
6400,"""In 2015, homicides increased by 17 percent in America’s 50 largest cities. That’s the largest increase in 25 years."""
6403,"[Chicago is the] only city in the United States, you get a B average in high school, community college is free."
6404,"""While many urban areas across the country saw a sharp increase in crime over the last year, the Philadelphia Police Department successfully lowered part one crimes."""
6405,"""Study after study have shown that sanctuary cities do not lead to an increase in crime because of the presence of people that are undocumented."""
6406,"""Slavery is still allowable under Wisconsin law as long as it’s a punishment for a crime."""
6408,"Says there are ""probably 2 million, it could be even 3 million"" criminal immigrants in the country illegally."
6410,"Says Donald Trump ""says organized crime runs wild on reservations."""
6412,"""I had the longest judicial vacancy in the history of the United States."""
6413,"""Thousands of Americans have been killed by illegal immigrants."""
6414,"Says Donald Trump and Ron Johnson ""oppose a woman's right to choose and Johnson voted against the Violence Against Women Act."""
6415,"Chris Koster ""opposed protecting the women of Missouri"" because he ""was one of only four senators to vote against"" a bill ending the practice of making rape victims pay for their own rape kits."
6420,"""Nobody knows about it, nobody talks about it, but under Obama, millions of people have been moved out of this country, they've been deported."""
6422,"Says the U.S. Attorney’s Office said ""that neither I nor my campaign had any idea what was going on"" regarding my father's illegal campaign contributions. ""And that’s why they closed this case."""
6424,"""We have an increase in murder within our cities, the biggest in 45 years."""
6426,"Says Donald Trump, in his campaign announcement speech, ""also said, ‘And many of them (Mexicans) are good people. You keep leaving that out of your quote."""
6427,"Says GOP Congressional candidate Scott Jones ""wants to build a wall. He wants to round people up and deport folks."""
6428,"""When Donald Trump spoke in Phoenix, he looked the audience in the eye and he said ‘no, we're building a wall and we're deporting everybody.’ He said, quote, ‘they will all be gone. They will all be gone.’ This is one of the ones where you can go to the tape on it and see what Donald Trump has said."""
6431,"Says Charlie Crist ""stood there, over 3 African-American prisoners in chains, on their knees, on the side of the road. Saying that it was a great sight. Saying we needed to bring it to Florida. And you did this — whether you know or not — on the eve of Juneteenth, the day the African-American community celebrates the end of slavery."""
6433,Says crime is ‘rising’ in Manchester and has gone up 19 percent under Mayor Ted Gatsas.
6434,"For immigrants with visa overstays, ""we make no effort to hold them accountable to that or uphold the law."""
6437,"""Since 2013 alone, the Obama administration has allowed 300,000 criminal aliens to return back into United States communities. These are individuals encountered or identified by (Immigration and Customs Enforcement), but who were not detained or processed for deportation because it wouldn't have been politically correct."""
6439,"""There are at least 23 countries that refuse to take their people back after they’ve been ordered to leave the United States, including large numbers of violent criminals."""
6444,"Under Hillary Clinton’s plan ""illegal immigrants convicted of committing crimes get to stay."""
6448,"""Illegal immigration and the crime rate are as low as they’ve been in decades."""
6449,"""Human trafficking is the third-biggest criminal enterprise in the world."""
6450,"Says Donald Trump ""said a woman should be punished for exercising her right to choose."""
6451,"""Homicides last year increased by 17 percent in America’s 50 largest cities. That’s the largest increase in 25 years."""
6452,"""Nearly 180,000 illegal immigrants with criminal records, ordered deported from our country, are tonight roaming free to threaten peaceful citizens."""
6453,"Says Hillary Clinton ""wants sanctuary cities."""
6455,"Says Hillary Clinton ""lied about why her parents named her Hillary."""
6456,"""(Koch Industries) is among the worst in toxic air pollution in the entire United States ... and churns out more climate-changing greenhouse gases than oil giants Chevron, Shell and Valero."""
6461,"""You're more likely to be the victim of a violent crime in Milwaukee than in 96 percent of the country."""
6462,"""(Mexican immigrants) are more law-abiding than U.S. citizens and that is a statistic."""
6463,"""There are approximately 18,000 (police) departments in the United States."""
6464,"""Right now, our corrections department charges taxpayers between $30,000 and $40,000 a year per person we lock up,"" she said. ""That’s actually cheap when you compare us to the rest of the country."""
6465,"Harris County, Texas has ""some of the highest jailing and incarceration rates in the U.S. and the world."""
6469,"""Of all the people in federal prison for possession of illegal substances, 77 percent of them are not citizens of the United States."""
6470,"""According to Pew Research, 99 percent of the people in Afghanistan support oppressive Sharia law."""
6471,"""In America, radical speech is not a crime."""
6473,"""Hate crimes against American Muslims and mosques have tripled after Paris and San Bernardino."""
6476,"Says North Carolina Rep. Renee Ellmers was the only Republican to vote against ""an amendment to prioritize the deportation of sexual criminals who are illegal immigrants."""
6483,"Says Nevada state Sen. Michael Roberson ""forced Common Core for Nevada schools."""
6484,"Wisconsin pays criminal defense lawyers who represent the indigent $40 per hour, ""the lowest in the country."""
6485,"Austin’s Stop Abuse for Everyone has seen in its offices ""sexual assault survivors that report being attacked by their ridesharing drivers, at a rate of one per month."""
6487,Says 80 journalists have been killed in Mexico in the last decade.
6489,"""There have not been any public safety issues"" in cities that allow transgender people to use the bathroom of the gender they identify as."
6494,"""Republican Bob Donovan"" has ""run as a Republican time and again."""
6496,"Says he ""tore down hundreds of abandoned homes that served as havens for crime and reduce(d) the value of our neighborhoods."""
6509,"""The Libyan people have voted twice in free and fair elections for the kind of leadership they want."""
6512,"All 28 members of NATO have ""pledged to spend at least 2 percent of their economy on defense. But only three countries do -- Britain, Greece and us."""
6513,"""The recidivism rate is nearly 29 percent and has been climbing steadily since detainees began being released from Guantanamo."""
6514,"""Because of (U.S. Sen.-elect Ron) Johnson’s leadership, Senate Republicans adopted a caucus ban on earmarks."""
6515,"Sen. Kay Bailey Hutchison's ""concession speech came with less than 20 percent of the precincts having been counted.”"
6516,"""Roadside bombs are responsible for 70 percent of casualties in Iraq and these new mine-resistant vehicles can reduce those casualties by two-thirds."""
6521,"""Most funding for tuberculosis research (is) provided by the U.S. National Institutes for Health."""
6522,"Says Ronald Reagan ""talked about"" converting the United States to the metric system."
6527,"Says India ""gained jobs thanks to Romney."""
6532,“Marco Rubio le ha votado en contra a los Dreamers”.
6535,"Every time a Republican has been elected president over the last few decades, House Democrats have objected to the result"
6547,“Bennie Thompson objected to the 2004 Presidential election.”
6553,"""Right now, in the average Texas fourth grade classroom, 7 out of 10 kids cannot read at grade level."""
6557,“Virginia has the lowest standards for math and reading of all 50 states.”
6566,Says Al Gore said in 2009 that “the North Pole will be ice-free in the summer by 2013 because of man-made global warming.”
6572,The law governing the transition of presidential power “doesn’t require there to be an absolute winner. It says the ‘apparent' winner.”
6576,"“West Virginia is near last in the U.S.” rankings of education, clean drinking water, and child mortality."
6582,"“In 1983, Joe Biden voted in favor of taxing 50% of Social Security” and in 1993, Biden “was the deciding vote in raising the percentage taxed on Social Security from 50% to 85%.”"
6589,"“Kids are less likely to get it (COVID-19). You know, they’re less likely to spread. So I think there’s some pretty good data out there that will help alleviate some of the concerns.”"
6596,Says Melania Trump lied under oath in 2013 about graduating from college with a bachelor’s degree in architecture.
6608,"""When it comes to electability, every single time my party has won the presidency in the last 50 years, it’s been with a candidate who was new on the national scene, hadn’t spent a lot of time in Washington, and represented a new generation of leadership."""
6610,"""I entered as one of the poorest men in Congress, left one of the poorest men in government, in Congress and as vice president."""
6628,"Says the Trump administration has ""a scheme to try to take (Oleg Deripaska’s) ownership level down from 70 percent to roughly 40, 45"" so that the Russian company is no longer subject to sanctions."
6640,"Says the Obama administration purged ""training courses and information about Islamism, jihad, Sharia, and the Muslim Brotherhood."""
6649,"""President (Ronald) Reagan did a similar thing. George H.W. Bush did a similar order"" as former President Barack Obama’s Deferred Action for Childhood Arrivals, or DACA."
6653,"""70 percent of Florida is in drought today."""
6662,"Global warming leads to much quicker spread of the Zika virus because the increased temperature, ""makes mosquitoes mature faster,  . . . bite more due to having a higher metabolism, and makes the Zika virus inside of them incubate faster."""
6663,"In 1928 ""school boards sent home letters with children saying that if Al Smith is elected president, you will not be allowed to have or read a Bible."""
6669,"Barack Obama ""ended up getting re-elected by the largest gender gap in the history of American elections."""
6675,"Says Sen. John McCain ""told dreamers that he’ll support the Dream Act, then he voted against it."""
6678,"Says Patrick Murphy is one of ""only three Democrats in the House today who voted"" to create the Benghazi committee."
6679,"""Over 97 percent of the scientific community … believe that humans are contributing to climate change."""
6685,"We've ""lifted high school graduation rates to new highs."""
6690,"""You go down to Miami and when it's flooding at high tide on a sunny day, fish are swimming through the middle of the streets."""
6693,"Planned Parenthood ""is an organization that funnels millions of dollars in political contributions to pro-abortion candidates."""
6695,"""Any Republican that has led for two months and led every state has won the GOP nomination."""
6699,"As a senator, Hillary Clinton ""has her name on three laws in eight years."""
6703,"Says Hillary Clinton took ""money from kings of Saudi Arabia and Morocco and Oman and Yemen."""
6709,"""Texas had the worst voter participation in the country"" in the November 2014 elections."
6713,"""America’s least-trusted news sources are also its most popular."""
6720,"""97 percent of the 100 poorest counties in America are in red states."""
6721,"""The best evidence is that you lose -- if you use marijuana as a teenager regularly -- eight IQ points."""
6723,"""Congressman (Tom) Cotton is the only Arkansan in Congress -- Democrat or Republican -- to vote against disaster relief five times."""
6728,"""Sen. McConnell says it's not his job to bring jobs to Kentucky."""
6729,"""Less than 5 percent of registered users in states allowing medical marijuana have cancer or AIDS."""
6731,"A proposed amendment ""allows a teenager to get a recommendation for medical marijuana without the consent of a parent."""
6733,"""When you read the Koran, it talks about don't take Christians and Jews as your friends."""
6734,"Americans ""bought into climate change"" in 2004-06, but then most ""began wandering away from this issue."""
6738,"""We’re at the point of reaching 2 million deportations ... this is a historic level, more than any other president of the United States."""
6740,"The medical marijuana ballot initiative ""doesn’t require a physician writing a prescription"" and can be for conditions like ""having a back that needs to be scratched."""
6742,"Says in 2000, Fox News broke the story of George W. Bush’s drunk driving arrest. ""Who broke it? Fox News."""
6747,"Florida’s proposed medical marijuana amendment ""would make Florida one of the most lenient medical-marijuana states, allowing use for limitless ‘other conditions’ specified by any physician."""
6749,"Florida’s proposed amendment for medical marijuana would allow ""people who alleged minor ailments such as muscle spasms, neck pain, back pain and even menstrual cramps (to qualify) for government-sanctioned pot-smoking."""
6753,"Says President Barack Obama ""has taken 92 days of vacation since he was sworn in,"" compared to 367 for President George W. Bush at the same point in his presidency."
6754,"The ocean is now ""much more acidic . . . than it has been for many millions of years."""
6755,"""Texas ranks: #1 in worker deaths, #1 carbon emissions, #50 in high school graduates, #50 in funding for mental health patients."""
6756,"The Hispanic population in Gwinnett and Henry counties has increased by 153 percent and 339 percent, respectively, since 2000 while Republican presidential candidates are getting a smaller percentage of the vote in those counties."
6760,"Says that since he took office, ""there have been no large-scale attacks on the United States."""
6763,"University of Wisconsin System's reserves are in the ""mid- to low-range"" of comparable university systems."
6766,"The Boston Marathon bombing ""is the fifth case"" in which U.S. government officials examined individuals potentially involved in terrorism ""and felt they were no threat and they went on to carry out terrorist murders."""
6768,Rhode Island is the last state still using the Optech III P voting machines and they don’t meet suggested federal standards.
6769,"""When the president's spokesman was asked about (Anwar) al-Awlaki's son, … he said he should have chosen a more responsible father."""
6771,Says Texas ranks first among the states in the amount of carbon dioxide emitted and toxic chemicals released into water.
6776,"""For the first time in history, the share of the national popular vote margin is smaller than the Latino vote margin."""
6777,"""We’ve outdrawn the Super Bowl for a little while now in the arenas and stadiums that we’ve followed them in for the Super Bowl. We’ve gone in after [the NFL] and surpassed their ticket sales."""
6778,"Says President Obama waited two weeks to call the attack in Libya ""terror."""
6780,"""Under the Obama administration’s bailout of General Motors, Ohio dealerships were forced to close."""
6781,"It’s ""typical"" for a presidential candidate to release 10 or 11 years of tax returns."
6783,"Montana Democratic Sen. Jon Tester is ""the largest recipient of lobbyist money."""
6784,The federal government has made investments in science and technology inventing the products that led to the creation of Google.
6786,"To help balance the 2011-13 budget, Gov. Scott Walker used ""a credit card"" approach that ""pushed over $500 million in debt onto our children and our grandchildren"" costing state taxpayers ""more than $150 million in interest."""
6787,"""We have the lowest per-capita spending of any state in the nation"" except for South Dakota."
6789,"Newt Gingrich ""was fined $300,000 for ethics violations."""
6790,"""When I was fighting against cap and trade, the speaker was sitting down with Nancy Pelosi on a sofa encouraging it."""
6791,"""In campaigns in the past with Sen. McCain and President George W. Bush and others, they have tended to release tax records in April."""
6792,"Says that when Republicans held Congress and the presidency, they ""doubled the size of the (U.S.) Department of Education."""
6796,"""Traditionally, presidential candidates release their tax returns . . . Mitt Romney still won’t."""
6798,"Says Wisconsin Gov. Scott Walker ""slashed"" pensions and benefits for public employees."
6800,"""More than half of the people on food stamps today are children."""
6801,"""Because of Barack Obama 32 million new people will have healthcare."""
6802,Says Rick Perry increased spending in Texas by more than 50 percent.
6803,Says Rick Perry co-chaired Al Gore’s campaign for president.
6806,"""Since 1995, the top 400 wealthiest families have seen their incomes go up 400 percent and their tax rates go down 40 percent."""
6808,"Rick Perry ""was the (campaign) chairman for Al Gore at one time, not too many years ago."""
6809,"""Governor (Perry), you were a Democrat, having worked for Al Gore as his campaign manager..."""
6811,"Gov. Rick Scott ""is trying to get a waiver under the federal health care law that would deny consumers in Florida the right to the $60 million in rebates they have from their own HMOs."""
6815,Says recent polls show Americans agree with Republicans that the federal debt ceiling should not be raised and the debt and deficit should be dealt with mostly by cutting spending.
6818,"""For decades before I was elected, governors tried and failed to get Minnesota out of the top 10 highest-taxed states in the country. I actually did it."""
6821,"""Our debt to GDP ratios, our deficit to GDP ratios are quickly approaching the countries we have been reading about for the last year and a half. We are not far behind Ireland, Greece, Portugal and Spain and all these countries we have been reading about."""
6823,"""We have dozens of districts that go for 150 to 200 miles, splitting counties, splintering cities and connecting areas that have very little in common."""
6824,"The U.S. ""had the opportunity with Israel coming and talking to us about improving our security screening procedures, and we turned them down."""
6825,"Republicans ""created a trillion dollar prescription drug entitlement program without paying for it."""
6829,"Says Roy Blunt ""secretly inserts language to benefit tobacco giant Philip Morris"" into a national security bill while ""Blunt's girlfriend and son are lobbyists for the cigarette company, and just days earlier, 26 Philip Morris executives wrote checks to Blunt totaling $23,000."""
