,claim
6059,Says Georgia Secretary of State Brad Raffensperger “faces espionage charges.”
6060,News outlets reported that the Nashville bomber died of COVID-19.
6061,Say North Carolina Gov. Roy Cooper was arrested for driving while intoxicated in Stanly County.
6063,Says Joe Biden is wearing a foot boot to hide an ankle monitor.
6064,Dominion and Smartmatic “have closed up shop” and executives are “on the run.”
6065,Photo shows Time magazine cover with Barack Obama that says “Treason.”
6066,Says George Soros was arrested in Philadelphia for election interference.
6067,“The MOB in PA was HIRED by the Biden team to create fake ballots by the thousands!!”
6068,“Biden campaign director arrested for electoral fraud.”
6069,Detroit election worker trainings “reveal the mechanisms of the planned theft of the election”
6070,"“Active crime scene in Spalding County, Ga., where ballots for President Donald Trump were discovered in a dumpster.”"
6071,"Says “the city of Austin is a disaster if you haven’t been there. A great city, now one of the most dangerous cities in America and definitely in Texas.”"
6072,"Detroit has “2,503 dead people registered” including “one voter born in 1823.”"
6074,"“Our doctors get more money if somebody dies from COVID. … So what they do is they say, ‘I'm sorry, but, you know, everybody dies of COVID.’"""
6075,“Joe Biden called Black youth super predators.”
6076,Says Kamala Harris said looters are just feeding their hungry kids.
6078,If you know someone's name and date of birth you can change their votes on Oregon’s voting website.
6079,"Says Anthony Fauci was indicted “for crimes including treason, conspiring with the enemy and fraud.”"
6080,Says Nancy Pelosi was photographed with the Manson Family.
6081,"Changes to DACA during his administration are ""because of the pandemic."""
6082,"""They eliminated the funding for community policing."""
6083,"Says Nicole Galloway's campaign “is being bankrolled by the same extremists who want to defund our police."""
6086,"During the Obama/Biden administration “18,000 people got clemency.”"
6088,Says House candidate Jon Hoadley voted to defund the police
6089,"“Biden said today, if he loses, his people will keep burning, looting and killing.”"
6090,“There's no court session between now and the end of this election.”
6091,“Kim Martin Morrow the CEO of Netflix has just been charged with 15 charges for child pornography”
6093,"“Canada has just criminalized all CV19 measures requiring masks, distancing, quarantining & vaccines.”"
6094,Most of the wildfires on the West Coast are “all being started by antifa.”
6095,"“Feds Seize 19,888 Fake State Driver Licenses (Made in China) in Chicago O'Hare Airport - ALL Registered to Vote -- ALL Demorats!”"
6096,"More than 500,000 mail in ballots in Virginia and 200,000 in Nevada were sent to dead people or pets"
6098,"""PEDOPHILIA is now LEGAL in CALIFORNIA. Now a 21 year old can have sex with an 11 year old, and not be listed on the sex registry as a sex offender."""
6099,“Says authorities found 39 children in a double wide trailer in Georgia and it's not the biggest news story in America.”
6101,“Cuomo ended cash bail ... and now the crime rate has gone through the roof.”
6106,"Says President Barack Obama “spied on my campaign, and got caught!”"
6107,“Cal Cunningham has been silent on this on defunding the police; I assume his silence is consent.”
6108,Photo shows Barack Obama and George Clooney in a compromising situation with a child.
6110,"The FBI raided a “Cleveland office linked to Ukraine. Biden, Pelosi, Kerry and Romney all had sons getting tens of millions of dollars from no-show jobs in Ukraine.”"
6111,Say Joe Biden is a pedophile.
6112,A photo showing Ellen DeGeneres with a girl is evidence of a child sex-trafficking conspiracy.
6113,"Photos show Portland, Ore., after protests."
6114,Says Gov. Gretchen Whitmer “defunded the Michigan State Police and the prisons.”
6115,Says Tom Hanks was “arrested in Australia for pedophilia.”
6116,"Says Barack Obama ""signed the law authorizing federal agents to snatch protesters off the streets” in Portland, Ore."
6117,“Since Trump labeled ANTIFA a terrorist organization their rights were stripped by the Patriot Act which states if someone is labeled a terrorist they are not afforded due process.”
6119,"A Joe Biden-Bernie Sanders “unity” policy document shows “they want to abolish our police departments. They want to abolish our prisons, I guess.”"
6120,"Says Amber Alerts are issued for white kids ""but not Black kids in Milwaukee."""
6121,"“Hillary Clinton is on trial, she (supposed) to have killed” a 10-year-old girl."
6125,"Protest vandalism in Richmond “all started two weeks ago when Mayor Stoney’s police gassed - tear gassed - a peaceful crowd of protesters, moms and children, at 7:30 p.m. sharp.”"
6127,Says NASCAR announced that driver Bubba Wallace mistook a serpentine automotive belt for a noose in his garage stall.
6129,Says these “elite” figures are on house arrest with ankle monitors “due to child trafficking crimes.”
6130,“President Obama and Vice President Biden never even tried to fix this (police reforms) during their eight-year period.”
6132,“More than 20 police officers are dead now because of the riots.”
6133,"Says Ohio Gov. Mike DeWine released 4,300 prisoners and is now warning residents of a possible crime wave."
6134,“Italian Parliament Calls For The Arrest of Bill Gates”
6136,Says “the feds closed the courtroom” when El Chapo started naming Democrats he paid off.
6137,"If masks prevent coronavirus, governors would have given them to prison inmates instead of releasing them."
6139,People are handing out masks “doused with chemicals which knocks you out cold” so they can rob you.
6141,Says Jill Karofsky as a prosecutor “went easy on” a Madison man in a 1999 sexual assault case
6142,"""If you are in Las Vegas and you get a knock on your door from NV Power, 2020 Census or CVD-19 testers, do not open your door. They are robbing people at gunpoint."""
6144,“People are going door to door in Colorado Springs stating they are COVID testing so they can rob people!!!!”
6145,“The CDC can detain anyone with a fever — indefinitely. … Vaccination (is) a way people could get out of detention.”
6150,“Violent crime rates increased in all but two Wisconsin cities between 2008 and 2017.”
6152,Says Mitt Romney voted against convicting President Donald Trump because Burisma board member Joseph Cofer Black “is Romney’s national security advisor” and because of ties to Obama CIA director John Brennan.
6153,Says George Soros was an “SS in the National Socialist German Workers Party. Nazi Party.”
6154,Says Paul Walker was set to come forward to expose “Clinton Foundation crimes against children in Haiti” before he was killed.
6155,"""Virginia Democrats Push Legislation to Make Criticism of Government Officials a Criminal Offense."""
6156,"The city of Austin has ""removed, seemingly, any legal consequences to the actions where the homeless lie, sleep, where they defecate."""
6158,"Says J. David Cox, ""the boss"" of the jail guards ""who were supposed to keep"" suspected sex trafficker Jeffrey Epstein alive, is also ""friends with Bill and Hillary Clinton."""
6159,"Nancy Pelosi assured Iran that Trump will ""pay for his crimes."""
6161,A video shows Joe Biden making a racist comment.
6165,"Says immigrants wanted by ICE have victimized ""tens of thousands of children"" in North Carolina."
6168,Says former Democratic Sen. Harry Reid has an outlaw horse thief ancestor and Reid’s office offered a spin-job biography about the man.
6170,Says a zip tie attached a car is a sex trafficking tactic to mark women as a target and abduct them.
6171,"""Many of the people in DACA, no longer very young, are far from ‘angels.’ Some are very tough, hardened criminals."""
6172,"Says Obama said black people have the ""worst jobs, the worst housing"" and face rampant police brutality, ""but when so-called black committeemen came around election time we’d all line up and vote the straight Democratic ticket, sell our souls for a Christmas turkey."""
6174,"Says if an unmarked car tries to pull you over, you should dial 112 to confirm it’s actually a police officer because the number provides ""a direct link to state trooper info,"" and that ""this applies in all 50 states."""
6175,"""Matt Gaetz has had numerous DUIs and his dad got him off each time. He was part of a company that had to pay 75 million in hospice fraud. They stole from dying people."""
6182,"""Elijah Cummings’ house was broken into after Trump publicly attacked him on Twitter."""
6184,"Says Donald Trump said, ""Immigrants aren’t people, they’re animals."""
6186,"Says Robert Mueller ""didn’t follow the special counsel regulations. It clearly says write a confidential report about decisions reached. Nowhere in here does it say write a report about decisions that were not reached."""
6187,"Says President Donald Trump is one of ""only three people that won the Ellis Island Award for their work within the black community."""
6188,"Says the FDA will now require sealed ice cream cartons in response to the Blue Bell ice cream licker, thus driving up the cost for consumers."
6189,"Former President Barack Obama gave Presidential Medals of Freedom to Bill Cosby, Anthony Weiner and Harvey Weinstein."
6192,Says a photo shows Jeffrey Epstein smirking as Donald Trump inappropriately touches a young girl.
6195,"Says U.S. Rep. Justin Amash ""votes more with Nancy Pelosi than he ever does with me."""
6198,Says Hillary Clinton was to be indicted over the Whitewater scandal four days before documents related to the case were destroyed in the Oklahoma City bombing.
6199,"""There are statistics out there that show the number of women who died from illegal abortions prior to Roe v. Wade, that number has skyrocketed since with women dying more with legal abortions."""
6201,"""North Carolina last year was second in the nation in overdose deaths"""
6203,"Says Donna Brazile is a ""criminal."""
6204,ATM users in distress can enter their PIN backwards to secretly call the police.
6205,"""Nationally, they predict prison populations on the basis of third-grade achievement."""
6206,"During her tenure as county attorney in Minnesota, ""there was a 65 percent decrease in incarceration of African-Americans."""
6207,"'Over 40 percent of African-American men in (Milwaukee County) have been going to prison for low-level drug offenses, and I think a hundred times that in the city of Madison."""
6208,"Says Paul Manafort’s sentencing judge, Amy Berman Jackson, ""conceded that there was absolutely no evidence of any Russian collusion in this case. So that makes two courts. Two courts have ruled no evidence of any collusion with any Russians."""
6212,Says President Barack Obama is urging Chicago’s mayor to pressure prosecutors into not charging Jussie Smollett.
6213,"""In 2017, illegal aliens murdered 1,800 Americans."""
6215,"Says Susana Mendoza is a supporter of the death penalty who could administer it herself and ""‘...sleep like a baby at night…’"""
6216,"""The border city of El Paso, Texas, used to have extremely high rates of violent crime — one of the highest in the country, and considered one of our nation's most dangerous cities. Now, immediately upon its building, with a powerful barrier in place, El Paso is one of the safest cities in our country."""
6217,"Muslim immigrants were responsible for 11,000 of 13,000 knife attacks in London in the past 12 months."
6218,Says George Soros was arrested in Switzerland for a web of crimes based on information provided by Barack Obama.
6220,"""Lettuce killed more Americans this year than undocumented immigrants."""
6222,"""Since 2001, 63,000 of us were murdered by illegal aliens.""  ​"
6230,"""A 97 year-old Holocaust survivor was killed for being Jewish yesterday. In the United States. Let that sink in."""
6233,"Says he didn't cancel a political rally because after Sept. 11, ""the New York Stock Exchange was open the following day."""
6234,"""Man dug tunnel from home to the pub and drank every night while his wife slept."""
6235,"""As a 27 year old staff attorney for the House Judiciary Committee during the Watergate investigation, Hillary Rodham was fired by her supervisor, lifelong Democrat Jerry Zeifman. When asked why Hillary Rodham was fired, Zeifman said in an interview, ‘Because she was a liar. She was an unethical, dishonest lawyer, she conspired to violate the Constitution, the rules of the House, the rules of the Committee, and the rules of confidentiality.’"""
6237,"Says Ohio congressional candidate Danny O’Connor ""would make Columbus a sanctuary city for illegal immigrants."""
6244,"Says Rep. Kyrsten Sinema supported a bill that is ""essentially encouraging child trafficking."""
6247,"Every former North Carolina governor opposes ""constitutional amendments Raleigh lawmakers put on the ballot this fall."""
6258,"A proposed constitutional amendment ""will pave the way for making abortion illegal under North Carolina’s constitution."""
6267,"""Puerto Rico mayor facing fraud charges over $3M in federal disaster relief"""
6270,"""The servers of the Pakistani gentleman that worked on the DNC"" are ""missing."""
6271,"""$1.8 billion Of Soros’ money just intercepted – he could officially go to prison for years"""
6272,"""Broward County Sheriff fired for lying about Parkland."""
6273,"""Justice Kennedy quit because he and his son helped Trump launder illegal Russian money through Deutsche Bank."""
6274,"""I have watched ICE liberate towns from the grasp of MS-13."""
6275,"""Burka clad woman runs over baby, gets away with crime for one stunning reason ..."""
6277,"""Bill Clinton passed a law in 1996 that separated children from adults illegally entering America."""
6281,"""I’m in prison for practicing politics."""
6283,"Says ""Nancy Pelosi came out in favor of MS-13."""
6284,Says a young Texas rapper charged with capital crimes faces the death penalty but the alleged Santa Fe High School shooter faces prison and then parole after 40 years.
6285,"Says Jim Sensenbrenner ""has been in office for 40 years"" and ""he's led on exactly one bill,"" the Patriot Act."
6286,"Antonio Villaraigosa's ""recklessness (as mayor of Los Angeles)  ... left no funding to test 7,000 rape kits, putting public safety at risk."""
6288,"""Eric Schneiderman helped NXIVM sell child sex slaves to the Clintons"""
6290,"Says ""precisely zero terrorists, terrorist groups or terror plots have ever been connected with the U.S.-Mexico border to do harm to people within the United States."""
6291,"""Smallville star confesses she sold children to Rothschilds and Clintons."""
6293,"""James Comey Memos just out and show clearly that there was NO COLLUSION and NO OBSTRUCTION"""
6297,"""Trey Gowdy breaks his silence after 2 of his investigators are found tortured and killed."""
6299,"""Obama just broke federal law in attempt to take over presidency from Trump."""
6300,Say Charleston church shooter Dylann Roof was raped and beaten in prison.
6303,"""Democrats are nowhere to be found on DACA."""
6306,"The ""FBI was actively investigating Hillary Clinton's use of a private email server"" on Sept. 2, 2016."
6307,"""Californians are overwhelmingly against this concept of the illegal sanctuary state."""
6313,"""Almost half of all vehicles stolen in Texas each year had keys left inside."""
6317,"""Breaking: woman says she was offered big money by Washington Post to accuse Roy Moore of misconduct."""
6320,"""Hillary Clinton lied many times to the FBI."""
6327,"""Liberals in County Hall want our community to be a sanctuary county"""
6328,"Says Jake Tapper said Allahu Akbar was a ""beautiful phrase"" after a terrorist attack in New York."
6334,"A Homeland Security study ""showed 120 murders took place that could have been prevented had communities been working with ICE and Homeland Security."""
6335,"""Susan Rice arrested for criminal ‘unmasking’ of Trump officials."""
6339,"Says his conviction is ""a political witch hunt by holdovers in the Obama justice department."""
6340,"""President (Donald) Trump pardons Kim Davis."""
6341,Says Rick Kriseman is $35 million over budget on St. Petersburg’s new police station.
6351,"Says former Rep. Michele Bachmann said that ""White People Have Suffered More In The Last 8 Years Than Blacks Did During Couple Years Of Slavery."""
6354,"Says Miami-Dade Circuit Court Judge Milton Hirsch ""is constantly overturned."""
6356,"Says John Podesta ""refused to give the DNC server to the FBI and the CIA. Disgraceful!"""
6357,"Giving a committee chair’s stipend in the New York State Senate to another member of that committee ""has been, in fact, a legislative practice for decades."""
6359,Minnesota imposed an Islamic anti-blasphemy law.
6360,Says investigators have found remains of missing women in steel barrels buried on Bill and Hillary Clinton’s property.
6362,Says former FBI Director James Comey admitted to leaking classified information.
6363,"""You can collude all you want with a foreign government in an election. There's no such statute"" (that makes collusion a crime)."
6364,"Says U.S. Rep. Trey Gowdy’s 8-year-old son found dead ""in a dumpster in D.C."""
6366,There is no ‘backlog’ of untested rape kits in Wisconsin.
6373,Says police officers smoke marijuana once a year as part of their jobs.
6376,"""Data shows that vehicle break-in is the No. 1 crime in the city, but also the No. 1 crime in the South Side Flats, and it’s closely followed by assault."""
6377,"Says North Carolina's replacement for HB2 ""orders NC cities to discriminate against LGBT people until at least 2020 and unfair ‘bathroom bans’ remain."""
6378,"""Doctors who discovered cancer enzymes in vaccines all found murdered."""
6380,"""Muslims get their way--Illinois will permit wearing burqas in driving licenses photos"""
6382,"""A New York man has allegedly infected 240 people with the HIV virus by sleeping with men and women."""
6383,"""Ken Starr’s plane just disappeared on his way to D.C. to testify against Hillary (Clinton)."""
6384,"Says ""(Barack) Obama’s mother-in-law charged with larceny and fraud."""
6385,"Says ""the New York Times wrote about"" Barack Obama wiretapping Donald Trump during the election."
6397,"""The murder rate in our country is the highest it’s been in 47 years."""
6401,"Says John Podesta’s email password was ""password."""
6402,"""Beginning on Jan. 1, prostitution by minors will be legal in California."""
6411,"""FBI confirms evidence of huge underground Clinton sex network."""
6418,"Says drug dealers have ""overdosed on purpose"" to avoid prosecution."
6425,"Says after Hillary Clinton helped a man accused of raping a 12-year-old, ""she's seen laughing on two separate occasions, laughing at the girl who was raped."""
6435,"""Food stamps have gone up two-and-a-half times under Barack Obama."""
6436,"""Donald Trump’s been completely consistent"" about his plan for nonviolent undocumented immigrants."
6440,"""Inner-city crime is reaching record levels."""
6441,"As governor, Tim Kaine ""oversaw a huge increase in illegal immigration, a tremendous increase."""
6447,"Donald Trump says ""all Mexicans are rapists."""
6458,"""Hillary Clinton is for open borders."""
6459,"""The Cleveland police has issued a stand down order to officers."""
6460,"""What the facts say"" is ... ""the best scenario for kids is a loving mom and dad."""
6466,"Says Hillary Clinton ""presided over $6 billion lost at the State Department, sold uranium to the Russians through (her) faux charity, illegally deleted public records, and murdered an ambassador."""
6468,"Says Hillary Clinton’s immigration platform would ""create totally open borders."""
6475,"""Crime is rising."""
6478,"Nevada Democratic Party leaders ""hijacked the process on the floor"" of the state convention ""ignoring the regular procedure and ramming through what they wanted to do."""
6480,"""There is a 34 percent increase in violent crime in the state of California. … And that’s just within the last year."""
6486,"Statistics show ""you are about nine times more likely to be assaulted by a taxi driver"" in Austin than a driver for a ride-hailing service."
6488,"""It’s clear"" that Hillary Clinton ""violated national security laws."""
6492,Says there are no political prisoners in Cuba.
6493,"""The right-wing extremists are trying to take this seat so they can push their anti-choice and anti-equality agenda through our State House."""
6500,"""This is the true picture of ‘Milwaukee's Renaissance’ after 12 years of Mayor Tom Barrett's leadership."""
6501,"Says Sarah Huckabee Sanders tweeted, “It’s ‘odd’ that the ANTIFA insurgency happened just as COVID-19 loses steam It’s ‘odd’ that COVID-19 happened the moment impeachment failed. It’s ‘odd’ that impeachment happened the moment Russian hoax failed. The Russian hoax happened because Hillary lost? Notice the pattern?”"
6503,"""Trump bailed out Wall Street, but not Main Street."""
6504,"Says ex-Lt. Gov. Evelyn Sanguinetti ""publicly did not stand in opposition to"" former Gov. Bruce Rauner’s decision to sign a bill that expanded the public funding of abortions in Illinois."
6505,"""Newspapers have framed this election as my fight against the Illinois mafia."""
6506,"""Rauner made you pay for abortions in all nine months of pregnancy."""
6508,"The five Guantanamo detainees swapped for Bowe Bergdahl are ""back on the battlefield."""
6510,"Says Republican Rep. Charlie Dent wants to kick the Freedom Caucus out of the Republican conference ""for voting our conscience."""
6511,"The five Guantanamo detainees swapped for Bowe Bergdahl ""are right now back on the battlefield."""
6517,A map shows “all the cargo ships backed up by the Suez Canal. Get ready for shortages and prices to skyrocket.”
6519,“Myanmar used Dominion Voting Systems.”
6520,"“President Trump just announced that the ‘biological’ lab in Wuhan where the COVID-19 virus was created was ‘funded’ by President Barak (sp) Hussein Obama in 2015 to the tune of $3,800,000 American dollars!”"
6528,"Tom Hanks shouting ""sexy baby"" is connected to Jeffery Epstein and pedophilia."
6529,“Saudi team gets $460K Rolls-Royces for upset win.”
6530,Democrats used “47 million mail-in ballots” to steal “every election in the country.”
6533,Mailing in a ballot “gives the bad guys a chance to know how many ballots they need to make.”
6536,A CNN report on 9/11 proved that a plane never hit the Pentagon.
6538,"“El congreso acaba de aprobar un reciente proyecto de ley para todos los que tengan más de $10,000 de deuda”."
6539,"""Urgente! China confirma la invasión de Los Ángeles y Baja California! Prepararon 1000 destructores!"""
6540,"""Urgente! China prepara un ataque nuclear desde el espacio! Nueva York en alerta roja!"""
6541,Una ballena se traga a dos mujeres en California.
6542,"""El 11 de mayo de 1987, el London Times informó en su portada: ‘La OMS entregó 50 millones de vacunas contra la viruela del mono, estas provocaron el SIDA a los africanos’."""
6543,"Video shows Donald Trump at an Alabama rally on July 13, 2022."
6544,Pilotos protestan contra vacuna COVID-19 en aeropuerto de Atlanta.
6545,"Esta grabación muestra una llamada al 911 de los migrantes atrapados en un camión en San Antonio, Texas."
6546,“American oil is … more affordable” than foreign oil.
6548,"ICE está en Uvalde, Texas, “entonces los padres indocumentados tienen que temer la deportación antes de verificar si sus hijos están vivos""."
6549,"El atacante en Uvalde, Texas estaba en Estados Unidos ilegalmente."
6550,No planes are visible in footage of the 9/11 attack.
6551,“Republicans DO NOT want to throw doctors” in jail.
6552,"The word ""alcohol"" derives from the Arabic term for ""body-eating spirit"""
6554,"""Even the WHO has conceded that the (SARS- CoV-2) virus … is no more dangerous than the common flu, with an infection fatality rate of 0.14%."""
6555,The COVID-19 vaccines cause AIDS.
6556,"“The day Al Gore was born there were 130,000 glaciers on Earth. Today, only 130,000 remain.”"
6558,Al-Qaida is “gone” from Afghanistan.
6559,"Says Al Jazeera tweeted, “#BreakingNews Taliban started abducting minor girls from their home. The parents who are refusing to give their daughters to Taliban are being killed by Taliban fighters.”"
6560,"“In South Dakota, I’m putting prayer back in our schools.”"
6561,Photo shows Tom Hanks after “wife Rita exposed his condition after he was spotted in a bad state. Tom will spend the remainder of his life in and out of hospitals.”
6562,Photos show a photojournalist crying while capturing pictures of the Aqsa Mosque in Jerusalem.
6563,Magnet video proves COVID-19 vaccines contain microchips.
6564,“Actor Tom Hanks has passed away age 63.”
6565,"""Some people are going to die from the vaccine directly. But a large number of people are going to start getting horribly sick and get all kinds of autoimmune diseases."""
6567,"The COVID-19 vaccine could lead to prion diseases, Alzheimer’s, ALS and other neurodegenerative diseases."
6568,Photo shows the “USS Al Gore Global Warming Research Vessel” covered in ice.
6569,Says Bill Gates said “at least 3 billion people need to die” from the planet.
6570,“One of the first nurses to receive the vaccine in AL is now dead.”
6571,"The American Medical Association rescinded a previous statement and now says ""hydroxychloroquine is okay"" for COVID-19."
6573,The media called the 2016 election for Hillary Clinton.
6574,"Says The Washington Times ran a front-page headline that said, “President Gore.”"
6575,Philadelphia is “clouding the vote counting in a shroud of darkness.”
6577,“USPS failed to deliver 27% of mail-in ballots in South Florida”
6579,Says Joe Biden was “wearing a wire” during the first presidential debate.
6580,"“Amy Coney Barrett has said that a woman should not be able to own property, buy or sell without the permission of her husband or a male relative.”"
6581,"Like Al-Qaeda and ISIS, Amy Coney Barrett has said her “end goal is to end the separation of church and state & build a ‘Kingdom of God’ in the United States.”"
6583,“Not one politician has died from the virus.”
6584,Says Melania Trump is the “first FLOTUS to visit troops in a combat zone since 1969.”
6585,Clicking on this link in a text message lets sex traffickers track you.
6586,"""Third party votes only siphon from (Democrats).”"
6587,"The Beirut explosion was linked to “human trafficking by HRC."""
6588,“@Mark Warner and his party bosses are calling to defund the police...”
6590,Says Osama bin Laden endorsed Joe Biden
6592,“Democrats introduce bill to ‘euthanize seniors’ to save Social Security.”
6594,Says Queen Elizabeth said Philippine President Rodrigo Duterte “is the kind of leader who knows the way .... Filipinos are very lucky to have him.”
6595,“The coronavirus was invented and patented in the USA and then planted in China.”
6597,"Says photos show Barack Obama, Hillary Clinton and Condoleezza Rice posing with Osama bin Laden."
6598,"“Dinesh D’Souza passed away."""
6600,"Says the House impeachment vote was the third by Democrats — ""They tried to impeach Trump for criticizing the NFL and for some other things."""
6601,"""‘He’s low risk,’ said Obama before freeing ISIS leader al Baghdadi."""
6603,"Says Qassem Soleimani ""assisted in the clandestine travel to Afghanistan of 10 of the 12 terrorists who carried out the September 11 terrorist attacks in the United States."""
6605,Says the NAACP endorsed Donald Trump in the 2020 election.
6606,"Says Nancy Pelosi said, ""It is dangerous to let the voters decide Trump’s fate."""
6607,"""All signs seem to point to Hillary (Clinton) laying the groundwork to run for president again."""
6609,Says a photo shows Hillary Clinton shaking hands with Osama bin Laden.
6611,"Quotes Trump as saying, ""Fine you boo me DC? Go #Astros, Texas loves me, I get the best kind of love there. I’ll be renaming the White House the Orange House."""
6612,Says a photo shows a dog who has slept by his master’s grave every night for seven years.
6613,"Says Ilhan Omar ""partied"" on the anniversary of 9/11."
6615,"Says President Barack Obama made it ""legal"" for the media to ""purposely lie"" to the public when he ""quietly signed into law HR 4310 in 2012."""
6617,"Says that when his supporters chanted ""send her back"" about Ilhan Omar, he stopped it."
6618,"""When I became president, President Obama had a separation policy. I didn’t have it. He had it."""
6621,"""The day Al Gore was born, there were 130,000 glaciers on earth. Today, only 130,000 remain."""
6622,"""Congress quietly repealed the McCarran Warner Act of 1952 forbidding Muslims from holding office."""
6624,Undocumented immigrants get Medicare for free.
6625,"Says Hillary Clinton said, ""This planet might be able to support perhaps as many as half of a billion people who could live a sustainable life in relative comfort. Human populations must be greatly diminished, and as quickly as possible to limit further environmental damage."""
6626,A photo shows Joe Namath and Al Woodall kneeling on the sideline of a football field during the national anthem.
6627,Says U.S. Rep. Rashida Tlaib was photographed in front of a picture of Osama bin Laden and an ISIS flag.
6629,Three naked women in photo are campaigning for the Democrats.
6630,"""Tina (Smith) profited from the opioid crisis."" ​"
6632,"""We’re making (Medicare) stronger. We’re making Social Security stronger."""
6634,"""The Electoral College is much more advantageous for Democrats."""
6635,"""Mexico’s Next President Calls for An Invasion Of The US"""
6636,"""Obama Announces Bid To Become UN Secretary General"""
6637,"Says Buzz Aldrin ""passes UFO lie detector test leaving experts convinced that he encountered alien life."""
6638,"""BREAKING Trump Removes Muslim Federal Judge For Trying To Implement Sharia Law In America"""
6641,"""Roy Moore’s accuser arrested and charged with falsification."""
6642,"""Saudi Arabia to Behead 6 School Girls for Being With Their Male Friends Without Parents or a Guardian"""
6643,"""Melania Trump: 'If ISIS Lays a finger on Barron, I’ll scratch Obama’s eyes out.' """
6644,Bowe Bergdahl wanders off during court-martial
6645,"Says a Washington Post reporter is ""calling to find out if anyone at this address is a female between the ages of 54 to 57 years old willing to make damaging remarks about candidate Roy Moore"" for up to $7,000."
6647,"""So the number on DACA is 800,000, but every one person can bring in their entire extended family once they reach a certain status. So it's 3 or 4 million, right?"""
6650,"""5.7 million -- that’s how many illegal immigrants might have voted"" in 2008."
6651,"""Libtard hero Al Franken forced to resign in disgrace."""
6652,"""Edward Snowden: Osama bin Laden is still alive living in the Bahamas."""
6657,"""I’ve been on the Armed Services (Committee) for 10 years. No call or meeting w/ Russian ambassador. Ever."""
6658,"""Look at what’s happening last night in Sweden. Sweden, who would believe this? Sweden. They took in large numbers. They’re having problems like they never thought possible."""
6659,"""Final election 2016 numbers: Trump won"" the popular vote."
6661,"""Amendment 1 protects Florida seniors from scams and rip-offs."""
6665,"Says ""11 straight years of no major hurricanes striking land"" in the United States ""bores a hole right through the whole climate change argument."""
6667,"Says Hillary Clinton aide Huma Abedin has ""ties to the Muslim Brotherhood."""
6668,"That 59 divisions in Philly had no votes for Romney in 2012 is ""(a) mathematical and statistical impossibility."""
6672,"Gov. Terry McAuliffe ""has made several statements that he would love to be in a Cabinet secretary position with the Clinton administration."""
6674,"""No one in American history has moved from a June 16 announcement to a May 26 winning of a majority. Trump's achievement is remarkable."""
6676,"A three-cents-per-ounce soda tax in Philadelphia ""would result in the loss of 2,000 family-sustaining Teamster Union jobs and countless other jobs in the beverage industry."""
6680,"""Out of 67 counties (in Florida), I won 66, which is unprecedented. It's never happened before."""
6684,"""A lot of student loans are already refinanced by the federal government."""
6686,"""Our larger domestic threat is from racial supremacist groups."""
6687,"The 9/11 terrorists' friends, family, girlfriends in the United States ""were sent back for the most part to Saudi Arabia. They knew what was going on. They went home, and they wanted to watch their boyfriends on television."""
6689,"""If Trump had just put his father’s money in a mutual fund ... he’d have $8 billion."""
6696,"The claim that 97 percent of scientists believe humans are causing climate change has been debunked by the ""head"" of the United Nations Intergovernmental Panel on Climate Change. ""That number was pulled out of thin air."""
6697,"Democratic Sens. Ed Markey, Al Franken and Jeanne Shaheen ""took Bribes From Iran … They Back Insane NUKE Deal."""
6708,"""Nobody suffered any lasting injuries"" from the CIA interrogation program."
6711,"""According to recent reports, a group of death panels organized under Obamacare ordered their first execution."""
6712,"The proposed mine in northern Wisconsin would be built without any government oversight, and will be nine miles long."
6714,"""We’re above 800 million Muslims radicalized, more than half the Muslims on Earth That’s not a minority. That’s now a majority."""
6715,"""Jeanne Shaheen was principally involved in a plot with Lois Lerner and President Barack Obama’s political appointee at the IRS to lead a program of harassment against conservative nonprofit groups during the 2012 election"""
6717,"""Over 73% of all donations raised (from the ALS Ice Bucket Challenge) are going to fundraising, overhead, executive salaries, and external donations."""
6719,"""Global warming is a hoax."""
6722,"Fox News is ""banned in Canada"" because it violates a law that ""prevents ‘news’ channels from lying to their viewers."""
6724,"Says President Barack Obama said when ""we got bin Laden, terrorism problem solved."""
6725,"The proposed Gogebic iron ore mine is ""just up the hill"" from the Apostle Islands National Lakeshore caves along Lake Superior."
6735,"Says Al Franken ""voted to exempt himself and Congress from enrolling in (the Affordable Care Act marketplaces)."""
6736,"Wisconsin is ""one of the bluest"" states, but under Scott Walker its unemployment rate ""is around 3.5%."""
6739,"President Barack Obama shut down NASA space flights and turned the agency ""into a Muslim outreach department."""
6743,"For ""the past year, I was censored"" and muzzled."
6744,"Under a proposed bill, a $100,000 home’s flood insurance premium would be ""maybe $200 or $300 annually."""
6750,"""On (the federal minimum wage of) $7.75, you can’t even make half the poverty level."""
6752,"""Obama Declares November National Muslim Appreciation Month."""
6761,"Boston Marathon bombing suspect Tamerlan Tsarnaev is buried ""not far"" from President Kennedy’s grave."
6765,Says al Qaeda has camps with the drug cartels in Mexico.
6767,"""Demand for public transportation is reaching record levels in Wisconsin."""
6770,"Of $60 billion Congress approved in response to Hurricane Sandy, ""only 10 percent was for disaster relief."""
6772,"""Throughout, we have kept Congress fully informed of our efforts"" to create a legal framework on counterterrorism."
6774,A Paul Ryan-Scott Walker (or Scott Walker-Paul Ryan) ticket for the White House in 2016 would be unconstitutional because both men live in Wisconsin.
