,claim,truth_value
6025,Your Friday Briefing. Volodymyr Zelensky’s return to Ukraine.,meter-true
6026,"Congress Votes to Expand U.S. Power to Prosecute International War Crimes. Passed after an address by Ukraine’s leader, the bill would allow foreigners in the United States who are suspected of war crimes to be tried even if the crime was overseas and the victim was not American.",meter-true
6027,"Biden’s America Finds Its Voice. Volodymyr Zelensky, president of Ukraine, reminds us of our timeless cause.",meter-true
6028,"Ukraine Buoyed by Hero’s Welcome for Zelensky in Washington. Ukrainians, many left in the dark and cold by Russian airstrikes, drew solace from President Volodymyr Zelensky’s speech to Congress.",meter-true
6029,"Zelensky’s Weapons Wish List Goes Mostly Unfulfilled on Trip to Washington. The Biden administration continues to balk at sending U.S. battle tanks, fighter jets and long-range missiles to Ukraine.",meter-true
6030,"Your Friday Briefing: A Times Investigation Into Bucha. Also, Benjamin Netanyahu is poised to lead Israel again and the week in culture.",meter-true
6031,"Washington says North Korea is delivering arms to the Wagner Group for Russia’s use in Ukraine.. The paramilitary group has played a central role in Russia’s efforts to storm the city of Bakhmut in Donetsk Province, which borders Luhansk.",meter-true
6032,"At France’s Oldest Christmas Market, Energy Crisis Dims Festive Spirits. Amid soaring gas prices and the war in Ukraine, Strasbourg’s Christkindelsmärik, like holiday fairs across Europe, has faced a tough question: “How do you balance magic and responsibility?”",meter-true
6033,"Germany accuses one of its intelligence officers of being a Russian spy.. The suspect, a German citizen, is being charged with treason. He is accused of passing state secrets to Moscow.",meter-true
6034,Zelensky’s Appeal for More U.S. Support. Readers praise his resolve and urge America to do more to help Ukraine. Also: Gene editing; Israel’s future; our carbon footprint. ,meter-true
6035,"The Choreographer Alexei Ratmansky Is Leaving American Ballet Theater. Ratmansky, the company’s artist in residence for 13 years, has been lauded for his technical virtuosity and ability to communicate emotion to audiences.",meter-true
6036,Belarus’s leader tries to play down suggestions that recent military moves were aimed at Ukraine.. Some Ukrainian officials have warned that a military exercise involving Russia could be a precursor to a new offensive aimed at Kyiv.,meter-true
6037,"Senate Passes $1.7 Trillion Spending Bill, in Bid to Avert Government Shutdown. The bill, which would provide nearly $50 billion in aid to Ukraine, now heads to the House for a vote where it is expected to pass before being sent to President Biden.",meter-true
6038,The Olive Green Sweatshirt Goes to Congress. President Volodymyr Zelensky of Ukraine came to Washington wearing his reality on his sleeves.,meter-true
6039,"Frontline City’s Final Food Stand Finds a Way to Keep the Pizza Coming. Despite all the shelling, and with no electricity, one snack shop is still serving the soldiers and citizens who have stayed in Bakhmut, Ukraine, a pivotal battleground in the war.",meter-true
6040,"Trump Oversight. After years of evading congressional investigators, Donald Trump is taking hits.",meter-true
6041,"For Zelensky, a Celebration of Resilience and a Sales Pitch for Support. For all the talk of victory, President Volodymyr Zelensky’s remarks in Washington revealed hints about his worries for the year ahead.",meter-true
6042,"Caught on Camera, Traced by Phone: The Russian Military Unit That Killed Dozens in Bucha. Exclusive evidence obtained in a monthslong investigation identifies the Russian regiment — and commander — behind one of the worst atrocities in Ukraine.",meter-true
6043,"Caught on Camera, Traced by Phone: The Russian Military Unit That Killed Dozens in Bucha. Exclusive phone records, documents, interviews and thousands of hours of video reveal how a Russian paratrooper unit killed dozens of people on one street in March.",meter-true
6044,Your Thursday Briefing. Volodymyr Zelensky visited President Biden in his first known trip outside Ukraine since Russia invaded.,meter-true
6045,"Full Transcript of Zelensky’s Speech Before Congress. The Ukrainian president delivered an emotional appeal for further American support, vowing that his country would prevail in its war with Russia.",meter-true
6046,"Their Final Moments: Victims of a Russian Atrocity in Bucha. Through text messages, death certificates, social media posts, satellite imagery and personal testimony, we retraced the final moments of dozens of Ukrainians killed along one street in Bucha.",meter-true
6047,"U.S. Aid Is ‘Not Charity,’ Zelensky Tells Congress as a Lengthy War Looms. President Volodymyr Zelensky described military assistance for Ukraine as an investment in global security and democracy in the face of Russian aggression.",meter-true
6048,Zelensky’s Message: Ukraine Is Fighting for Good Over Evil. One of the Ukrainian leader’s overriding aims is to prevent support for the war from becoming a partisan issue.,meter-true
6049,"Putin Concedes Military Failings, but Insists Russia Will Fight On. Nodding to criticism that his army lacked the basic necessities to wage war, the Russian leader said his government was providing “everything that the army asks for.’’",meter-true
6050,"What Are Patriot Missiles, and Why Does Ukraine Want Them?. The United States is sending its most advanced ground-based missile defense system to Ukraine, as Russia continues to pummel the country with airstrikes.",meter-true
6051,"As Ukraine Prepares for a Second Year at War, the Prospect of a Stalemate Looms. American officials believe that with Russia bolstering defenses and learning lessons, Ukraine will find it more challenging to retake land.",meter-true
6052,Putin admits shortcomings but vows ‘no limits’ to Russia’s war spending.. The Russian leader’s speech to defense officials was his latest effort to show he has no intention of giving up in the war on Ukraine.,meter-true
6053,"A Putin ally meets with China’s top leader, highlighting ties as Russia’s isolation grows.. China has remained a significant, if largely silent, counterweight to the international censure of Russia.",meter-true
6054,Dark Christmas Signals Tough Times for a Prosperous City in Hungary. Dimmed festive lighting at an annual market in the city of Gyor underscores the economic pain being felt across Hungary as energy costs and inflation soar.,meter-true
6055,"How Do You Protest in the Face of Censorship? An Empty Sign.. In China, Russia and the United Kingdom, unmarked sheets of white paper have become a potent symbol of defiance.",meter-true
6056,"Zelensky Will Meet With Biden in Washington and Address Congress, Officials Say. The visit will be the first time President Volodymyr Zelensky of Ukraine has left his country since Russia invaded in February.",meter-true
6057,"Your Wednesday Briefing. As the war in Ukraine enters its 11th month, Volodymyr Zelensky is planning to address Congress in person today.",meter-true
6058,"What 1940 Can Teach Us About 2022. Churchill laid out the choice: sunlit uplands, or the abyss. It remains our choice today.",meter-true
6059,Congress Proposes More Than $44 Billion for Ukraine. The spending bill unveiled Tuesday includes billions more for the country than President Biden had requested.,meter-true
6060,"What’s In (and Not In) the $1.7 Trillion Spending Bill. A big boost for the military, more aid for Ukraine, a preference for the lobster industry over whales and an overhaul of the Electoral Count Act are among the provisions in the 4,155-page bill lawmakers expect to pass this week.",meter-true
6061,"Your Wednesday Briefing: Zelensky Visits Bakhmut. Also, Japan’s central bank eases its policy and Fiji prepares for a leadership change.",meter-true
6062,"Lauding Their Soldiers, Putin and Zelensky Signal Long Fight Ahead. As the 10-month mark of the war nears, the leaders of Ukraine and Russia handed out medals and pledged not to back down.",meter-true
6063,"At a holiday celebration in southern Ukraine, ‘kids still need miracles.’. Some asked Saint Nicholas for iPhones. Some asked for peace.",meter-true
6064,"Fresh Off World Cup, FIFA Faces a Legal Challenge From Ukraine. A hearing will be held over a rule that allows overseas players to suspend their contracts with Ukrainian teams during the Russian invasion.",meter-true
6065,"‘Carol of the Bells,’ a Christmas Staple From Ukraine, a Century Later. It started as “Shchedryk,” a song about a little bird that was first performed in the United States in 1922. Its enchanting melody has since been sung by Beyoncé and Barenaked Ladies.",meter-true
6066,"Why This Is No Madoff Moment for FTX Creditors. The bankrupt crypto exchange owes billions to creditors. Getting their money back could prove difficult, given the unique nature of cryptocurrency assets.",meter-true
6067,Trump’s Culpability. The House Jan. 6 committee placed clear blame on Donald Trump.,meter-true
6068,"Zelensky’s visit to Bakhmut aims to show Ukraine’s resolve.. Despite months of Russian bombardments and waves of assaults, the city has remained in Ukrainian control.",meter-true
6069,"Was the World Collapsing? Or Were You Just Freaking Out?. In 2022, we debated the apocalypse.",meter-true
6070,What (if Anything) Did You Change Your Mind About This Year?. Student loans. The war in Ukraine. Queen Elizabeth. These are the arguments that defined the year.,meter-true
6071,Your Tuesday Briefing. The House Jan. 6 committee placed clear blame on Donald Trump.,meter-true
6072,"Surrender to a Drone? Ukraine Is Urging Russian Soldiers to Do Just That.. Capitalizing on reports of low Russian morale, Ukraine has begun offering enemy troops detailed instructions on how to make their way over the battlefield and lay down their arms.",meter-true
6073,A Culture in the Cross Hairs. Russia’s invasion has systematically destroyed Ukrainian cultural sites. A Times investigation has identified 339 that sustained substantial damage this year.,meter-true
6074,"Putin Visits Belarus, Stirring New Concern on Future of Ukraine War. Belarus has resisted being drawn more centrally into the war. But the visit raised worries that a new Russian ground offensive could aim again at Kyiv, near the Belarusian border.",meter-true
6075,The Pentagon says it has helped Ukraine thwart Russian cyberattacks.. Russia has struggled to see military gains from its cyberattacks in the world’s first sustained cyberspace battle between two sophisticated militaries.,meter-true
6076,"In a bomb shelter-turned-TV set, Ukraine selects its Eurovision contestant.. The electronic music duo Tvorchi won with the song “Heart of Steel,” which the singers said was inspired by the courage of Ukrainian soldiers defending Mariupol.",meter-true
6077,"How a Chance Discovery of Old Negatives Revealed a Master Photographer. For Zaharia Cusnir, photography was an all-consuming passion. Now, nearly 30 years after he died in obscurity, the Moldovan’s fame is rising.",meter-true
6078,Your Monday Briefing. A World Cup final for the ages.,meter-true
6079,"The Year in Pictures 2022. Photographers captured historic moments of war, grief and wonder that defined the year.",meter-true
6080,Your Monday Briefing: Argentina Triumphs. Plus: A Times analysis of how Russia bungled the invasion.,meter-true
6081,"Ukraine Says Russia Is Training Soldiers for Possible New Offensive. An adviser to President Volodymyr Zelensky urged Western allies to take seriously the threat of a new Russian onslaught, which could include mass infantry attacks.",meter-true
6082,What Russia Got Wrong. A cascade of military failures started with Vladimir Putin.,meter-true
6083,The U.S. Needs to Change the Way It Does Business With China. It’s time to adopt an explicit policy of strategic decoupling of our economy from theirs.,meter-true
6084,"Counting Russia’s War Dead, With Tips, Clips and a Giant Spreadsheet. Amid doubts about Moscow’s true war losses, Russian data journalists and volunteers use news articles, tombstone photographs and other open-source information to tally the Russian toll from the war in Ukraine.",meter-true
6085,"Military Spending Surges, Creating New Boom for Arms Makers. The combination of the war in Ukraine and concern about longer-term threats from Russia and China is driving a bipartisan push to increase U.S. capacity to produce weapons.",meter-true
6086,Putin Makes Rare Visit to Ukraine War Headquarters. The meetings with his top brass seemed to signal a shift from his largely hands-off public posture to one conveying a more active role in war planning.,meter-true
6087,"Eight Takeaways From The Times’s Investigation Into Putin’s War. Secret Russian battle plans, intercepts, and interviews with Russian soldiers and Kremlin confidants revealed new details of how Vladimir Putin botched his invasion of Ukraine.",meter-true
6088,"Putin’s War: The Inside Story of a Catastrophe. Secret battle plans, intercepted communications and Russian soldiers explain how a “walk in the park” became a catastrophe for Russia.",meter-true
6089,"In Subfreezing Cold, Waves of Russian Missiles Batter Ukraine. Dozens of missiles knocked out heat and electricity systems around the country including in Kyiv, where two-thirds of its residents had no heat or water.",meter-true
6090,"Russian Official in Africa Wounded by Package Bomb, Moscow Says. The official, previously identified as a senior operative with the Wagner Group, was hospitalized in the capital of the Central African Republic, according to the Russian embassy.",meter-true
6091,Global Leaders Mix Sports and Diplomacy at the World Cup. Dozens of top officials have flown to Qatar to cheer for teams while talking shop. The event has magnified the tiny Gulf nation’s role as a diplomatic broker.,meter-true
6092,2022: The Year of Ukraine. Our Kyiv bureau chief tells us about the state of the war and what might lie ahead in 2023.,meter-true
6093,"Biden Administration to Buy Three Million Barrels of Oil. The move appears to signal an end to the government’s effort to sell oil from a strategic reserve to help tamp down energy prices, which soared after Russia’s invasion of Ukraine.",meter-true
6094,Do Right by Our Afghan Allies. Pass the Afghan Adjustment Act.. Thousands of Afghan refugees in the U.S. are still living with uncertainty as they wait for resolution of their immigration status.,meter-true
6095,"Is Nuclear Fusion the Answer to Our Energy Needs?. Readers discuss the implications of a research breakthrough. Also: Homeless in New York; state legislatures; no to appeasement; Donald Trump, action figure.",meter-true
6096,"Forget Stock Predictions for Next Year. Focus on the Next Decade.. Wall Street’s market forecasts for 2023 are worthless, our columnist says. But the long view is much clearer.",meter-true
6097,"Russia keeps its key interest rate steady amid worries of inflation.. The country’s central bank said inflation, at 12 percent, risked rising because of a growing budget deficit.",meter-true
6098,"In ‘Litvinenko,’ a Russian Whistle-Blower Investigates His Own Murder. A new dramatization of the 2006 poisoning of Alexander Litvinenko shows the former spy, played by David Tennant, helping the police in his final hours.",meter-true
6099,"Congress’s Productive Final Weeks. With the holidays looming, Congress is using its final weeks to try to approve a rush of major legislation.",meter-true
6100,"Japan Moves to Double Military Spending, With a Wary Eye on China. The Japanese cabinet approved the first update to the country’s official security strategy in nine years, elevating Beijing over North Korea as the top threat.",meter-true
6101,"Missiles knock out heating systems in towns and cities amid freezing temperatures.. It was the ninth large-scale wave of missiles to be aimed at Ukrainian infrastructure this fall. Officials said 76 missiles had been fired, and all but 16 were shot down.",meter-true
6102,Your Friday Briefing. Allegations of a bribery scheme at the heart of the E.U.,meter-true
6103,"Congress Inches Toward Spending Deal, Clearing a Weeklong Extension. The Senate passed legislation to avert a government shutdown this weekend as negotiators worked to finalize an agreement to provide funding through September.",meter-true
6104,"Biden Courts African Leaders, but Some Are Skeptical of Big Promises. President Biden faced a challenge in winning the confidence of a continent where the circumstances of its leaders vary so dramatically.",meter-true
6105,Bribery Case Cracks Open European Parliament — and Finds Hidden Cash. Prosecutors say the glamorous lifestyle of a European lawmaker masked a Qatari corruption scandal. It exposed how vulnerable Brussels is to foreign influence.,meter-true
6106,"U.S. Will Train More Ukrainian Troops, Adding Advanced Battle Tactics. Western instruction since Russia’s invasion has focused on basic training or the use of sophisticated weapons systems. Officials say “combined arms” tactics could be a key next step.",meter-true
6107,"A Russian Missile, a Sudden Death, and Unspeakable Grief. In the immediate aftermath of an attack, the horrors of the Ukraine war, the random death and the lives upended take on a deeper meaning when seen close-up.",meter-true
6108,Special End-of-Year 2022 News Quiz for Students. See what you remember about this extraordinary year by taking our special 2022 news quiz.,meter-true
6109,"Europe’s Central Banks Raise Rates, and Prepare for More. The European Central Bank, Bank of England and Swiss National Bank raised interest rates by half a point, a day after the Federal Reserve did the same.",meter-true
6110,"Bank of England Raises Rates by Half a Point to Curb Inflation. The action pushes the benchmark rate to its highest since 2008, but the central bank moderated the pace of increases as Britain braces for a prolonged recession.",meter-true
6111,Gun Violence and Children. A portrait of an American tragedy.,meter-true
6112,Scenes From a Russian Draft Office. What do citizens caught up in the mass mobilization think about the war in Ukraine — and what does that mean for President Vladimir V. Putin?,meter-true
6113,"An Alternate Reality: How Russia’s State TV Spins the Ukraine War. Leaked emails detail how Russia’s biggest state broadcaster, working with the nation’s security services, mined right-wing American news and Chinese media to craft a narrative that Moscow was winning.",meter-true
6114,"The Infrared Hunt for Russian Troops in the Battle for Bakhmut. On a frigid December night, The New York Times accompanied members of a surveillance team for the Ukrainian Army as they used a thermal sight to find enemy positions miles away.",meter-true
6115,Your Thursday Briefing. Russian trench warfare in Ukraine.,meter-true
6116,Are We in the West Weaker Than Ukrainians?. Thank God someone is standing up to Putin.,meter-true
6117,"Russia Launches a Wave of Iranian-Made Drones at Kyiv After a Lull. Analysts had surmised that Russia was having trouble with the drones, but if a problem has been fixed, it remains unclear how long the Kremlin can sustain such attacks.",meter-true
6118,The War in Ukraine’s Skies. Kyiv comes under drone attack as the U.S. is poised to send a Patriot air defense system.,meter-true
6119,Your Thursday Briefing: China’s Snarled Covid Data. Plus France just beat Morocco to advance to the World Cup finals.,meter-true
6120,Zelensky urges the E.U. to create a war tribunal as he accepts the Sakharov Prize.. Ukraine’s president made the remarks as he accepted the union’s top human rights award on behalf of his people.,meter-true
6121,"House Approves Stopgap Spending Bill, Leaving One Week for a Broader Deal. Lawmakers have expressed confidence that they would be able to reach a final agreement on a package to keep the government funded through September 2023.",meter-true
6122,"Biden Aims to Inject New Energy Into U.S. Relations With African Nations. With the United States lagging behind China in influence on the continent, the president pledged investments in key areas for development.",meter-true
6123,"A Cyberattack Shuts the Met Opera’s Box Office, but the Show Goes On. After hackers knocked out the ticket-selling system of the Met, the largest performing arts organization in the United States, the company decided to sell $50 general admission seats.",meter-true
6124,Russia warns that it would ‘undoubtedly’ target U.S. Patriot air defense systems in Ukraine.. Moscow said that Washington’s plans to supply Kyiv with its most advanced air defense system raised the risk of drawing the U.S. directly into the war.,meter-true
6125,"Pope Francis calls for people to celebrate a more ‘humble’ Christmas and donate to Ukraine.. “Let us not forget Christmas,” the pope said at the end of his weekly general audience, “but with the people of Ukraine in our hearts, and let us offer concrete signs of help for them.”",meter-true
6126,Turning Sci-fi Into Reality. Scientists announced a nuclear fusion breakthrough.,meter-true
6127,"Paintbrush in Hand, a Russian Muralist Wages His Own War. An 84-year-old artist, defying Moscow’s crackdown on dissent, wants his country to acknowledge misdeeds both past and present.",meter-true
6128,Russia’s ‘Sham’ Charge of Spying Makes Whelan’s Case the Hardest. Supporters say Paul Whelan is more hapless tourist than James Bond — and that the Russians know it. But that doesn’t make freeing him any easier.,meter-true
6129,"Defenses Carved Into the Earth. Russia is building a vast network of trenches, traps and obstacles to slow Ukraine’s momentum. Will it work?",meter-true
6130,"In Georgia, a New Figure Emerges to Shake Up the Status Quo. With the country’s politics ‘on hold’ during Russia’s war on Ukraine, Anna Dolidze is awaiting her turn to lead on grass roots issues.",meter-true
6131,"Plan for More Donors and Faster Aid Yields $1 Billion for Ukraine Repairs. A French-led effort to involve dozens of countries aims to help Ukraine survive a harsh winter with quick repair of vital electrical, heating, water and health care systems.",meter-true
6132,"Biden Hosts African Leaders for Talks on Security, Trade and Outer Space. Nearly 50 African heads of state are attending the first U.S.-Africa summit since 2014. It opened with sessions on civil conflict, democracy and space exploration.",meter-true
6133,Your Wednesday Briefing: A Nuclear Fusion Breakthrough. Plus Argentina beat Croatia to advance to the World Cup finals.,meter-true
6134,"Targeting One Southern City, Ukraine Hints at Next Front in the War. Using missiles and saboteurs, Ukraine is focusing on the city of Melitopol, a vital Russian link to Crimea, ahead of an expected southern offensive.",meter-true
6135,"Is This the End of Peace Through Trade?. Suddenly, interdependence doesn’t look quite as benign as we thought.",meter-true
6136,"Belarus says it is checking its army’s combat readiness. Analysts see little chance it will join Russia’s fight.. President Aleksandr G. Lukashenko of Belarus is a close ally of President Vladimir V. Putin of Russia, and Belarus relies on Moscow for finance, fuel and security assistance.",meter-true
6137,Banksy’s works near Kyiv have inspired Ukraine. But did one activist go too far?. The removal of a Banksy mural sparks a debate about the future of a handful of his works scattered in and around Ukraine’s capital.,meter-true
6138,"‘There Must Be More Room for Africa,’ Leader of African Union Says. President Macky Sall of Senegal, chairman of the bloc, said in an interview before the U.S.-Africa summit that it’s time for the continent to have more seats in global institutions.",meter-true
6139,"Your Tuesday Briefing. Sam Bankman-Fried, the founder of FTX, has been arrested and will face criminal charges.",meter-true
6140,"Chechen Leader Has More Interactions With U.F.C. Fighters Amid U.S. Sanctions. The U.S. State Department says it knows of apparent ties between Ramzan Kadyrov, the Chechen strongman, and mixed martial arts fighters.",meter-true
6141,"Putin Skips Annual News Conference, Avoiding Possible Questions on War. The December event has offered reporters rare — albeit stage-managed — chances to pose hard questions. With the war going poorly for Russia, that could have been awkward.",meter-true
6142,Rocket Strikes and Power Outages. Ukraine hit two significant Russian targets while Russian drone attacks plunged Odesa into darkness.,meter-true
6143,Your Tuesday Briefing: China’s Space Push. Plus China’s vaccination pivot and the year’s most stylish “people.”,meter-true
6144,"Kyrsten Sinema’s Exit From the Democratic Party. Readers analyze the senator’s decision to become an independent. Also: The incumbent’s advantage; Black homeowners; an opera buff’s dream; alone, and free.",meter-true
6145,Teenagers in The Times: Fall 2022. Free links to over 75 pieces about young people that have appeared across sections of NYTimes.com since August.,meter-true
6146,"In a Wary Arctic, Norway Starts to See Russian Spies Everywhere. Other European countries are, too, blurring the line between vigilance and paranoia.",meter-true
6147,Winter Illnesses. Covid and flu cases are on the rise.,meter-true
6148,"Russia Is Using Old Ukrainian Missiles Against Ukraine, General Says. The missiles, returned to Russia in the 1990s under an agreement aimed at assuring Ukraine’s sovereignty and territorial integrity, have shown up in rubble.",meter-true
6149,"Biden Is Bringing Africa’s Leaders to Washington, Hoping to Impress. China, Russia, Turkey and the United Arab Emirates are all vying for influence in Africa. What will the Biden administration offer at a summit that starts Tuesday in Washington?",meter-true
6150,Your Monday Briefing. The German aristocrat connected to a plot to overthrow the government.,meter-true
6151,"Your Monday Briefing: The World Cup Semifinals Loom. Plus, China’s sluggish economy and the arrest of the Lockerbie bombing suspect.",meter-true
6152,"In Hostage Diplomacy, It’s Often the Hostage-Takers Who Pay. Detaining foreigners to wring concessions from their home country’s government holds perils for both sides, but especially, perhaps surprisingly, for the hostage takers.",meter-true
6153,Ending a Civil War. A cease-fire in Ethiopia could bring an end to years of violence.,meter-true
6154,"War Next Door Brings Energy Crunch, and Paid Protests, to Moldova. The tiny country, starved of natural gas and electricity because of the conflict in neighboring Ukraine, is confronting street rallies bankrolled by a pro-Russian politician to target its pro-Western government.",meter-true
6155,"At Nobel Ceremony, Russian Crimes and ‘Imperialism’ Take Center Stage. The three recipients of this year’s Peace Prize emphasized the urgency of fighting today’s authoritarian states to secure human rights and democracy.",meter-true
6156,Brittney Griner Swap Puts Spotlight on Americans in Russia. Westerners in Russia have to weigh the risks of living and working in the country against professional and financial opportunities there.,meter-true
6157,"Spat Over Patriot Missiles Reveals Deepening Rifts in Europe Over Ukraine. Relations between Warsaw and Berlin, never warm, have deteriorated since the start of the Ukraine war, damaging unity in both NATO and the European Union.",meter-true
6158,"A Chatty Putin’s Underlying Message: I’m Still in Charge. In a string of appearances, it wasn’t so much what the Russian leader said, much of it false, as it was his apparent need to demonstrate that he is healthy, alert and in control.",meter-true
6159,"Letters Helped Brittney Griner Survive. Here’s One for Her Future.. When Griner was imprisoned in Russia, letters were her main form of communication with home. Our columnist offers one last letter to mark her return to the United States.",meter-true
6160,"NATO’s secretary general warns that a ‘full blown war’ with Russia is ‘a real possibility.’. “If things go wrong, they can go horribly wrong,” Jens Stoltenberg said in an interview published on Friday.",meter-true
6161,Inside the Griner-Bout Swap. How a deal on the prisoner exchanger took shape.,meter-true
6162,When a Prisoner Swap Is a Rorschach-Test. The scene on the tarmac with Brittney Griner and Viktor Bout didn’t just show a prisoner trade. It told the story of where two rival countries had landed decades after the Cold War.,meter-true
6163,"Viktor Bout’s Release Is Hailed in Russia as a Kremlin Victory. To the West, he is a criminal with blood on his hands, a global weapons merchant — but Russia portrays Mr. Bout as a victim of American injustice.",meter-true
6164,"Events to Shake, or Gently Rattle, the World in 2023. Planning your calendar for next year? Here are some events to look out for.",meter-true
6165,"Oil Prices Drop, Despite Heightened Sanctions on Russian Crude. The price of oil fell by about 10 percent this week, easing (for now) supply worries about the E.U. embargo and a price cap.",meter-true
6166,"Amid Global Turmoil, Salzburg Festival Plans a Summer of Reflection. “Our present reality seems to be completely out of joint with universal bonds and perspectives,” the festival’s artistic director said.",meter-true
6167,"Inside the Prisoner Swap That Freed Brittney Griner. U.S. officials say Moscow had been pushing for the release of a Russian assassin being held in Germany before finally agreeing to release Ms. Griner for Viktor Bout, a Russian arms dealer.",meter-true
6168,"Turkey Is Strengthening Its Energy Ties With Russia. As Moscow seeks new customers for oil, gas and coal, Ankara is a willing buyer as it promotes plans as a regional trading hub.",meter-true
6169,"Russia Finds a War Critic Guilty of ‘Spreading False Information’. Ilya Yashin, who pleaded not guilty, is among the highest-profile opposition politicians remaining in Russia.",meter-true
6170,"Chasing the U.S., China’s Leader Emerges From Diplomatic Isolation. Xi Jinping’s visit to Saudi Arabia highlights Beijing’s renewed bid to compete with Washington after years of preoccupation with the pandemic.",meter-true
6171,"Griner’s Detention Showed the Strength and the Struggle in Women’s Sports. The W.N.B.A.’s players and fans pushed furiously for Brittney Griner’s release from a Russian penal colony, but her plight also highlighted gender inequities in sports.",meter-true
6172,"Qatar Extends Its Natural Gas Dominance at Russia’s Expense. As its influence grows, the country is poised to become a big energy supplier to Europe, which has turned away from Russia after its invasion of Ukraine.",meter-true
6173,Brittney Griner Is Being Taken to an Army Hospital in San Antonio. The hospital treats both civilians and military personnel who have survived torture or other trauma.,meter-true
6174,"News Analysis: In Brittney Griner Deal, Putin Used Pain, a Familiar Lever. By seizing the basketball star, the Russian president made things so painful for the U.S. that it capitulated and turned over a convicted arms dealer. Can the same tactic work in the war in Ukraine?",meter-true
6175,"Your Friday Briefing: Griner Freed in Swap for Russian Arms Dealer. Also, China courts the Arab world and the World Cup quarterfinals.",meter-true
6176,"Biden’s Hopes for Sweden and Finland in NATO Are Stuck on Erdogan’s Demands. The Turkish leader is complicating a major step in the showdown with Russia, looking to extract concessions from NATO and the United States.",meter-true
6177,"Who Is Viktor Bout, the Arms Dealer in the Swap for Brittney Griner?. Viktor Bout has been accused of supplying arms to Al Qaeda, the Taliban and rebels in Rwanda. His exploits helped inspire a 2005 film, “Lord of War,” that starred Nicolas Cage.",meter-true
6178,"Griner’s release puts a spotlight on Paul Whelan, another American imprisoned in Russia.. Paul Whelan, a corporate security executive, was arrested at a Moscow hotel in December 2018. President Biden says his administration is still working on getting him released.",meter-true
6179,"Brittney Griner Is Freed as Part of a Prisoner Swap With Russia. Ms. Griner has been at the center of a fraught geopolitical showdown between Washington and Moscow. The Biden administration traded her for Viktor Bout, a notorious Russian arms dealer known as the “Merchant of Death.”",meter-true
6180,A Smarter Robot. A new chatbot shows rapid advances in artificial intelligence.,meter-true
6181,"U.S. Gas Prices Are Now Lower Than a Year Ago. A visible symbol of inflation for much of the year, prices at the pump have been driven down by reduced global demand and tumbling oil prices.",meter-true
6182,Your Thursday Briefing. A plot to overthrow the government in Germany.,meter-true
6183,"A Gray Area of Loyalties Splinters a Liberated Ukrainian Town. “Friends are not friends anymore,’’ said one woman in the town of Sviatohirsk, which remains divided not by trench lines and artillery, but by where people’s allegiances lie: with Moscow or Kyiv.",meter-true
6184,"Away From the Spotlight, a Debate Rages Over a Postwar Ukraine Economy. Beyond the enormous cost of rebuilding the country are difficult and delicate choices about how to best connect the nation to European markets and commerce.",meter-true
6185,"At the DealBook Summit, Untangling the Now — and the Future. In challenging times, choosing the direction of a company can be a lot like shifting pieces of a puzzle — with sometimes staggering consequences.",meter-true
6186,"Putin Warns Russians to Prepare for Protracted Ukraine War. Vladimir Putin appeared to acknowledge that subduing Russia’s neighbor was taking longer than expected, but said there was no need for another draft now.",meter-true
6187,Russia’s Long War. Putin warned of a protracted conflict but said there’s no need for another draft.,meter-true
6188,"Your Thursday Briefing: China Eases Covid Restrictions. Also, Peru’s president is ousted and Germany arrests 25 people suspected of plotting a coup.",meter-true
6189,"Sundance Unveils an In-Person Lineup Filled With Stories of Anxiety and Urgency. Veterans like Nicole Holofcener and Ira Sachs and first-timer filmmakers like Randall Park made the cut, as did films about Ukraine.",meter-true
6190,"The sounds of war mark time in one battered town.. In Bakhmut, in eastern Ukraine, rumbles and blasts are just background noise, until they aren’t.",meter-true
6191,Zelensky is named Time’s person of the year.. Ukraine’s president was propelled onto the world stage with Russia’s invasion of his country.,meter-true
6192,"In Paris Then, in Kyiv Now, Visions of Freedom and Bravery. Our critic was engrossed by drawings from the French Revolution early in the year. Then Russia invaded Ukraine, and recast art in a hard new light.",meter-true
6193,"Your Wednesday Briefing. Donald Trump’s family company has been found guilty of tax fraud, a blow to the firm and the former president.",meter-true
6194,"Russian Anti-War Activists Seek Common Goals (When They’re Not Bickering). Almost 300 activists, many young and from the diaspora, gathered to try to forge a common path, beyond struggling against Vladimir Putin and the war in Ukraine.",meter-true
6195,U.S. Court Dismisses Suit Against Saudi Ruler in Khashoggi Killing. The court followed the Biden administration’s guidance that Crown Prince Mohammed bin Salman has immunity as a head of government in a case over the death of Jamal Khashoggi.,meter-true
6196,"Ukraine Strikes More Boldly, Seeing Little Room for Russia to Escalate. The third apparent drone attack in two days on a Russian air base indicates a new phase of the war for Ukraine as it develops longer-range weapons.",meter-true
6197,Are We Sleepwalking Through a ‘Decisive Decade’?. Americans can no longer take their traditional military advantages for granted.,meter-true
6198,A timeline of attacks on Russian territory or assets during the war in Ukraine.. Ukraine has often celebrated the attacks but has not officially confirmed involvement in any of them.,meter-true
6199,Can We Save Nature?. There is a global conference starting tomorrow with the goal of safeguarding our planet’s biodiversity.,meter-true
6200,"Renewables Will Overtake Coal by Early 2025, Energy Agency Says. In a new report, the international group said that solar, wind and other renewable sources will expand much more swiftly than forecast last year.",meter-true
