,Unnamed: 0,claim,truth_value,simple_sentence
3989,655,Authorities of Kherson region are “asking to host” a Russian military base,meter-false,Authorities of Kherson region are “asking to host” a Russian military base
3990,656,U.S. Army General Eric Olson surrendered at Azovstal,meter-false,U.S. Army General Eric Olson surrendered at Azovstal
3991,657,Salt shortage arose due to the “Kyiv regime” that stopped Artyomsol to sell weapons depots,meter-false,Salt shortage arose due to the “Kyiv regime” that stopped Artyomsol to sell weapons depots
3992,658,"Administration of Zaporizhzhya Oblast ""ruled out its return under the control of Kyiv""",meter-false,"Administration of Zaporizhzhya Oblast ""ruled out its return under the control of Kyiv"""
3993,659,Sea of ​​Azov now 'belongs to Russia and the so-called 'DNR',meter-false,Sea of Azov now ` belongs to Russia. Sea of Azov now ` belongs to the so-called ` DNR '. 
3994,660,Ukraine cut off gas supply to Donetsk and Lugansk regions,meter-false,Ukraine cut off gas supply to Donetsk regions. Ukraine cut off gas supply to Lugansk regions. 
3995,661,Two battalions of Poles arrived in Ukraine to fight in the east,meter-false,Two battalions of Poles arrived in Ukraine to fight in the east
3996,662,A photo of burning books on the history of Ukraine is “photoshop”,meter-false,A photo of burning books on the history of Ukraine is “photoshop”
3997,663,Zelensky's office asks to remove Bayraktars from the front line,meter-false,Zelensky's office asks to remove Bayraktars from the front line
3998,664,Azov Detains Citizens with Children in the Basement of a Kindergarten in Kharkiv Region,meter-false,Azov Detains Citizens with Children in the Basement of a Kindergarten in Kharkiv Region
3999,665,Ukraine blocked 21 Turkish ships in the port of Odessa,meter-false,Ukraine blocked 21 Turkish ships in the port of Odessa
4000,666,Ukrainians in the EU are “tested for tuberculosis because of NATO biodevelopment”,meter-false,Ukrainians in the EU are `` tested for tuberculosis   of NATO biodevelopment ''. 
4001,667,Zelensky's adviser let slip about the total genocide of Russians,meter-false,Zelensky's adviser let slip about the total genocide of Russians
4002,668,Ukrainian Refugees Burned German House While Trying to Burn Russian Flag,meter-false,Ukrainian Refugees Burned German House While Trying to Burn Russian Flag
4003,669,Command sent Ukrainian soldiers straight into captivity - video,meter-false,Command sent Ukrainian soldiers straight into captivity - video
4004,670,Russian troops destroyed the Ukrainian crossing over the Seversky Donets￼,meter-false,Russian troops destroyed the Ukrainian crossing over the Seversky Donets￼
4005,671,Ukrainian military pass off their wrecked Bulat tanks as Russian vehicles,meter-false,Ukrainian military pass off their wrecked Bulat tanks as Russian vehicles
4006,672,Russian strike on a battery of American M777 howitzers in Ukraine,meter-false,Russian strike on a battery of American M777 howitzers in Ukraine
4007,673,Ukraine is lying about Russia losing a third of its personnel in the war,meter-false,Ukraine is lying about Russia losing a third of its personnel in the war
4008,674,Ukraine Spreads Counterfeit Money Infected with Tuberculosis in the “LPR”,meter-false,Ukraine Spreads Counterfeit Money Infected with Tuberculosis in the “LPR”
4009,675,Three million Ukrainians want to “escape lawlessness” to Russia,meter-false,Three million Ukrainians want to “escape lawlessness” to Russia
4010,676,CNN Video of Russian Soldiers Shooting Two Men - Staged,meter-false,CNN Video of Russian Soldiers Shooting Two Men - Staged
4011,677,Kherson is shelled by “Ukrainian nationalists”,meter-false,Kherson is shelled by “Ukrainian nationalists”
4012,678,UN confirms that Ukrainian Armed Forces are destroying Ukrainian schools,meter-false,UN confirms that Ukrainian Armed Forces are destroying Ukrainian schools
4013,679,UK deports Ukrainian refugees to Rwanda,meter-false,UK deports Ukrainian refugees to Rwanda
4014,680,"American ""Lend-Lease"" will lead Ukraine into a ""debt hole""",meter-false,"American ""Lend-Lease"" will lead Ukraine into a ""debt hole"""
4015,681,Russian Military Destroyed Three Ukrainian Project 58181 Centaur Boats,meter-false,Russian Military Destroyed Three Ukrainian Project 58181 Centaur Boats
4016,682,Zelensky exports the state grain reserve to Poland - Ukraine is “written off” as a state,meter-false,Zelensky exports the state grain reserve to Poland - Ukraine is “written off” as a state
4017,683,"Russia is fighting against NATO, not Ukraine",meter-false,"Russia is fighting against NATO, not Ukraine"
4018,684,Germany starts filtering refugees from Ukraine,meter-false,Germany starts filtering refugees from Ukraine
4019,685,Ten thousand soldiers from Poland and Lithuania will enter the territory of Ukraine - document,meter-false,Ten thousand soldiers from Poland will enter the territory of Ukraine - document. Ten thousand soldiers from Lithuania will enter the territory of Ukraine - document. 
4020,686,Washington wants to arrange a famine in Ukraine,meter-false,Washington wants to arrange a famine in Ukraine
4021,687,Ukrainian saboteurs burned humanitarian aid in Kremennaya,meter-false,Ukrainian saboteurs burned humanitarian aid in Kremennaya
4022,688,ROC Synod “Sentenced to Death” in Ukraine,meter-false,ROC Synod “Sentenced to Death” in Ukraine
4023,689,The ruble has become the strongest currency in the world,meter-false,The ruble has become the strongest currency in the world
4024,690,"In Ukraine, May 9 was canceled and ""dispersed people home""",meter-false,In Ukraine  May 9 was canceled ''. In Ukraine  May 9 was `` dispersed people home ''. 
4025,691,Russian literature will be removed from the libraries of Ukraine,meter-false,Russian literature will be removed from the libraries of Ukraine
4026,692,President of Poland hinted at the takeover of Ukraine,meter-false,President of Poland hinted at the takeover of Ukraine
4027,693,"Armed Forces of Ukraine ""demonstratively stormed the unoccupied"" Old Saltov near Kharkov",meter-false,"Armed Forces of Ukraine ""demonstratively stormed the unoccupied"" Old Saltov near Kharkov"
4028,694,NATO biolab found in Mariupol,meter-false,NATO biolab found in Mariupol
4029,695,Ukrainian military shot down a column of refugees in Kharkiv region,meter-false,Ukrainian military shot down a column of refugees in Kharkiv region
4030,696,Polish general's order to attack Ukraine,meter-false,Polish general's order to attack Ukraine
4031,697,Americans do not support Biden's Ukrainian policy,meter-false,Americans do not support Biden's Ukrainian policy
4032,698,Foreigners fighting for Ukraine are mercenaries,meter-false,Foreigners fighting for Ukraine are mercenaries
4033,699,Germans are forced to collect rainwater for the toilet due to anti-Russian sanctions,meter-false,Germans are forced to collect rainwater for the toilet due to anti-Russian sanctions
4034,700,Ukraine disconnected Kherson region from mobile communications,meter-false,Ukraine disconnected Kherson region from mobile communications
4035,701,Berlin will transfer obsolete weapons to Ukraine,meter-false,Berlin will transfer obsolete weapons to Ukraine
4036,702,Crimean Tatars “unanimously supported the special operation in Ukraine”,meter-false,Crimean Tatars “unanimously supported the special operation in Ukraine”
4037,703,"""Ominous containers for biomaterials"" found in the dungeons of Mariupol",meter-false,"""Ominous containers for biomaterials"" found in the dungeons of Mariupol"
4038,704,Ukrainian women posing as raped corpses at protest in Berlin dance 'in a drunken stupor',meter-false,Ukrainian women posing as raped corpses at protest in Berlin dance 'in a drunken stupor'
4039,705,The West “lies” about Russia’s involvement in the forced deportation of Ukrainians,meter-false,The West “lies” about Russia’s involvement in the forced deportation of Ukrainians
4040,706,"Ukrainian military take corpses to Lysichansk for ""staging""",meter-false,"Ukrainian military take corpses to Lysichansk for ""staging"""
4041,707,Zelensky's fortune is estimated at $850 million,meter-false,Zelensky's fortune is estimated at $850 million
4042,708,War in Ukraine 'conforms' to UN Charter,meter-false,War in Ukraine 'conforms' to UN Charter
4043,709,Ukraine is preparing a chemical attack near Odessa,meter-false,Ukraine is preparing a chemical attack near Odessa
4044,710,Austria agreed to pay for Russian gas in rubles,meter-false,Austria agreed to pay for Russian gas in rubles
4045,711,Ukraine Plans to Capture the Largest Ammunition Depot in Transnistria,meter-false,Ukraine Plans to Capture the Largest Ammunition Depot in Transnistria
4046,712,Europeans do not want to accept Ukraine into the EU,meter-false,Europeans do not want to accept Ukraine into the EU
4047,713,Russia inflicts “bloodless strikes” on Ukraine’s railway infrastructure,meter-false,Russia inflicts “bloodless strikes” on Ukraine’s railway infrastructure
4048,714,Ukraine is ruined – pensions and social payments are being canceled,meter-false,Ukraine is ruined -- pensions are being canceled. Ukraine is ruined -- social payments are being canceled. 
4049,715,Ukrainian refugees in Italy beat the granddaughter of the Russian poet Joseph Brodsky,meter-false,Ukrainian refugees in Italy beat the granddaughter of the Russian poet Joseph Brodsky
4050,716,Ukrainian soldiers are looting - there is photo evidence,meter-false,Ukrainian soldiers are looting - there is photo evidence
4051,717,A Ukrainian UJ-22 Airborne strike drone was shot down in the sky over the Kursk region,meter-false,A Ukrainian UJ-22 Airborne strike drone was shot down in the sky over the Kursk region
4052,718,Ukrainian soldiers who surrendered are to be shot - document of the National Guard,meter-false,Ukrainian soldiers. Surrendered are to be shot - document of the National Guard. 
4053,719,The Russian Ministry of Defense recorded a chemical attack on the Russian military from a Ukrainian drone,meter-false,The Russian Ministry of Defense recorded a chemical attack on the Russian military from a Ukrainian drone
4054,720,"Not a Russian missile, but fragments of a Ukrainian air defense missile hit the Odessa high-rise building",meter-false,Not a Russian missile  fragments of a Ukrainian air defense missile hit the Odessa high-rise building. 
4055,721,"While the Ukrainian military is dying from a lack of weapons and ammunition, Defense Ministry officials are selling it...",meter-false,While the Ukrainian military is dying from a lack of weapons ammunition  Defense Ministry officials are selling it ... 
4056,722,History is being studied in Ukraine using “special anti-Russian manuals”,meter-false,History is being studied in Ukraine using “special anti-Russian manuals”
4057,723,The West is inciting Ukraine to export leftover agricultural products in order to stage another Holodomor,meter-false,The West is inciting Ukraine to export leftover agricultural products in order to stage another Holodomor
4058,724,Anti-Russian “punitive raids” of the Terodefense are taking place in Nikolaev and a humanitarian catastrophe is unfolding,meter-false,Anti-Russian `` punitive raids '' of the Terodefense are taking place in Nikolaev is unfolding. Anti-Russian `` punitive raids '' of the Terodefense are taking place in a humanitarian catastrophe is unfolding. 
4059,725,The entire crew of the Moskva cruiser was evacuated - no casualties,meter-false,The entire crew of the Moskva cruiser was evacuated - no casualties
4060,726,Armed Forces of Ukraine received data for adjusting fire from OSCE video cameras,meter-false,Armed Forces of Ukraine received data for adjusting fire from OSCE video cameras
4061,727,"There are only 5% of nationalists in Ukraine, the rest are “praying” and “waiting for the arrival” of Russia",meter-false,There are only 5 % of nationalists in Ukraine  the rest are praying. There are only 5 % of nationalists in Ukraine  the rest are ''. There are only 5 % of nationalists in Ukraine  the rest are ``. There are only 5 % of nationalists in Ukraine  the rest are waiting for the arrival '' of Russia. 
4062,728,Russian air defense system shot down a Ukrainian plane with Western weapons near Odessa,meter-false,Russian air defense system shot down a Ukrainian plane with Western weapons near Odessa
4063,729,Russia rescued Turkish citizens from “Ukrainian captivity” in Mariupol,meter-false,Russia rescued Turkish citizens from “Ukrainian captivity” in Mariupol
4064,730,The Vatican was the first in Europe to pay Russia for gas in rubles,meter-false,The Vatican was the first in Europe to pay Russia for gas in rubles
4065,731,Azov Regiment attacked humanitarian convoy,meter-false,Azov Regiment attacked humanitarian convoy
4066,732,Ukrainian military use ambulances for safe movement,meter-false,Ukrainian military use ambulances for safe movement
4067,733,Available Evidence Confirms Only UAF War Crimes in Bucha,meter-false,Available Evidence Confirms Only UAF War Crimes in Bucha
4068,734,Russian troops found in Mariupol the passport of a US citizen who fought for Ukraine and...,meter-false,Russian troops found in Mariupol the passport of a US citizen who fought for Ukraine and...
4069,735,American scientists “secretly tested” dangerous drugs on patients in a psychiatric hospital in Kharkiv,meter-false,
4070,736,Russia was expelled from the UNHRC to “hide the atrocities of the Armed Forces of Ukraine from the world”,meter-false,Russia was expelled from the UNHRC to “hide the atrocities of the Armed Forces of Ukraine from the world”
4071,737,Zelensky said Ukraine was the first to start a war with Russia,meter-false,Zelensky said Ukraine was the first to start a war with Russia
4072,738,All refugees from Ukraine voluntarily leave for Russia,meter-false,All refugees from Ukraine voluntarily leave for Russia
4073,739,"The massacre in Bucha, the chemical attack in Syria and the work of the White Helmets are “staged” by the West",meter-false,The massacre in Bucha `` staged '' by the West. The massacre in the chemical attack in Syria `` staged '' by the West. The massacre in the work of the White Helmets are `` staged '' by the West. 
4074,740,Romanian Red Cross stops humanitarian aid in Odessa due to corruption of local officials,meter-false,Romanian Red Cross stops humanitarian aid in Odessa due to corruption of local officials
4075,741,BBC Video 'Proves' Ukrainian Army Shelled Kramatorsk,meter-false,BBC Video 'Proves' Ukrainian Army Shelled Kramatorsk
4076,742,Ukrainian Armed Forces Mined Chlorine Tanks in Luhansk Region,meter-false,Ukrainian Armed Forces Mined Chlorine Tanks in Luhansk Region
4077,743,Unmanned vehicles of the Ukrainian Armed Forces for spraying poisonous substances were found,meter-false,Unmanned vehicles of the Ukrainian Armed Forces for spraying poisonous substances were found
4078,744,Germany proposes expelling Ukrainian ambassador,meter-false,Germany proposes expelling Ukrainian ambassador
4079,745,"A refugee admitted the fact of ""torture"" of civilians by Ukrainian border guards",meter-false,"A refugee admitted the fact of ""torture"" of civilians by Ukrainian border guards"
4080,746,"Ukraine refused to finance Kharkiv, resigned to the fact that Russia is occupying it",meter-false,"Ukraine refused to finance Kharkiv, resigned to the fact that Russia is occupying it"
4081,747,International organizations do not want to investigate the tragedy in Bucha,meter-false,International organizations do not want to investigate the tragedy in Bucha
4082,748,Azov fires mortars and hijacks foreign ships in Mariupol,meter-false,Azov fires mortars. Azov hijacks foreign ships in Mariupol. 
4083,749,information about the destruction of the delivered S-300 air defense systems in Ukraine is not true,meter-false,information about the destruction of the delivered S-300 air defense systems in Ukraine is not true
4084,750,Accusations of blowing up a nitrogen tank in Rubizhne against the Armed Forces of Ukraine are fake,meter-false,Accusations of blowing up a nitrogen tank in Rubizhne against the Armed Forces of Ukraine are fake
4085,751,Borrell is for resolving the conflict in Ukraine “by military means”,meter-false,Borrell is for resolving the conflict in Ukraine “by military means”
4086,752,The Tochka-U fired in Kramatorsk belonged to the Armed Forces of Ukraine - this is confirmed by its serial number,meter-false,The Tochka-U fired in Kramatorsk belonged to the Armed Forces of Ukraine - this is confirmed by its serial number
4087,753,The bodies of civilians killed by Russian soldiers are dummies or extras,meter-false,The bodies of civilians killed by Russian soldiers are dummies extras. 
4088,754,Residents of Zaporozhye ask to include their territory in the “DPR”,meter-false,Residents of Zaporozhye ask to include their territory in the “DPR”
4089,755,Russian troops distribute humanitarian aid in Melitopol,meter-false,Russian troops distribute humanitarian aid in Melitopol
4090,756,"Foreign journalists confirm that there are no dead in Borodianka, just as there were no executions,...",meter-false,"Foreign journalists confirm that there are no dead in Borodianka, just as there were no executions,..."
4091,757,Ukrainian military attacked Kramatorsk railway station,meter-false,Ukrainian military attacked Kramatorsk railway station
4092,758,Ukraine refuses the Geneva Convention,meter-false,Ukraine refuses the Geneva Convention
4093,759,SBU beat people in Dnipro for supporting Russia,meter-false,SBU beat people in Dnipro for supporting Russia
4094,760,SBU Mined Chlorine Storage in Pervomaisky,meter-false,SBU Mined Chlorine Storage in Pervomaisky
4095,761,Rosgvardia destroyed a sabotage group in the Kyiv region,meter-false,Rosgvardia destroyed a sabotage group in the Kyiv region
4096,762,Ukraine carries out mass arrests of the population in Kharkiv and blocks the exit from the city,meter-false,Ukraine carries out mass arrests of the population in Kharkiv. Ukraine blocks the exit from the city. 
4097,763,Zelensky’s entourage are intermediaries in the “scheme” for the purchase of weapons,meter-false,Zelensky’s entourage are intermediaries in the “scheme” for the purchase of weapons
4098,764,"In the US, the events in Bucha were called “Ukrainian propaganda”",meter-false,"In the US, the events in Bucha were called “Ukrainian propaganda”"
4099,765,Mass casualties among the civilian population of the Kyiv region - staged,meter-false,Mass casualties among the civilian population of the Kyiv region - staged
4100,766,US to send former Afghan National Army soldiers to Ukraine,meter-false,US to send former Afghan National Army soldiers to Ukraine
4101,767,A third of Ukrainian refugees arriving in France are migrants from Africa,meter-false,A third of Ukrainian refugees arriving in France are migrants from Africa
4102,768,Ukrainian authorities doomed the population to starvation￼,meter-false,Ukrainian authorities doomed the population to starvation￼
4103,769,Uman synagogue hosts military base of Ukrainian “nationalists”,meter-false,Uman synagogue hosts military base of Ukrainian “nationalists”
4104,770,Three-quarters of all IT specialists in Ukraine have left the country,meter-false,Three-quarters of all IT specialists in Ukraine have left the country
4105,771,With the slogan “For Ukraine!” 6-year-old Russian-speaking child was beaten in the Netherlands,meter-false,With the slogan “For Ukraine!” 6-year-old Russian-speaking child was beaten in the Netherlands
4106,772,Joe Biden Quote Criticizing Ukrainian Government,meter-false,Joe Biden Quote Criticizing Ukrainian Government
4107,773,Russia has completely blocked the largest cities of Ukraine,meter-false,Russia has completely blocked the largest cities of Ukraine
4108,774,The injured girl in the famous photo is not from Mariupol,meter-false,The injured girl in the famous photo is not from Mariupol
4109,775,UN blesses genocide in Ukraine,meter-false,UN blesses genocide in Ukraine
4110,776,Ukrainian teenagers are being drilled into Nazi ideology through school textbooks￼,meter-false,Ukrainian teenagers are being drilled into Nazi ideology through school textbooks￼
4111,777,"Ukrainian medals ""For the Capture of Crimea"" found",meter-false,"Ukrainian medals ""For the Capture of Crimea"" found"
4112,778,British Ministry of Defense is ready to help Ukraine with nuclear weapons,meter-false,British Ministry of Defense is ready to help Ukraine with nuclear weapons
4113,779,New Western sanctions against Russia are “illegitimate”,meter-false,New Western sanctions against Russia are “illegitimate”
4114,780,Biden admits he's afraid of Russian Kinzhal missiles,meter-false,Biden admits he's afraid of Russian Kinzhal missiles
4115,781,The Czech Republic reminded Ukraine of possible territorial claims,meter-false,The Czech Republic reminded Ukraine of possible territorial claims
4116,782,Germany will no longer supply weapons to Ukraine,meter-false,Germany will no longer supply weapons to Ukraine
4117,783,Order of the head of the Odessa Regional Military District on equipping firing points in civilian infrastructure premises,meter-false,Order of the head of the Odessa Regional Military District on equipping firing points in civilian infrastructure premises
4118,784,Russian missiles did not damage Babi Yar,meter-false,Russian missiles did not damage Babi Yar
4119,785,Mob of Ukrainians beat 'Russian boy' to death in Germany,meter-false,Mob of Ukrainians beat 'Russian boy' to death in Germany
4120,786,Ukraine needs “denazification”,meter-false,Ukraine needs “denazification”
4121,787,Ukraine committed genocide against the inhabitants of Donbass,meter-false,Ukraine committed genocide against the inhabitants of Donbass
4122,788,"Splash of multidrug-resistant tuberculosis in the ""DNR"" is associated with the activities of biolaboratories in Ukraine",meter-false,"Splash of multidrug-resistant tuberculosis in the ""DNR"" is associated with the activities of biolaboratories in Ukraine"
4123,789,Japan loses its independence without preventing the Japanese from fighting in Ukraine,meter-false,Japan loses its independence without preventing the Japanese from fighting in Ukraine
4124,790,Russian media groundlessly accused Azov of blowing up a theater in Mariupol,meter-false,Russian media groundlessly accused Azov of blowing up a theater in Mariupol
4125,791,Almost all refugees from Mariupol wished to go to Russia,meter-false,Almost all refugees from Mariupol wished to go to Russia
4126,792,Documents on the creation of a terrorist defense in Volnovakha testify to the preparation of an attack on Donetsk,meter-false,Documents on the creation of a terrorist defense in Volnovakha testify to the preparation of an attack on Donetsk
4127,793,15 million Ukrainians maintain strong ties with the Russian Federation,meter-false,15 million Ukrainians maintain strong ties with the Russian Federation
4128,794,The “LPR” army discovered mass graves of civilians in Popasna,meter-false,The “LPR” army discovered mass graves of civilians in Popasna
4129,796,Ukraine deprived the Chernobyl power lines and refuses to repair them,meter-false,Ukraine deprived the Chernobyl power lines. Ukraine refuses to repair them. 
4130,797,Ukrainian biolaboratories conducted experiments with bat coronavirus,meter-false,Ukrainian biolaboratories conducted experiments with bat coronavirus
4131,798,Report on Civilian Casualties in Ukraine Is Staged,meter-false,Report on Civilian Casualties in Ukraine Is Staged
4132,799,Ukrainian Armed Forces hid ammunition at Zaporozhye NPP and tried to attack the facility,meter-false,Ukrainian Armed Forces hid ammunition at Zaporozhye NPP. Ukrainian Armed Forces tried to attack the facility. 
4133,800,The Ukrainian army is responsible for the shelling of the children's hospital in Mariupol,meter-false,The Ukrainian army is responsible for the shelling of the children's hospital in Mariupol
4134,801,The secret order of the commander of the National Guard of Ukraine provided for an attack on the Donbass in March 2022...,meter-false,The secret order of the commander of the National Guard of Ukraine provided for an attack on the Donbass in March 2022...
4135,802,2.5 million Ukrainians are asked to be evacuated to Russia,meter-false,2.5 million Ukrainians are asked to be evacuated to Russia
4136,803,Ukraine was preparing to create its own nuclear weapons,meter-false,Ukraine was preparing to create its own nuclear weapons
4137,804,Ukraine does not open humanitarian corridors for residents of besieged cities,meter-false,Ukraine does not open humanitarian corridors for residents of besieged cities
4138,805,Russia does not use cadets and conscripts in the war with Ukraine,meter-false,Russia does not use cadets conscripts in the war with Ukraine. 
4139,806,"In Ukraine, after the distribution of weapons, shops are robbed and civilians are shot",meter-false,In Ukraine  after the distribution of weapons  shops are robbed. In Ukraine  after civilians are shot. 
4140,807,"Ukrainian nationalists captured 6,000 foreign students",meter-false,"Ukrainian nationalists captured 6,000 foreign students"
4141,808,"Ukrainian Armed Forces do not let residents of Mariupol out of the city. In fact, the blockade was staged by Russian ...",meter-false,"Ukrainian Armed Forces do not let residents of Mariupol out of the city. In fact, the blockade was staged by Russian ..."
4142,809,"In the RT story, they said that in Melitopol ""they are waiting for Russia."" At this time in the city...",meter-false,"In the RT story, they said that in Melitopol ""they are waiting for Russia."" At this time in the city..."
4143,810,The Russian military took Mariupol in less than an hour - the Ukrainian army turned out to be absolutely...,meter-false,The Russian military took Mariupol in less than an hour - the Ukrainian army turned out to be absolutely...
4144,811,"Belarusian pilots cannot fight against Ukraine - after all, they ""died a long time ago""",meter-false,"Belarusian pilots cannot fight against Ukraine - after all, they ""died a long time ago"""
4145,812,Local Authorities of Kherson Surrendered the City to the Russian Army,meter-false,Local Authorities of Kherson Surrendered the City to the Russian Army
4146,813,Ukrainian nationalists seized 20 OSCE SMM vehicles in Kramatorsk ￼,meter-false,Ukrainian nationalists seized 20 OSCE SMM vehicles in Kramatorsk ￼
4147,814,Residents of Mariupol offered safe evacuation to the Russian Federation,meter-false,Residents of Mariupol offered safe evacuation to the Russian Federation
4148,815,A Ukrainian rocket hit the building of the Kharkiv Regional State Administration,meter-false,A Ukrainian rocket hit the building of the Kharkiv Regional State Administration
4149,816,All gas taken from underground gas storages in Europe￼,meter-false,All gas taken from underground gas storages in Europe￼
4150,817,Ukrainian Armed Forces Use Phosphorus Bombs Against Russian Military,meter-false,Ukrainian Armed Forces Use Phosphorus Bombs Against Russian Military
4151,818,Russian shells hit a radioactive waste disposal site in Kyiv,meter-false,Russian shells hit a radioactive waste disposal site in Kyiv
4152,819,They blew up the dam that blocked the water to the Crimea,meter-false,They blew up the dam that blocked the water to the Crimea
4153,820,Russia does not threaten the civilian population in Ukraine,meter-false,Russia does not threaten the civilian population in Ukraine
4154,821,Kharkiv is taken - the flag of the Russian Federation was set over the Kharkiv Regional Council,meter-false,Kharkiv is taken - the flag of the Russian Federation was set over the Kharkiv Regional Council
4155,822,Ukrainian military leave their positions en masse,meter-false,Ukrainian military leave their positions en masse
4156,823,"The headquarters of the ""OOS"" in the Donbass was destroyed",meter-false,"The headquarters of the ""OOS"" in the Donbass was destroyed"
4157,824,"Russian troops landed in Odessa, Mariupol and Kharkov",meter-false,Russian troops landed in Odessa. Russian troops landed in Mariupol. Russian troops landed in Kharkov. 
4158,825,Ukrainian Armed Forces offer no resistance to Russia,meter-false,Ukrainian Armed Forces offer no resistance to Russia
4159,826,OSCE Confirms Violation of International Humanitarian Law by Ukrainian Armed Forces,meter-false,OSCE Confirms Violation of International Humanitarian Law by Ukrainian Armed Forces
4160,827,Selenium destroys cancer and prevents its development,meter-false,Selenium destroys cancer. Selenium prevents its development. 
4161,828,Bill Gates calls for immediate removal of all COVID-19 vaccines from the market,meter-false,Bill Gates calls for immediate removal of all COVID-19 vaccines from the market
4162,829,Queen Elizabeth II is being treated for COVID-19 with a 'forbidden' drug,meter-false,Queen Elizabeth II is being treated for COVID-19 with a 'forbidden' drug
4163,830,Ukraine cut off water to the uncontrolled territory of the Lugansk region,meter-false,Ukraine cut off water to the uncontrolled territory of the Lugansk region
4164,831,Ukrainian special forces are attacking the Russian border - two BMPs of the Armed Forces of Ukraine are destroyed,meter-false,Ukrainian special forces are attacking the Russian border - two BMPs of the Armed Forces of Ukraine are destroyed
4165,832,Vaccines against COVID-19 increased child mortality by 52 times,meter-false,Vaccines against COVID-19 increased child mortality by 52 times
4166,833,"Neutralization of ""Ukrainian saboteurs"" who were preparing a chemical attack in Horlivka",meter-false,Neutralization of `` Ukrainian saboteurs '' attack in Horlivka. Neutralization were preparing a chemical attack in Horlivka. 
4167,834,COVID-19 vaccination document contains code for 5G,meter-false,COVID-19 vaccination document contains code for 5G
4168,835,APU shelled a residential building in Donetsk,meter-false,APU shelled a residential building in Donetsk
4169,836,Vaccines Linked to Multiple Brain Disorders in Children,meter-false,Vaccines Linked to Multiple Brain Disorders in Children
4170,837,Ukrainian army left Donbas residents without water,meter-false,Ukrainian army left Donbas residents without water
4171,838,An anti-war rally was held in Moscow,meter-false,An anti-war rally was held in Moscow
4172,839,Ukraine was accused of piracy and the Black and Azov Seas were closed,meter-false,Ukraine was accused of piracy Seas were closed. Ukraine was accused of the Black piracy Seas were closed. Ukraine was accused of Azov piracy Seas were closed. 
4173,840,Armed Forces of Ukraine shot down the drone of OSCE monitors in Donbas,meter-false,Armed Forces of Ukraine shot down the drone of OSCE monitors in Donbas
4174,841,the Verkhovna Rada banned military-age men from leaving for the EU,meter-false,the Verkhovna Rada banned military-age men from leaving for the EU
4175,842,Map of NATO deployment around Russia,meter-false,Map of NATO deployment around Russia
4176,843,Victims of the Ukrainian military in Donbas - photo,meter-false,Victims of the Ukrainian military in Donbas - photo
4177,844,APU shelled a kindergarten,meter-false,APU shelled a kindergarten
4178,845,Turkish President Ready to Send Troops to Ukraine,meter-false,Turkish President Ready to Send Troops to Ukraine
4179,846,Canada lifts all COVID-19-related restrictions in response to mass protests,meter-false,Canada lifts all COVID-19-related restrictions in response to mass protests
4180,847,Zelensky Asked German Chancellor to Send German Troops to Ukraine￼,meter-false,Zelensky Asked German Chancellor to Send German Troops to Ukraine￼
4181,848,FDA admits Pfizer's COVID-19 vaccine is unsafe,meter-false,FDA admits Pfizer's COVID-19 vaccine is unsafe
4182,849,Russia deployed military hospitals on the border with Ukraine,meter-false,Russia deployed military hospitals on the border with Ukraine
4183,850,"All pregnant women vaccinated against COVID-19 had a miscarriage, hidden data from Pfizer trials",meter-false,"All pregnant women vaccinated against COVID-19 had a miscarriage, hidden data from Pfizer trials"
4184,851,Vaccination during a pandemic provokes mutations of more infectious variants of the virus,meter-false,Vaccination during a pandemic provokes mutations of more infectious variants of the virus
4185,852,Death of a child after vaccination￼,meter-false,Death of a child after vaccination￼
4186,853,"A link has been found between the ""mining"" of schools in Ukraine and the vaccination of adolescents",meter-false,A link has been found between the `` mining '' of schools in Ukraine. A link has been found between the `` mining '' of the vaccination of adolescents. 
4187,854,"Vaccines against COVID-19 contain microparticles in the form of a ""nanooctopus""",meter-false,"Vaccines against COVID-19 contain microparticles in the form of a ""nanooctopus"""
4188,855,State Border Guard Service of Ukraine sells cars donated by the US,meter-false,State Border Guard Service of Ukraine sells cars donated by the US
4189,856,"Omicron strain mainly infects people who have been vaccinated three times, - Italian professor",meter-false,"Omicron strain mainly infects people who have been vaccinated three times, - Italian professor"
4190,857,COVID-19 mRNA vaccines cause irreparable harm to children's health,meter-false,
4191,858,"In China, a teenager died immediately after the third dose of Sinovac",meter-false,"In China, a teenager died immediately after the third dose of Sinovac"
4192,859,"In 2025, Ukrainian families will be turned into enterprises and deprived of property",meter-false,In 2025  Ukrainian families will be turned into enterprises. In 2025  Ukrainian families will be deprived of property. 
4193,860,Ukraine's Supreme Court says 68 cars are missing,meter-false,Ukraine's Supreme Court says 68 cars are missing
4194,861,Two million people in Ottawa demanded freedom,meter-false,Two million people in Ottawa demanded freedom
4195,862,Belgian Biologist Reveals Plandemia PR Technology,meter-false,Belgian Biologist Reveals Plandemia PR Technology
4196,863,Phantom Police Patrol Crashed in First Week in Ukraine,meter-false,Phantom Police Patrol Crashed in First Week in Ukraine
4197,864,Prime Minister of Poland called refugees from Ukraine cheap labor,meter-false,Prime Minister of Poland called refugees from Ukraine cheap labor
4198,865,Truck column of Canadian truckers who protested against vaccination entered the Guinness Book of Records,meter-false,Truck column of Canadian truckers entered the Guinness Book of Records. Truck column protested against vaccination entered the Guinness Book of Records. 
